# SYSTEM INFORMATION FOLLOWS
# emon db : alderlake
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 12
# num_logic_processor_per_core : 2
# device bigcore : num_events 10, num_unit 1
# device smallcore : num_events 10, num_unit 1
# tsc_freq : 2419.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC, DTLB_LOAD_MISSES.WALK_PENDING, TOPDOWN.SLOTS:perf_metrics, IDQ.DSB_UOPS:u0x2C, L1D.REPLACEMENT, L2_RQSTS.REFERENCES, FP_ARITH_DISPATCHED.PORT_0:u0x43, UOPS_EXECUTED.CORE
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;;;;;;;;;;;;;;;
;;bigcore;;;;;;;;;;;;;;;;;;;;
epoch;timestamp;CPU0;;;;;;;;;;CPU1;;;;;;;;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;;;;;;;;;;;;;;;;;;;;;
1663106270488;37679826;177776484;73069548;37667826;43837;219173190;177347522;6791581;9628547;48592593;357350291;177887432;73058900;37662093;15026;219212976;177481377;6804632;9577346;48604855;357313309;
1663106270503;37693532;176544270;73049619;37682568;47090;218964294;176134771;6725186;9794172;48251731;355075963;176714788;73036743;37676016;28157;219302544;176320229;6754606;9685277;48206441;355030628;
1663106270519;37683450;176125616;73054885;37671417;41439;219088848;175725367;6695767;9900723;48085166;354149908;176176071;73046074;37666818;48115;219221748;175743763;6736937;9770112;47991902;354106822;
1663106270535;37682111;177238819;73151223;37670283;16999;219445104;176820102;6779578;9692928;48392134;356029476;177035739;73138377;37663605;36864;219421932;176599764;6757729;9777800;48416860;355980905;
1663106270550;37687342;177599624;73033326;37674252;23004;219106584;177167905;6820212;9743145;48525671;357019773;177720563;73023947;37669275;36241;219069582;177296252;6795550;9602543;48484873;356983087;
1663106270566;37705755;176708658;72590072;37694034;40620;217786914;176270845;6774662;9606521;48295374;355207525;176707594;72577333;37687482;33304;217718058;176284567;6791503;9557805;48275776;355163569;
1663106270581;37670493;176564478;72978241;37657116;24625;219122016;176142939;6840854;9633623;48412088;354911371;176561061;72973822;37654911;49456;218747070;176144323;6806108;9585433;48339354;354889603;
1663106270597;37691081;178263685;73227903;37679733;48950;219749982;177817295;6827086;9653113;48759541;358475306;178449690;73218839;37674945;27312;219598566;178022787;6859682;9662177;48761818;358436761;
1663106270613;37684511;177550424;73230045;37678158;34470;219636966;177137290;6846062;9781594;48536458;357088421;177685218;73200076;37662723;49188;219644646;177274115;6816121;9643304;48474524;356986056;
1663106270628;37733743;177759305;73227758;37716525;82094;220007508;177350110;6806826;9800083;48539064;356590748;176983550;73219227;37711926;89951;219325782;176614844;6783659;9651553;48294799;356533209;
1663106270644;37729707;177035984;73033695;37716021;60290;219071208;176606134;6776927;9759063;48408215;355822804;177052753;73038973;37718667;46887;219160038;176639944;6785873;9658745;48330772;355810554;
1663106270660;37683406;177438104;72875224;37671732;34595;218300670;177000433;6809051;9584866;48469024;356708694;177528020;72864410;37665999;53500;218925252;177076901;6790809;9630474;48551610;356654372;
1663106270675;37687093;177233034;73182615;37675386;45301;219212610;176791322;6775257;9771219;48449783;356582003;177630912;73173047;37670472;13073;219861450;177200992;6803875;9691881;48500162;356541410;
1663106270691;37690717;176554105;73183726;37678851;48797;219344286;176108715;6740484;9874944;48234067;355347212;177008263;73172605;37673118;17195;219729258;176586840;6779177;9754616;48298448;355302722;
1663106270706;37704868;178347799;73206051;37695105;28033;219525120;177935112;6843719;9629890;48737286;358145931;178070643;73194692;37689120;62765;219686490;177634072;6812479;9644833;48703191;358100937;
1663106270722;37674353;177631589;73165627;37658502;37522;219396516;177199476;6844137;9740626;48512094;357267456;177822077;73158128;37654785;54116;219582414;177396094;6842492;9642730;48481013;357208353;
1663106270738;37723085;169154991;73329806;37696869;408778;216551028;169934848;6403518;9473953;45077905;349443491;177570633;73328272;37695861;150225;223433730;177364720;6637722;9910804;48179928;349415142;
1663106270753;37641122;175277705;73191635;37627380;27801;219767016;174916485;6565128;9899192;47640715;351941467;174849792;73179969;37621584;52146;219363696;174466665;6534395;9795048;47572599;351892526;
1663106270769;37671843;175622132;73558738;37659195;51713;220051038;175234076;6544879;9818507;47773262;353685291;176313288;73550422;37654848;23556;221279256;175916978;6597344;9940938;47958542;353643810;
1663106270785;37694455;176228174;73365680;37683639;54156;220128222;175858622;6653829;9783653;47994108;353966924;175988597;73356639;37679229;39620;220048974;175631282;6642218;9963140;47975929;353918704;
1663106270800;37676774;174905755;72937997;37664550;25875;219124944;174546071;6554984;9893414;47574808;351153867;174434936;72928503;37659321;52620;218483892;174066898;6542710;9782091;47454432;351112915;
1663106270816;37684620;175202827;73324852;37672110;45144;219690486;174828997;6530924;9804196;47664635;352516376;175532465;73330429;37675008;20340;220277736;175165151;6569753;9890762;47738385;352459086;
1663106270831;37738174;174781970;73112137;37723896;38334;219481290;174397498;6546912;9868372;47520179;351198027;174669443;73123708;37730259;48404;219242706;174296530;6539307;9791868;47529348;351235464;
1663106270847;37649528;175193272;73335121;37633932;47861;219349374;174842915;6558544;9762909;47704799;352742481;175800841;73333519;37633176;33404;220661028;175433101;6603656;9936815;47832813;352722025;
1663106270863;37687285;174321415;72975125;37677906;19343;218696808;173977440;6501150;9762353;47418847;350574699;174414573;72951823;37665873;58562;219068022;174043108;6508966;9826265;47404962;350492136;
1663106270878;37727970;174732560;73214574;37713060;25161;219268176;174347840;6524644;9800458;47534155;351648363;175162047;73220084;37715895;56819;220054416;174778586;6519759;9854854;47627469;351639260;
1663106270894;37679998;174766175;73138848;37673055;59739;218941632;174402119;6554693;9779140;47560340;351848732;175238001;73113496;37660203;26186;219820506;174862259;6569385;9899474;47676277;351747313;
1663106270910;37743434;175368697;73370162;37729881;53377;220038798;175020519;6530290;9835843;47686396;352539333;175372176;73364144;37726920;23906;220157928;175010232;6541808;9849494;47695792;352506145;
1663106270925;37709346;174760440;73090124;37696554;26295;219010488;174408704;6525744;9813129;47508389;351508718;174961176;73078325;37690443;56612;219498324;174589630;6518993;9821937;47593005;351460666;
1663106270941;37684422;174360967;72971181;37671165;47367;218563614;173985548;6513582;9778491;47400763;350828434;174699835;72961809;37666125;31175;219245196;174323395;6526945;9844742;47528051;350784280;
1663106270956;37684602;174992341;73259986;37672929;24707;219599178;174614142;6556935;9829602;47575714;352035993;175297546;73247659;37666755;35835;219935514;174913949;6510874;9837150;47702315;351985736;
1663106270972;37713723;175489371;73004300;37700712;28731;218989290;175108942;6671520;9754406;47813898;352698201;175370175;72992540;37694349;45536;219017214;174991740;6619805;9873098;47840380;352643679;
1663106270988;37674366;175381103;73164243;37659951;61423;219948924;175019361;6546117;9889501;47687359;351847729;174700646;73155313;37655415;26984;219023460;174348138;6525760;9784296;47535355;351797548;
1663106271003;37676367;174340037;72934622;37664865;36608;218701284;173969647;6539260;9804662;47404994;350667027;174543079;72923690;37659132;53673;218890578;174170409;6503126;9803206;47484398;350615337;
1663106271019;37687340;175285513;72953282;37675008;25136;218601828;174913471;6629932;9726257;47759696;352523975;175526006;72944750;37670661;37153;219096744;175124246;6603399;9912940;47850366;352492642;
1663106271035;37686489;174633284;73029892;37674945;48460;218888124;174267695;6499993;9781549;47489593;351223414;174812592;73020105;37669779;17460;219270054;174421407;6551503;9832060;47529506;351190739;
1663106271050;37692099;174234244;72967886;37678536;24243;218371656;173872714;6521386;9764894;47416479;350829963;174847242;72958559;37673685;40985;219407460;174483690;6511540;9830888;47584295;350791793;
1663106271066;37689242;174707609;72968237;37677528;31830;218412168;174318906;6608224;9759676;47552603;351863190;175385325;72957927;37672047;41238;219381060;174981564;6565570;9902480;47765197;351806027;
1663106271081;37683417;174578418;73066330;37671354;59054;218935320;174186527;6526190;9792867;47478635;351378444;175042674;73054706;37665117;16728;219443004;174666913;6540654;9865168;47609835;351322880;
1663106271097;37691603;174767330;73086661;37679985;32023;218831118;174370291;6568057;9793241;47545500;351941534;175399021;73076433;37674819;49653;219671034;175005849;6546929;9887220;47723396;351903468;
1663106271113;37703380;175255038;73065135;37690632;23629;218639658;174888341;6625056;9729556;47747000;352761323;175772880;73054404;37685214;54861;219728100;175381961;6616404;9934938;47886983;352717907;
1663106271128;37672212;174287176;72923470;37659636;63545;218701176;173922597;6474726;9786192;47417863;350417536;174367519;72918071;37656738;26647;218840856;173995483;6523235;9799315;47394123;350383463;
1663106271144;37680355;174322104;72929310;37668456;57783;218606622;173946288;6511463;9795479;47405220;350635125;174501803;72915819;37661400;38450;218929974;174137590;6528296;9834752;47455123;350551753;
1663106271160;37714236;174267207;72716256;37701846;87703;217508046;174007327;6688611;9698011;47658068;351744005;175603594;72706303;37696743;91961;218757426;175228124;6721311;9617356;47863113;351707015;
1663106271175;37682564;176007442;72554599;37670535;32533;217952868;175601754;6802225;9601006;48203356;353876139;176005398;72541124;37663479;47457;217343694;175625520;6762160;9528123;48121223;353792513;
1663106271191;37707912;177562897;72946701;37697562;53628;218387874;177183064;6795986;9589231;48544972;356789776;177471344;72931713;37689876;22047;219252804;177052595;6822187;9622630;48576287;356727894;
1663106271206;37676711;176011814;72325685;37664739;20396;217163166;175599075;6781181;9646290;48094547;353673346;175876761;72312464;37657998;61321;216758640;175477506;6760426;9516227;48008643;353599455;
1663106271222;37696956;178061922;73220348;37684395;57907;219815628;177642488;6814710;9626918;48734505;357923133;178136236;73189737;37668582;17477;219444264;177718025;6837920;9615539;48715225;357800177;
1663106271238;37722486;175734711;72385044;37683702;23309;217162146;175314645;6783372;9687904;48009380;353304819;175737309;72418894;37700964;67958;217228158;175346555;6741717;9534819;47926705;353286864;
1663106271253;37707114;169004170;72872033;37682379;399076;215255292;169827706;6431288;9327499;45108954;348588716;176894808;72862369;37677654;140376;221956092;176677009;6675084;9696349;48088046;348578762;
1663106271269;37640495;177332615;72869847;37625112;31892;218974626;176956126;6821056;9637296;48485457;356494427;177361812;72869059;37624608;76880;218255616;176995845;6789142;9591653;48427380;356461721;
1663106271285;37668290;176128829;72702828;37656297;35159;217916862;175730398;6780764;9685478;48159046;354331779;176408114;72691795;37650249;59539;218264478;176028047;6768432;9570097;48130580;354261802;
1663106271300;37649786;173886000;73032996;37639539;93627;218600412;173561334;6482465;9754887;47247937;350648396;174913424;73022554;37634058;58933;219587100;174552960;6552031;9857044;47511623;350602147;
1663106271316;37688785;174879930;73293023;37677402;27464;219427098;174536032;6524736;9809533;47616464;351995298;175321977;73280473;37670850;63463;220278546;174939731;6551641;9876356;47647873;351959694;
1663106271331;37670431;174531869;73012750;37663416;37571;218862462;174154753;6541564;9827304;47449011;350937170;174607484;72987376;37650312;41286;219133860;174215861;6486476;9785762;47512318;350851271;
1663106271347;37741784;175353595;73136803;37724274;54038;219789708;174935099;6541597;9876031;47640620;352056783;174974701;73142278;37727172;16795;219056244;174583321;6529958;9808872;47604494;352052772;
1663106271363;37688452;174375465;72953315;37675260;32054;218708016;173982803;6541799;9808272;47410959;350760645;174592494;72941790;37669212;59036;218989596;174204083;6496362;9809302;47486021;350688792;
1663106271378;37690547;174293760;72962339;37678347;53849;218611602;173896191;6498737;9769419;47404661;350717801;174641588;72953019;37673622;31628;219141942;174255999;6519425;9826357;47493150;350666261;
1663106271394;37694882;174761383;73026233;37687104;56008;218718606;174367851;6555035;9751175;47547659;351585049;175046113;73001717;37674189;24737;219363312;174654780;6558146;9894791;47632622;351498868;
1663106271410;37742895;166845190;72569109;37477692;792995;212388528;167417090;6369518;9632530;44787157;345841893;177113721;72871106;37633491;241082;224237268;176879395;6666298;9783898;47917584;346839155;
1663106271425;37660163;176965631;72907071;37647729;34547;218775642;176547710;6774937;9642198;48331943;355413714;176684457;72891153;37639602;67623;218628666;176276599;6756762;9726242;48320420;355320903;
1663106271441;37693776;176799675;72606753;37682379;34567;217415568;176396201;6782490;9545348;48275660;355431082;176899557;72591887;37674567;54416;218197644;176477405;6764034;9582965;48389974;355371448;
1663106271456;37687673;176035470;72719782;37681749;65543;217958694;175622861;6705720;9696663;48148280;354059275;176288261;72693541;37667889;31058;218277792;175880320;6740835;9617617;48120964;353957976;
1663106271472;37735329;176268445;72988758;37719990;54487;218524410;175845215;6708939;9781021;48181242;354682556;176634554;72977004;37713753;26175;219370014;176176083;6765485;9684163;48157295;354641492;
1663106271488;37691181;175503972;72946105;37681245;59924;219033612;175086827;6636847;9900601;47871515;352758958;175387869;72921500;37668645;27883;218555868;174986430;6670048;9746139;47775730;352669392;
1663106271503;37735787;175258207;73124135;37721061;51118;219480486;174856563;6519419;9835872;47653525;351779953;174747436;73111237;37714383;34660;219227706;174367635;6539378;9827333;47526482;351702502;
1663106271519;37719638;175055622;72566006;37713690;121875;217277460;174751165;6723012;9704837;47819620;353199530;176217862;72540062;37700397;35611;218046198;175820871;6760174;9628125;48084764;353113713;
1663106271535;37717342;177181899;73002725;37700901;37409;218904654;176784514;6785103;9656294;48393353;356060100;177117769;72993996;37696176;43123;219115002;176686532;6782726;9761235;48404361;356010921;
1663106271550;37682540;175191105;72283495;37674567;54276;216889446;174775631;6693993;9639508;47927366;352106677;175227194;72257173;37660833;17937;216727794;174810752;6683328;9522569;47904992;352012606;
1663106271566;37740547;177486923;73182344;37728999;34826;219391890;177064699;6806784;9683524;48472475;356880071;177623951;73171387;37723266;65554;219691770;177178246;6800707;9793654;48552059;356846621;
1663106271581;37678040;177097522;72933751;37665243;35617;218840940;176666545;6816695;9689308;48412429;356101061;177223013;72924415;37660392;62727;218732880;176801817;6812791;9596158;48348259;356025084;
1663106271597;37702435;176547839;72423103;37690443;64822;217514196;176122808;6747567;9544311;48330083;354700350;176429079;72410782;37683954;37553;216999348;176021837;6765927;9520840;48224294;354632809;
1663106271613;37708095;176122189;72351224;37698381;36903;217217358;175713602;6753731;9532771;48201872;353758666;175902612;72323615;37683765;51875;216794298;175503768;6708288;9476474;48092188;353656864;
1663106271628;37703106;175723608;72938931;37680678;61910;218772510;175339556;6743324;9726273;47874901;353364801;175799707;72953614;37688805;27869;218924088;175377684;6737375;9877692;48029628;353397973;
1663106271644;37684876;176636851;73029892;37672488;22847;218938866;176212041;6800974;9794861;48307316;355433185;177001303;73020230;37667448;52078;219216138;176595563;6777943;9667497;48316490;355393232;
1663106271660;37704888;177263562;72751538;37693404;39736;217898202;176837517;6780611;9569192;48447685;356020503;177005690;72741105;37688049;26526;218594328;176575575;6815091;9597497;48442470;355970524;
1663106271675;37675434;176438915;72475535;37659573;25563;217305324;176022786;6802010;9575680;48215034;354700936;176434531;72471078;37657116;59939;217536360;176007239;6778471;9570700;48253577;354661922;
1663106271691;37693353;177277029;72808101;37680804;43254;218145078;176842125;6786968;9628342;48426371;356431186;177425495;72797646;37675512;14830;218677896;177005836;6795482;9563550;48463095;356387472;
1663106271706;37687612;176888034;72797123;37675701;23349;218452302;176456976;6813371;9724892;48308060;355496127;176825437;72786422;37670094;52832;218307444;176408660;6772517;9583853;48256561;355450331;
1663106271722;37681808;176155578;72792295;37670724;26892;218123904;175731596;6803001;9738513;48188600;354620657;176643825;72782079;37665243;44677;218608092;176215290;6781691;9621730;48219684;354576687;
1663106271738;37690361;176342733;72820927;37682505;34324;218362212;175923938;6773162;9780692;48178548;354618753;176443679;72794774;37669086;40655;218473248;176039130;6759642;9641336;48126814;354534437;
1663106271753;37742249;176375123;72656654;37725408;21964;218149440;175948726;6771293;9663531;48252945;354536417;176458850;72661706;37728054;50659;217811946;176058881;6760342;9540080;48163743;354512530;
1663106271769;37722760;170399973;73006891;37697436;370695;215427858;171133146;6496793;9346527;45558508;351413092;178336231;73001867;37694664;147166;222646458;178095982;6762509;9644544;48495856;351391232;
1663106271785;37640128;175975057;72607675;37626057;37598;217555776;175571033;6752667;9696456;48137922;353880984;176208158;72592404;37618056;49966;218058594;175755419;6724396;9571727;48117300;353821178;
1663106271800;37686905;177419743;72931654;37677087;76239;218369376;177030447;6807535;9611479;48482741;356761695;177501417;72909909;37665873;32482;219156096;177088936;6826986;9612827;48547583;356675292;
1663106271816;37733338;176697286;72639499;37715076;30444;217665924;176304582;6783973;9553973;48305488;355188695;176785699;72645591;37718226;62575;218195436;176366849;6767551;9574492;48387528;355201538;
1663106271831;37672944;176966289;73053529;37660896;50453;219135660;176542705;6772879;9753920;48406420;355758978;177029227;73042256;37655163;40183;219157224;176621713;6780570;9663585;48368449;355697676;
1663106271847;37682694;177093957;72708276;37666566;35664;217794192;176681976;6807252;9579917;48384750;356170589;177323470;72696125;37660392;56547;218435352;176880659;6793191;9603073;48505873;356119205;
1663106271863;37664181;175007224;72631296;37651068;44933;217485786;174604014;6714577;9726856;47885791;352345991;175557244;72617456;37643571;41903;218251770;175145787;6716102;9590557;47922927;352266179;
1663106271878;37701068;176723707;72779758;37689939;51306;218234694;176325073;6778212;9584507;48216317;355315133;176790936;72771905;37685718;21711;218416212;176393754;6811054;9721559;48304551;355300864;
1663106271894;37682172;176150085;72764180;37670472;23015;218088618;175738325;6790336;9780734;48149848;354310613;176325408;72752416;37664172;52578;218459196;175946084;6753505;9622792;48140408;354251727;
1663106271910;37697479;175784371;72746076;37685403;28221;218120172;175381589;6745502;9753063;48090578;353668466;176175590;72735711;37679922;59094;218337312;175792024;6722820;9611063;48104148;353619895;
1663106271925;37708378;177998011;73073916;37695042;57460;219453294;177581366;6815719;9647100;48667559;357651842;177797128;73059988;37687986;38717;218947740;177425292;6841633;9624243;48570028;357569441;
1663106271941;37680869;176281296;72510680;37667070;26416;217496940;175882199;6758694;9522716;48099032;354256030;176267329;72505709;37664487;54227;217567686;175840726;6742606;9649751;48110858;354237553;
1663106271956;37675661;175929550;72503329;37663038;61410;217450992;175529994;6710585;9676015;48080295;353485547;175886756;72493088;37657746;46747;217555500;175497133;6717619;9568057;48037661;353426313;
1663106271972;37685643;176976671;72659315;37674000;27112;217589892;176549887;6785531;9550988;48337210;355853415;177152570;72648587;37668393;42647;218354442;176708328;6781885;9605367;48455117;355809032;
1663106271988;37845169;176502800;73245503;37835280;56248;220692378;176076097;6731913;9727234;48263059;354929372;176704215;73254207;37839690;25269;218818218;176289418;6768620;9646541;48255917;354870029;
1663106272003;37515939;175408522;72335982;37505097;62628;216788496;175004092;6709662;9655987;47977287;352873846;175705863;72322651;37498104;29407;217193832;175288178;6743202;9593086;47960141;352821543;
1663106272019;37684970;175298662;72537373;37672803;48001;217648836;174869328;6712764;9856175;47886919;352240437;175125247;72527108;37667574;41149;217556340;174721528;6718070;9676245;47789483;352190010;
1663106272035;37691538;176458399;72732015;37678977;33205;218282514;176047744;6762003;9572067;48191165;354467326;176323520;72720934;37673181;48692;218092482;175887109;6740000;9669754;48211875;354415219;
1663106272050;37680810;176215673;72678569;37668519;35092;218050986;175813999;6766892;9724568;48188895;354124017;176194024;72666741;37662408;65563;217986150;175783448;6732805;9584558;48126699;354051916;
1663106272066;37704930;176596672;72529068;37694727;69043;217263246;176196350;6770087;9535872;48246147;354645916;176333282;72515719;37687797;38410;217873200;175911216;6768362;9553926;48277851;354597077;
1663106272081;37666950;176052835;72418398;37651005;67127;217048752;175624205;6745516;9573068;48122460;354048351;176244106;72413423;37648548;35171;217460124;175827012;6765804;9533870;48135062;354019831;
1663106272097;37682345;175218247;72446196;37669527;47973;217233270;174777135;6710492;9728473;47870241;352323823;175248520;72434671;37663416;45131;217409976;174799681;6729587;9605069;47804166;352242839;
1663106272113;37720343;150681868;72851334;37691892;1674932;197732484;152930119;5697621;8634913;38222906;344926420;189547080;72865434;37699200;84080;239457918;189246516;6765568;9788852;50075490;344950180;
1663106272128;37661081;176048351;72425581;37649178;37325;217554906;175688167;6790569;9692498;48106019;353840222;175951401;72414896;37643634;55136;216969696;175598615;6739928;9534367;48012982;353795297;
1663106272144;37671984;176413734;72455610;37665180;55032;216744522;176057386;6751381;9526662;48228904;354598208;176411274;72428731;37651320;21333;217904748;176035219;6776285;9555960;48286436;354509301;
1663106272160;37738327;177370792;72822306;37721880;50779;218012466;176994977;6790346;9584927;48435831;356724556;177585843;72828623;37725156;31042;218951748;177182520;6835344;9643282;48574199;356726617;
1663106272175;37671492;175666501;72461004;37659321;28646;217268094;175278640;6747009;9665295;48030754;353162627;175793965;72447088;37652013;57375;217459854;175427434;6711296;9511249;47984302;353084191;
1663106272191;37692894;176808324;73047239;37681245;28959;218998902;176420355;6785136;9773631;48371710;355524697;176959764;73035505;37675071;58346;219264216;176592668;6776084;9651121;48284712;355458306;
1663106272206;37695997;176621086;72535728;37687734;59524;217123626;176252117;6758534;9532519;48258825;354776822;176394813;72511752;37675323;31348;218016738;176020193;6777468;9554251;48275951;354678517;
1663106272222;37736597;177241438;72708364;37718100;40716;219320454;176862036;6764965;9552652;48304314;353424617;174215873;72723396;37725786;141934;217004592;174144895;6673015;9522145;47436028;353457103;
1663106272238;37685816;175555455;72484756;37653966;25752;217317564;175187329;6738563;9655977;48007621;353203172;175865986;72487719;37655730;63109;217580586;175487671;6736674;9549884;47970691;353084455;
1663106272253;37704192;176607871;72525821;37688364;48610;217182144;176220375;6778268;9561691;48243874;355137698;176721734;72515724;37683198;23517;217947516;176313901;6805611;9602774;48346161;355097016;
1663106272269;37681412;176312253;72708102;37667637;24266;218063190;175909058;6804628;9741303;48175801;354572994;176397287;72697713;37662282;50466;218153268;176018158;6785205;9606395;48129903;354507356;
1663106272285;37722587;169198505;72778907;37698507;409672;214930512;169948882;6427470;9338221;45194595;349033968;177205482;72773737;37695609;130177;221766210;176987152;6704282;9707875;48155799;349020611;
1663106272300;37632260;174841961;72485957;37618182;30797;217060452;174461513;6718291;9749126;47829731;352086561;175458258;72471065;37610433;46680;217822428;175074191;6713204;9621058;47881853;352023632;
1663106272316;37682279;176938417;72688085;37669590;47724;218220492;176532785;6781014;9580449;48392025;355805521;177090090;72677345;37663920;20345;217883370;176700055;6810775;9581613;48379091;355757798;
1663106272331;37713688;175299538;72353820;37703610;57598;216952764;174901103;6712924;9711894;47890698;352402584;175280682;72343587;37698255;34966;217153746;174919964;6733214;9593567;47819519;352343204;
1663106272347;37660772;175270791;72267536;37645965;39644;216511452;174886056;6698393;9516797;47882520;352345233;175456064;72262087;37643256;42028;217095804;175037373;6692972;9621658;48008106;352320019;
1663106272363;37679704;175516795;72679411;37668645;48554;217794462;175094982;6684996;9778206;47983795;353149580;175802000;72668366;37662786;29240;218259690;175383596;6750747;9693140;47916407;353100025;
1663106272378;37686623;176168285;72586465;37674693;20412;217563756;175748433;6764934;9624105;48124408;354151372;176188020;72573868;37668267;55669;217925262;175743499;6768048;9720059;48200190;354098906;
1663106272394;37692633;175039939;72547537;37681119;45409;217446654;174619270;6655412;9728607;47873180;352147881;175473741;72536827;37675512;15452;217825404;175063751;6694837;9615354;47912987;352108102;
1663106272410;37683324;176850599;72597872;37673181;40517;218264178;176426931;6797014;9594276;48408905;355290308;176712188;72585381;37666566;68420;217305312;176295985;6757852;9528978;48284423;355233518;
1663106272425;37681330;176221783;72506125;37668771;58376;217484988;175793240;6731779;9641187;48152141;353999564;176026301;72495371;37663101;38472;217505016;175594898;6747462;9539147;48042593;353927527;
1663106272441;37692996;176942152;72705750;37680363;27636;217817208;176517224;6797572;9571331;48329417;355582061;176860408;72693851;37674189;46804;218395260;176446935;6781409;9593833;48380895;355530211;
1663106272456;37689764;176035939;72491582;37678032;48497;217607076;175598797;6760866;9729723;48146895;353947834;176069697;72478600;37671291;21387;217311438;175651565;6775605;9640960;48100196;353902638;
1663106272472;37693261;175400348;72578066;37680048;59890;217428684;174986372;6710111;9743344;47948035;352891788;175729293;72571736;37676835;31188;218041338;175330808;6733629;9613443;47956534;352847218;
1663106272488;37677816;176814702;72609170;37665432;34734;217763016;176390226;6780188;9539458;48285290;355156943;176621868;72598585;37659951;69210;217872372;176190909;6758111;9565572;48325007;355099372;
1663106272503;37688565;177129357;72929331;37676772;58654;218789604;176686616;6777084;9748309;48407626;356135329;177256523;72917671;37670850;33003;218767086;176818399;6787555;9664935;48403637;356076668;
1663106272519;37686677;175064994;72607805;37675071;51911;217412454;174643481;6647950;9729284;47873289;352422062;175731433;72597161;37669212;15872;218219406;175313418;6697199;9621806;47983265;352374649;
1663106272535;37681222;176812290;72550002;37671354;37815;217987230;176378374;6790135;9574616;48386910;355283444;176740288;72537496;37664802;61750;217288542;176318205;6753974;9526928;48301577;355226909;
1663106272550;37685218;176122998;72697486;37673496;28643;217984074;175695446;6774535;9705665;48203640;354257783;176401552;72687728;37668519;49996;218164836;175963617;6759618;9607770;48183366;354203938;
1663106272566;37690386;174983398;72459914;37678536;22889;217051854;174543239;6737677;9763941;47843043;352371960;175547082;72449426;37673118;55459;217690128;175114494;6732945;9630748;47904233;352318366;
1663106272581;37690520;176571764;72472460;37678599;43008;217473636;176124689;6753597;9546235;48323110;355039110;176766129;72461669;37673181;8622;217342692;176324220;6781400;9540646;48336049;354994549;
1663106272597;37699308;176291720;72691175;37687671;25591;217961130;175854702;6778486;9707077;48187737;354521013;176542400;72682003;37683009;53996;218174502;176111477;6748910;9565193;48192204;354473968;
1663106272613;37687994;175668129;72680533;37671921;32903;217808796;175253750;6724844;9704553;48056219;353510894;176144829;72671363;37667133;59360;218253876;175729213;6718943;9579529;48076155;353434082;
1663106272628;37685466;176977445;72738036;37674315;58796;218562534;176529236;6777498;9582279;48445987;355614436;176906983;72726086;37668141;38026;217842162;176483372;6805139;9577642;48360682;355567580;
1663106272644;37678339;175815086;72477530;37665999;34918;217205964;175385157;6764401;9700707;48066451;353614902;176075453;72463794;37658691;42831;217624170;175630420;6747757;9578826;48052173;353560927;
1663106272660;37690416;174920552;72427880;37679040;25381;217023024;174483186;6722836;9772878;47811911;352262004;175521600;72418026;37674063;50768;217522470;175081798;6722618;9639889;47863108;352221344;
1663106272675;37686470;176301368;72388917;37674945;52030;217251702;175856251;6739931;9540661;48252043;354434521;176444939;72377803;37669212;30947;217061328;176016298;6769088;9525132;48237282;354379357;
1663106272691;37690122;176322409;72638604;37676457;34537;217798308;175890188;6768669;9716602;48227756;354489635;176461500;72624953;37669086;54135;218002500;176034314;6744495;9600802;48185524;354434219;
1663106272706;37682686;176014275;73026140;37670535;27867;218493990;175583219;6716597;9839563;48116257;354424620;176721654;73016478;37665432;42179;219651168;176290131;6727401;9680729;48220266;354380187;
1663106272722;37688138;175748558;72119552;37675890;57445;216546282;175298149;6733745;9516747;48074255;353336882;175869074;72106372;37669275;20331;216139716;175430353;6757651;9509866;48059181;353285538;
1663106272738;37690613;176243511;72651710;37674945;31850;217803426;175802279;6796469;9752967;48160360;354473981;176417642;72647376;37672551;52525;218099772;175940038;6770009;9633734;48127392;354459659;
1663106272753;37687249;174653061;72394744;37675197;25090;216734214;174212452;6720329;9718303;47781227;351663392;175295668;72382502;37668960;47738;217611126;174868220;6693664;9554960;47905316;351604474;
