# SYSTEM INFORMATION FOLLOWS
# emon db : alderlake
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 12
# num_logic_processor_per_core : 2
# device bigcore : num_events 10, num_unit 1
# device smallcore : num_events 10, num_unit 1
# tsc_freq : 2419.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC, DTLB_LOAD_MISSES.WALK_PENDING, TOPDOWN.SLOTS:perf_metrics, IDQ.DSB_UOPS:u0x2C, L1D.REPLACEMENT, L2_RQSTS.REFERENCES, FP_ARITH_DISPATCHED.PORT_0:u0x43, UOPS_EXECUTED.CORE
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;;;;;;;;;;;;;;;
;;bigcore;;;;;;;;;;;;;;;;;;;;
epoch;timestamp;CPU0;;;;;;;;;;CPU1;;;;;;;;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;;;;;;;;;;;;;;;;;;;;;
1663106202799;37748866;57430;74364;111321;2854;348150;89146;1973;5941;0;105720;116957;110503;89523;7506;594150;153892;2428;9779;0;171191;
1663106202815;37627061;136737;108985;201033;5221;636390;173820;2691;9762;0;179262;22504;32376;15624;2142;156060;34264;871;2687;0;42239;
1663106202831;37699893;123889;127452;249921;5351;547572;163082;3303;11312;0;221978;60469;81287;77301;5405;283914;87250;1766;5876;0;158580;
1663106202846;37695812;101653;102368;190260;5032;408852;126386;2618;8931;0;188465;61296;72089;73080;2605;257928;85951;1582;4595;0;146661;
1663106202862;37701003;104940;103513;188685;4832;417924;132035;2696;8969;0;191873;62788;73593;66528;2717;261954;87161;1681;5287;0;148695;
1663106202877;37696015;127083;94267;196182;4726;547272;157876;2331;8049;0;166008;22507;31695;15435;1956;154206;34614;839;2594;0;41691;
1663106202893;37698857;104952;101665;188622;4919;404208;130491;2698;8508;0;195276;62284;71079;72828;2630;258930;88226;1642;4597;0;151093;
1663106202909;37743661;57434;76036;110124;2658;316014;87647;2026;5914;0;117801;117000;106625;57519;5587;582966;149746;2361;8508;0;165925;
1663106202924;37637816;118086;102031;195237;4829;425382;147746;2344;7690;0;203150;41973;63260;75096;2919;215676;61021;1673;4541;0;122699;
1663106202940;37704134;114457;100087;208719;5621;567702;147108;2981;10121;0;158054;41791;38445;18648;1827;196404;59320;732;2285;0;64173;
1663106202956;37691400;115417;116442;194103;5117;496260;149573;3075;10611;0;203922;59394;74658;42588;2526;256386;83805;1535;4529;0;152096;
1663106202971;37699371;117720;119205;247086;5149;512388;152310;3100;10367;0;212832;61294;68925;71253;2654;253494;85690;1594;4393;0;145428;
1663106202987;37708837;101629;99488;192339;4876;395712;124800;2617;8299;0;189046;61305;68256;75915;2698;249996;85373;1567;4191;0;143872;
1663106203002;37680808;110699;90931;192906;5039;513798;138098;2545;8274;0;150836;41746;37291;18018;1853;191706;57902;732;2276;0;62630;
1663106203018;37747300;57292;73001;106911;2544;343908;87892;1967;5766;0;104104;116870;99270;90531;5270;527886;149765;2362;8270;0;166816;
1663106203034;37633772;118068;102108;193788;4840;425856;145646;2359;7624;0;202998;41963;63325;73269;2560;210120;60730;1709;4725;0;121395;
1663106203049;37699859;101576;98950;190008;4879;393012;125123;2619;8258;0;188532;61249;67957;73962;2642;249000;84776;1586;4248;0;143763;
1663106203065;37756965;62790;82276;135828;3578;364320;95765;2289;7659;0;120611;116988;101028;103068;5150;507060;147487;2365;8208;0;174885;
1663106203081;37632408;130928;119468;201600;5403;482226;165957;2958;9338;0;233844;43137;65048;72891;2652;233364;63090;1809;4860;0;122316;
1663106203096;37680210;117289;117498;241164;5092;501204;150639;3075;9986;0;212565;63034;71418;73962;3277;257256;88220;1917;5338;0;149258;
1663106203112;37701594;101699;101909;188181;5125;401094;125240;2704;8297;0;191736;61680;67600;69678;2961;264864;86887;1590;4490;0;139423;
1663106203127;37721748;116220;178330;226044;13678;621198;175859;4455;16482;0;316775;191264;180331;121968;12436;741828;188786;3977;16716;0;329533;
1663106203143;37779121;337461;595517;421911;69896;2603898;651021;12478;51814;0;729452;3671818;3330884;1634031;241893;18922098;5111641;44492;254550;0;5048034;
1663106203159;37655370;173842;226263;405342;13446;1093344;267654;4488;23749;0;312556;47778;94386;80136;5555;347520;77948;2192;8300;0;144980;
1663106203174;37678812;101579;105683;195552;4979;421848;129244;2681;9517;0;188224;60889;74748;78183;3456;276792;87943;1608;5475;0;150450;
1663106203190;37702531;112098;100438;205632;5672;569658;144361;2664;9262;0;155153;41791;38074;18396;1825;196056;58798;726;2344;0;63617;
1663106203206;37702513;101566;100698;201159;4911;398304;126081;2603;8369;0;186429;60748;72108;85050;3330;261462;86450;1594;4627;0;148780;
1663106203221;37699734;111080;121603;197127;6941;532878;142582;3045;11665;0;196738;60747;74004;35847;2462;258912;85709;1559;4447;0;149621;
1663106203237;37728251;147682;195041;253764;7364;740460;215899;3916;14994;0;346186;122902;134900;95571;6396;467040;157684;2905;10141;0;269153;
1663106203252;37711481;119368;118874;197190;5770;502938;159858;2484;9560;1;210949;43066;73895;61299;4835;242694;67563;2068;6329;0;133649;
1663106203268;37697749;105064;107207;192906;5318;433806;132579;2762;9211;0;192307;60121;77837;71631;4071;269364;86404;1649;5439;0;153434;
1663106203284;37708231;118048;104447;194607;4638;432654;148108;2425;8026;0;205061;41975;63499;71820;2874;229932;61811;1738;4770;0;119035;
1663106203299;37693160;104588;104010;196308;5422;411636;131792;2782;9147;0;191401;65156;471859;272916;4005;322794;94840;1844;5988;0;160190;
1663106203315;37464672;110620;93747;200844;5062;530514;138967;2577;8684;0;152180;41881;38726;18774;1982;198540;59817;737;2330;0;64496;
1663106203331;37695220;104811;103752;188937;5190;405750;129435;2752;8598;0;197670;62294;71281;72702;2764;273714;88351;1688;4638;0;148425;
1663106203346;37729440;97607;172588;226359;14327;612030;156564;4063;15380;1;280649;117023;129377;101367;7088;455988;150187;2886;9358;0;217573;
1663106203362;37633269;137645;134204;260253;5953;601554;179797;3076;11522;0;237000;49618;76216;72891;2747;244512;69754;1637;5334;0;143588;
1663106203377;37702021;111296;98039;201474;5174;554826;140899;2619;9506;0;153502;41868;39529;19278;1903;196224;58929;766;2637;0;64639;
1663106203393;37695617;101697;99177;190197;4941;392874;127126;2569;8351;0;186954;60703;68828;74025;3084;251844;84681;1577;4499;0;145424;
1663106203409;37705462;101570;100238;190953;5024;394242;125145;2618;8250;0;187262;62492;70368;74655;3002;255972;86430;1919;5326;0;147141;
1663106203424;37710636;104083;103255;195363;5081;412008;129275;2725;8916;0;192170;59643;76995;79947;5901;266400;86234;1724;5157;0;156937;
1663106203440;37687887;119110;104653;191331;4877;440352;148261;2461;8011;0;201986;44809;80045;73080;4204;262974;69601;1773;6423;0;143423;
1663106203456;37722930;70956;123002;160587;6851;465450;119089;3006;10298;0;164311;169716;299817;173943;51684;1229454;243445;4482;20861;0;371407;
1663106203471;37666205;96784;128998;202167;11702;536028;146980;3274;11911;0;203870;97711;107472;86688;5635;409986;125215;2771;9304;0;182685;
1663106203487;37641488;127727;126763;201726;6129;560634;164698;2869;10556;0;217132;41448;69125;38178;3857;219252;60471;1683;4826;0;129649;
1663106203502;37685921;126505;116970;262458;5635;670518;163378;3059;11555;0;174098;41836;38984;18837;1872;198828;59468;751;2446;0;64282;
1663106203518;37697816;107138;115971;198261;5839;446808;139614;2921;9879;0;209711;63341;77544;76923;3547;276030;89838;1696;4941;0;153726;
1663106203534;37748772;132574;171027;225351;13326;577104;173947;3452;12867;0;291744;143999;386065;221445;90527;1671126;229082;4866;20628;0;402892;
1663106203549;37678207;101774;102089;192465;4850;409050;125342;2677;8939;0;187003;61659;72092;75033;3798;266598;86605;1668;5159;0;148807;
1663106203565;37695849;114125;100204;197568;7332;569652;143965;2986;9810;0;156099;41791;38052;18270;1815;197454;59211;739;2255;0;63456;
1663106203581;37699976;103849;103366;191772;5478;413526;127257;2723;9166;0;188502;128604;128331;102501;10889;572526;125800;2736;12188;0;229685;
1663106203596;37692971;122181;109034;190449;4831;448908;150982;2561;8719;0;214740;43179;67631;69174;3988;245076;64333;1831;5481;0;128987;
1663106203612;37692316;106298;104906;191457;5362;414204;131939;2816;8708;0;198608;62707;73643;74529;2931;264090;87578;1693;4868;0;155355;
1663106203627;37705161;120230;108712;205506;6126;620388;149673;2972;10888;0;164998;41791;38224;18522;1768;195510;58200;735;2274;0;63444;
1663106203643;37695065;119699;124817;203994;5254;546678;154353;3132;11161;0;210795;59416;72941;72702;4263;265404;83864;1585;4721;0;142526;
1663106203659;37726378;3682122;3377244;1770678;229244;19369422;5193733;45261;259003;0;5086774;277033;470308;249291;56943;2050902;507791;9880;40396;0;582930;
1663106203674;37642714;106728;129618;201978;6890;553752;148714;2892;11995;0;204765;59698;92613;64197;5278;323922;94093;1725;6440;0;162274;
1663106203690;37694289;127291;104567;208215;5292;608808;167614;2384;9330;0;171350;22507;36736;17892;2782;183090;37946;870;3442;0;44356;
1663106203706;37684781;101701;101549;187929;5023;406224;128972;2596;8718;0;186942;58004;69469;67725;2804;256422;83033;1462;4678;0;140619;
1663106203721;37712560;104257;104791;192213;5098;415308;132858;2816;8861;0;193538;61399;80272;78939;7848;275556;91049;2121;5902;0;160854;
1663106203737;37693245;118161;105576;192402;4596;445638;148488;2369;7959;0;202585;41976;67343;70119;2882;221724;62451;1726;5082;0;125396;
1663106203752;37712609;120185;118077;213822;6885;675552;157228;3074;12290;0;166681;41791;38512;18837;2246;197256;58849;729;2400;0;64089;
1663106203768;37653200;117394;126811;262395;5610;556668;156750;3130;11813;0;212465;61286;72705;70308;2972;260202;87396;1638;4902;0;147850;
1663106203784;37747604;57313;73942;108738;2817;347688;88450;1983;5807;0;106073;117647;110487;90153;7927;590682;157038;2521;10199;0;172262;
1663106203799;37629065;118203;104906;190197;5025;433164;146794;2352;7763;0;204850;41941;63856;67284;2829;219432;61776;1674;4595;0;123528;
1663106203815;37686259;110759;91892;192969;4904;520602;137345;2575;8298;0;149905;41791;38082;18333;1814;195660;58509;730;2184;0;63323;
1663106203831;37701399;101658;99516;188118;5128;392076;124376;2647;8173;0;191358;61199;67044;70497;2590;264960;86848;1597;4281;0;139324;
1663106203846;37703962;106085;106810;204057;5230;423864;132928;2839;9149;0;200868;62559;72612;85869;2512;274488;90164;1714;4848;0;150737;
1663106203862;37723540;79567;137119;210231;13421;534390;129339;3477;12711;2;207316;116998;114771;93177;6302;432270;144855;2760;8939;0;209280;
1663106203877;37663099;87285;100557;180810;4452;445350;128717;2497;8669;0;159365;99524;99742;81081;5869;443106;126748;2870;9596;0;170217;
1663106203893;37676414;89388;96665;172179;2777;497058;135086;2194;7337;0;143167;97690;92724;83097;5253;482514;121019;2479;8463;0;146441;
1663106203909;37651316;117823;102881;208593;4917;425508;146004;2431;7863;0;203565;41944;61121;85743;2812;221874;61465;1686;4529;0;118032;
1663106203924;37687703;105448;104753;161343;5138;425478;132271;2689;8710;0;191346;60124;76934;47817;2187;263934;86825;1518;4557;0;152495;
1663106203940;37676037;162364;221739;265797;31783;920442;229078;4708;19222;0;341492;96578;145593;70560;14004;495222;132060;2821;10835;0;228606;
1663106203956;37681507;101731;102370;189063;5226;408744;127074;2671;8868;0;185221;61101;75790;72072;5705;270096;87076;1718;5444;0;149017;
1663106203971;37702335;101753;98256;187677;4949;389064;124588;2588;8098;0;184340;60758;70339;71442;2503;259746;84112;1594;4389;0;144451;
1663106203987;37710130;105045;103981;193221;5054;410214;131421;2793;8829;0;196550;62293;73192;75600;3369;260316;89071;1691;4650;0;154998;
1663106204002;37705465;121807;110540;206325;7117;630528;151256;3042;11088;0;165813;41791;37547;18270;1842;192582;59424;729;2173;0;64076;
1663106204018;37686722;117293;121221;248409;5412;518712;150803;3114;10337;0;211264;61286;71041;71568;2811;261348;86551;1619;4645;0;145887;
1663106204034;37700789;102176;102567;186669;5043;405948;126447;2650;8215;0;189467;63079;73045;71001;4508;260010;88482;1956;5338;0;149347;
1663106204049;37708641;101699;101687;190575;5320;400236;127079;2709;9228;0;186808;129137;121806;98532;7962;560646;124179;2553;11370;0;221948;
1663106204065;37684511;110702;92479;194859;5165;521436;134961;2575;8586;0;150286;41971;37963;18396;1850;194316;58795;747;2390;0;63674;
1663106204081;37706701;105082;104365;194103;5381;411618;129500;2757;8896;0;191419;62033;75427;73899;4660;271200;87735;1752;5423;0;150412;
1663106204096;37704734;118048;102682;191205;5170;423144;146794;2383;7897;0;203097;41963;63131;69615;3959;219840;61078;1720;4763;0;122391;
1663106204112;37742811;57544;74371;109368;3032;347610;87839;1989;5883;0;104964;116998;101910;85176;7211;541086;147579;2398;8723;0;168534;
1663106204127;37635154;130664;101246;208152;5510;588828;166936;2441;8721;0;171975;22504;31309;15246;1894;151074;33705;829;2492;0;42056;
1663106204143;37697375;110998;111228;198639;5410;471642;139124;2959;9918;0;195004;58003;69755;47943;2690;250848;81481;1467;3998;0;141258;
1663106204159;37698767;119689;119269;248598;4938;515178;153459;3066;10247;0;209844;58545;72129;73773;4327;257814;81761;1604;4811;0;140926;
1663106204174;37723867;3649567;3278614;1721916;232279;18774792;5066838;44807;250176;0;5030319;277201;470097;250362;58670;2079696;518864;10053;38981;0;581818;
1663106204190;37647119;113794;119772;209538;7985;679158;164931;3119;12908;0;163857;42691;44779;21798;2495;233832;63959;792;3526;0;67734;
1663106204206;37684029;105036;108961;190260;5317;436284;135256;2734;9495;0;194639;61873;83819;74340;4148;292818;94428;1735;5760;0;165302;
1663106204221;37754841;57184;77247;117936;3221;365484;90902;2064;6635;0;106379;117641;112861;93051;8037;605256;161177;2530;10704;0;174607;
1663106204237;37621090;121365;110224;195426;5381;457074;153574;2443;8361;0;210303;37217;57191;64260;2146;202446;55530;1475;4700;0;108961;
1663106204252;37657486;127573;103971;199836;4907;599436;163142;2446;10196;0;168173;22486;36351;17703;2504;178152;36405;865;3316;0;43784;
1663106204268;37692112;101690;100247;187047;5369;400680;125028;2596;8330;0;185217;58050;70807;68418;3011;258480;81205;1455;4301;0;140469;
1663106204284;37725096;114819;131527;205758;7387;573264;151581;3192;12868;0;207633;58871;79260;38430;4350;268302;84719;1599;4934;0;153336;
1663106204299;37689295;133908;128630;264348;5301;586134;176112;2918;11397;0;222860;41472;68154;67662;3522;227508;62677;1681;5236;0;127537;
1663106204315;37708514;106873;107768;193284;5220;447072;139528;2699;9284;0;195049;61132;73749;58590;2377;259596;87865;1532;4678;0;152367;
1663106204331;37745806;57321;75148;112329;3513;351804;89604;2022;6181;0;105541;117000;104884;89523;5873;556200;153891;2400;8998;0;171685;
1663106204346;37628223;121430;109359;191268;4999;447804;152524;2525;8122;0;213676;44838;70223;70308;3972;233904;68565;2111;6057;0;135429;
1663106204362;37700637;105052;101909;187425;5536;404154;129705;2767;8705;0;190798;59085;74768;72450;4884;264180;83257;1659;5164;0;149945;
1663106204377;37706644;103072;105364;192465;5306;420768;130782;2682;9502;0;191913;65488;74669;70182;1981;263496;89948;1502;4467;0;156569;
1663106204393;37685450;101666;100164;193095;4980;397800;125059;2605;8661;0;186535;60833;70253;76734;2737;253626;85817;1589;4889;0;146893;
1663106204409;37700893;101606;100797;189567;5105;400788;124127;2655;8333;0;190063;61249;69103;72324;2565;253182;85983;1557;4342;0;142358;
1663106204424;37719847;118919;124249;207585;5950;533496;153735;3198;11179;0;213540;61321;82091;49455;3242;272886;88919;1651;5185;0;159134;
1663106204440;37695794;181791;261575;337554;29994;954480;245224;5094;21559;0;402586;82449;199905;128142;20198;549288;138802;3092;11478;0;301211;
1663106204456;37688517;118375;105274;201159;4855;437832;147823;2409;8392;0;200640;41552;68911;80514;3690;236268;62098;1733;5510;0;128445;
1663106204471;37696469;101821;103426;193662;4899;406362;127463;2651;8388;0;191662;61251;71071;76356;2539;261828;87151;1643;4622;0;145614;
1663106204487;37701545;113246;111075;191898;5621;445494;141453;3001;9859;0;205344;62454;82163;72324;7674;285030;87185;1863;6045;0;163685;
1663106204502;37755497;95999;199261;222579;14327;717534;167774;4120;17956;0;293500;193098;206298;137844;22411;837672;198778;4547;18537;0;307842;
1663106204518;37633144;173376;203112;392364;12554;991596;254544;4406;21229;0;297738;47867;86279;74718;5628;301686;76687;2172;7271;0;147271;
1663106204534;37704723;102212;102554;197253;4959;402420;127207;2679;8677;0;188875;61341;71924;80136;2783;267654;86863;1639;4580;0;146316;
1663106204549;37732342;57399;77357;118692;3862;361956;88962;2009;6758;0;105779;117002;103104;75663;5232;547824;145014;2370;8272;0;167370;
1663106204565;37644104;136651;117071;209853;6694;684714;177705;2817;10713;0;180763;22507;31617;15309;2104;154854;33542;862;2510;0;41857;
1663106204581;37683881;117908;123545;252189;5544;536502;154662;3138;10660;0;211732;61286;70583;69867;2774;258276;87149;1600;4593;0;145976;
1663106204596;37705352;105566;107160;189630;5234;415176;131429;2845;9174;0;202170;62388;70350;71757;2559;272022;89035;1671;4594;0;147657;
1663106204612;37687060;102491;99228;185724;4934;397020;127763;2670;8347;0;189030;61253;69110;69363;2908;249498;85541;1627;4264;0;145630;
1663106204627;37690835;111039;92330;193914;5043;521496;137895;2537;8542;0;151304;41746;38507;18585;1765;195276;60017;720;2162;0;64739;
1663106204643;37703122;103848;101437;191205;5131;399462;129198;2716;8583;0;190259;59899;74505;75978;5763;264066;87003;1752;5131;0;151778;
1663106204659;37732937;73794;76124;109368;2809;374988;108353;1742;5128;0;119829;99501;98199;82089;5881;515652;125093;2819;9640;0;148352;
1663106204674;37635976;120631;104228;191457;4989;437430;151310;2421;8311;0;202751;40405;65840;66528;4361;218520;58429;1697;5044;0;122151;
1663106204690;37775859;3678576;3359500;1763307;238034;19312146;5223583;46025;257787;0;5076536;286854;488528;265230;60450;2240970;477278;10425;45119;0;571030;
1663106204706;37624258;114965;187938;292383;12562;814950;196556;3877;16990;0;254607;97713;132315;82341;7207;485880;128875;2902;11345;0;203904;
1663106204721;37624061;120064;121373;197001;7786;499116;157235;2680;11141;0;221216;41944;70089;66843;2916;242238;64789;1764;5572;0;128264;
1663106204737;37685517;101847;104175;192339;4867;417054;129662;2627;8782;0;191811;61305;73530;73017;3152;268998;87690;1600;4791;0;148164;
1663106204752;37694489;110857;96988;201852;5025;550380;141624;2610;8838;0;152994;41791;38683;18837;1819;198756;58584;738;2205;0;63249;
1663106204768;37720890;55812;75533;114093;2920;361734;88355;2030;6505;0;110234;117186;110561;144081;5404;494370;150545;2433;8600;0;197762;
1663106204784;37654572;118235;103628;190890;5104;431934;146412;2432;7998;0;205458;42088;63902;69363;2668;218160;62019;1740;5029;0;124595;
1663106204799;37703238;103878;104314;190134;5054;410274;128766;2739;8684;0;191599;60000;79652;76545;5400;279120;87227;1753;5578;0;158211;
1663106204815;37692998;129254;101010;201852;6455;588294;166508;2736;9458;0;169490;22507;31969;15498;1887;155412;33483;842;2505;0;41751;
1663106204831;37700487;111060;116651;195867;5384;502182;141779;2990;10602;0;198180;58008;71042;40698;3202;248292;81543;1460;4235;0;143375;
1663106204846;37710162;118164;119952;260190;5155;515754;152128;3170;10701;0;212885;61299;69675;83475;2949;256512;86712;1632;4423;0;144621;
1663106204862;37692491;105086;103012;191331;5012;412236;128981;2785;8881;0;190929;59193;75226;75537;5333;263238;83027;1683;5086;0;150601;
1663106204877;37695696;112401;98564;197442;5528;558996;140596;2652;9771;0;152592;41791;38845;18774;1800;199410;58414;736;2330;0;63561;
1663106204893;37705325;105087;103992;197127;4779;415206;130651;2741;8914;0;194594;64344;75854;76041;3528;271464;89876;1832;5805;0;157176;
1663106204909;37688059;118110;104283;190512;5021;434520;145805;2441;7793;0;203486;41960;64499;68607;2619;215994;61492;1710;4750;0;124196;
1663106204924;37705343;102194;99464;190449;5011;395850;126003;2642;8270;0;188475;61253;69852;73773;2706;254820;86759;1587;4295;0;146557;
1663106204940;37709486;111648;94026;164430;4890;532134;137895;2604;8636;0;152923;41746;37874;18396;1808;193950;59558;750;2195;0;63991;
1663106204956;37685405;101993;98802;190638;4867;392064;125889;2641;8505;0;188510;61205;68947;74277;2560;254676;86213;1625;4392;0;144052;
1663106204971;37708528;111126;117049;194922;6088;496908;139559;3039;11500;0;197872;129524;125990;66402;9808;572670;122588;2870;12338;0;223031;
1663106204987;37742879;73203;93419;167769;3034;464592;112469;2471;8334;0;127187;117254;103535;87633;6159;551166;149637;2394;9310;0;168790;
1663106205002;37632727;120817;107968;192087;5614;461838;154947;2465;8260;0;203821;41029;66523;59157;2120;216504;61658;1592;4681;0;128162;
1663106205018;37704748;101753;99326;192717;4869;393924;125746;2641;8380;0;187458;61335;69459;76545;2764;252288;85066;1601;4254;0;145073;
1663106205034;37700445;101626;98522;188559;4886;387840;123914;2592;8005;0;188488;61206;68139;71001;2494;253350;85348;1607;4188;0;141737;
1663106205049;37705263;101735;99328;192465;4754;393408;126194;2582;8134;0;186959;61214;69856;75474;2612;255996;85294;1590;4201;0;143349;
1663106205065;37680802;110702;91908;199017;5127;520800;132580;2540;8325;0;149787;41746;38186;18396;1796;194412;60040;730;2165;0;64698;
1663106205081;37695062;101722;99286;187677;4891;395910;125232;2576;8017;0;187688;61196;69674;71379;2567;255654;86008;1595;4158;0;143914;
1663106205096;37707335;113261;110860;191709;5445;451236;141733;2975;9739;0;205397;62847;83369;67977;3877;284310;91622;1683;5679;0;167315;
1663106205112;37737509;136488;217521;242991;20697;829206;197942;4784;19015;0;313399;123200;213247;257166;9871;887112;211851;4046;19062;0;267432;
1663106205127;37637936;128975;121241;260253;6991;691638;166270;3402;12618;0;177287;42106;39659;19215;1970;201600;59647;719;2542;0;64858;
1663106205143;37700667;101625;99956;191457;4883;396942;127344;2583;8455;0;184816;60792;73653;76293;3622;267594;86697;1652;4742;0;149406;
1663106205159;37702586;102867;102377;189693;5292;402660;128370;2694;8603;0;193565;61206;67069;69048;2657;257640;84259;1627;4454;0;139209;
1663106205174;37692888;105049;102856;192528;5099;407076;129183;2732;8832;0;192895;60917;75957;78435;3674;263232;86675;1629;4941;0;156977;
1663106205190;37718645;165385;255363;265356;26845;823062;250026;5182;20614;0;448928;113657;177759;114975;18007;491928;155577;4028;13467;0;332811;
1663106205206;37795389;267387;441394;339318;50496;2126640;499573;9756;39940;0;516766;3701030;3305006;1615509;241809;19139418;5116989;44971;257439;0;5003396;
1663106205221;37571408;119346;136082;203931;8003;572010;168047;2671;12449;0;228836;41954;83146;71127;3859;283746;69739;1843;6949;0;134728;
1663106205237;37676687;104874;109891;190953;5105;444954;135141;2702;9666;0;195640;56549;68178;66780;1812;255360;82566;1409;4671;0;137937;
1663106205252;37677028;136559;131118;212940;9333;766716;183433;2951;13713;0;185248;22505;36276;17766;2697;179904;35840;877;3385;0;43184;
1663106205268;37680927;117289;127640;266868;5695;560766;156370;3150;12201;0;211454;57960;74192;72765;3703;267468;85978;1475;4860;0;148659;
1663106205284;37698351;101613;99315;185976;4798;394524;124962;2623;8575;0;184027;59854;71766;69615;3958;259662;86731;1828;4952;0;144660;
1663106205299;37714131;106189;107973;194418;6019;444984;135855;2742;9456;0;193064;58072;73743;60039;3322;260604;83325;1566;4783;0;145643;
1663106205315;37720230;130757;101895;198135;5087;593226;166986;2527;9013;0;172002;22510;32495;15813;2321;157524;34246;860;2723;0;42225;
1663106205331;37696560;101630;100681;188559;4876;401652;129780;2617;8184;0;191171;61239;68240;71001;2592;267936;86708;1592;4496;0;139109;
1663106205346;37689282;101548;99888;187740;4886;397494;127133;2621;8228;0;189173;61260;69093;71001;2493;249846;85390;1595;4215;0;144799;
1663106205362;37704628;105030;102721;188181;5068;409452;131251;2719;8535;0;191256;59052;74890;71127;4719;268404;83836;1659;4972;0;147012;
1663106205377;37705157;105229;107017;191961;5655;428268;132096;2828;10125;0;197556;69215;79685;77238;2047;276672;94322;1552;5067;0;165862;
1663106205393;37720581;111097;114800;200592;5552;491526;140330;2976;11175;0;196910;58207;69764;42714;2773;244560;80345;1457;4608;0;142363;
1663106205409;37698060;120378;123423;253890;5692;534018;157236;3246;11404;0;212877;59678;76060;76860;5082;264948;85285;1642;4975;0;152281;
1663106205424;37760318;196143;504692;389466;56935;1771230;344921;7174;35057;0;599067;245652;418444;229131;52350;1396476;294141;6199;28967;0;518999;
1663106205440;37607952;119945;116328;200340;5717;489696;155064;2488;9179;0;208225;43056;74044;70182;3620;244032;66288;1993;6387;0;134443;
1663106205456;37688697;101916;105246;189315;4965;424428;129451;2638;8447;0;185867;60822;76670;70056;3200;273882;86679;1580;4785;0;149194;
1663106205471;37704897;101784;103785;192087;5091;407838;128834;2638;8715;0;192213;61253;69204;72702;2636;272076;87083;1594;4493;0;140576;
1663106205487;37726104;67487;102650;189252;9603;426084;106451;2883;9452;0;145524;117046;108293;86499;5490;492528;148921;2459;8548;0;189935;
1663106205502;37689553;78197;90828;151830;4633;419010;119287;2063;7421;0;139446;97794;95677;99477;4902;460080;123437;2487;8720;0;158336;
1663106205518;37633942;127454;126581;207144;6642;510084;161762;3006;10237;0;234413;42027;61789;76167;2798;230526;61425;1714;4801;0;106084;
1663106205534;37711131;72355;96814;177786;3071;484296;114814;2430;8736;0;128261;117095;99805;81837;5121;526758;144948;2346;8405;0;167232;
1663106205549;37639779;118100;104286;193410;5159;433710;147699;2405;7909;0;205416;41982;61725;69741;2943;223170;60719;1735;4558;0;117305;
1663106205565;37675392;110795;95861;197694;5335;542448;138557;2585;8650;0;151982;41791;38253;18522;1831;194862;59396;744;2253;0;64070;
1663106205581;37706900;101700;100137;198198;4954;397356;126819;2607;8179;0;188214;61196;69589;81837;2706;256554;85984;1627;4313;0;144940;
1663106205596;37694189;105244;105499;189000;4928;416202;132032;2826;8832;0;199422;64234;73798;72576;2976;267960;92614;2023;5613;0;157832;
1663106205612;37702088;104354;103575;190449;4954;409746;129777;2725;8429;0;192259;63010;74763;75096;2968;264810;89000;1629;4661;0;158020;
1663106205627;37699293;102805;99534;184464;5352;403692;126155;2625;8289;0;186043;60061;68590;62433;1800;248178;84391;1450;3837;0;143680;
1663106205643;37747842;57281;73014;107793;2942;341298;86090;1983;5684;0;104447;117001;98066;86436;5058;519180;148012;2321;8098;0;168318;
1663106205659;37642161;131982;120795;196875;5440;531864;167686;2854;9744;0;221135;42817;70988;41328;2537;227202;63668;1739;4817;0;137121;
1663106205674;37698984;117338;117418;245322;5113;504588;150666;3066;10075;0;206469;60754;70095;73899;2547;255258;84030;1582;4434;0;144721;
1663106205690;37710910;102527;99109;197316;4941;391584;127638;2663;8363;0;188872;60639;66178;77679;1882;264150;83500;1508;4047;0;134039;
1663106205706;37713686;103018;161481;224847;10892;547650;159139;4044;15300;0;288863;120924;123614;103950;6226;444786;152667;2794;8717;0;238910;
1663106205721;37734771;317657;487321;369369;55987;2207916;534794;10541;44163;0;609756;3621009;3259112;1601334;234772;18767478;5043218;43887;251383;0;4962012;
1663106205737;37654051;101680;108993;187866;5875;440016;127561;2607;9881;0;187385;61648;79965;69804;3778;292944;89159;1703;5688;0;155076;
