# SYSTEM INFORMATION FOLLOWS
# emon db : unknown
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 16
# num_logic_processor_per_core : 2
# device core : num_events 3, num_unit 1
# tsc_freq : 2995.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;
;;core;;;;;;
epoch;timestamp;CPU0;;;CPU1;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;
1663594691767;46758651;104227;84088;119496;22589;36595;20280;
1663594691782;46790417;107033;119377;138918;22544;36531;20280;
1663594691798;46755349;103373;84409;123240;22589;36454;20202;
1663594691814;46770571;103349;83661;122850;22560;36851;20514;
1663594691829;46766945;103465;83281;118638;22558;36676;20436;
1663594691845;46780029;104547;86263;127296;22558;36524;20280;
1663594691860;46768385;98913;95403;125736;39790;83912;81432;
1663594691876;46772346;637242;592913;401310;53567;78023;43290;
1663594691892;46776817;108544;106475;156624;36942;65879;110058;
1663594691907;46779995;292822;11656627;6661200;158444;4488407;2495532;
1663594691923;46740541;1083678;48922803;27442038;654805;9643905;5365464;
1663594691939;46961269;107404;437037;326664;23039;36051;25116;
1663594691954;46566545;103420;83008;128466;22603;35248;23946;
1663594691970;46778381;103403;84070;132054;22544;36431;20358;
1663594691985;46763991;97034;91895;124800;40412;84054;91026;
1663594692001;46785230;46560;128857;148200;99106;112653;104988;
1663594692017;46796356;84800;191441;181740;909357;966464;537186;
1663594692032;46735680;154949;320716;254826;171170;365131;318630;
1663594692048;46747424;135957;150331;158886;42645;55291;30810;
1663594692064;46765347;103664;86822;121992;22595;38155;21216;
1663594692079;46777597;103444;86668;127998;90347;75781;42198;
1663594692095;46807609;64802;148417;161148;97243;143639;121056;
1663594692110;46732084;97590;93182;129012;38865;61647;70434;
1663594692126;46780631;96853;97406;141336;38929;92605;109278;
1663594692142;46764974;72041;119167;143676;96664;105782;107718;
1663594692157;46729198;286989;384460;366678;65719;135849;75504;
1663594692173;46761335;118499;109914;223548;22648;37280;20670;
1663594692189;46759487;104195;83456;121524;22589;36855;20436;
1663594692204;46772145;104186;84011;123084;22544;36568;20358;
1663594692220;46772733;105878;86481;124878;22544;36507;20436;
1663594692235;46784149;96324;91150;138294;40354;66419;96330;
1663594692251;46752281;104763;84414;119496;22499;36149;20046;
1663594692267;46778867;106919;88912;128076;22558;36451;20280;
1663594692287;59508921;261636;22725104;12727650;70221;90573;81510;
1663594692302;46710722;135445;120604;201708;37824;52286;36972;
1663594692318;46773871;104134;83411;122850;22605;36900;20514;
1663594692333;46771509;105719;84409;123396;22544;36336;20280;
1663594692349;46773425;105296;86284;125658;22544;36584;20280;
1663594692365;46769747;104106;82581;123942;22544;36388;20202;
1663594692380;46767773;106237;86786;120822;22548;36436;20280;
1663594692396;46768595;104204;83566;117936;22558;36367;20280;
1663594692412;49385167;438879;21255342;11999520;199727;4730957;2634372;
1663594692443;90970399;143532;2435255;1630278;94265;110174;114270;
1663594692458;46689838;68584095;84001548;46689552;125853401;84001857;46689708;
1663594692474;46758522;126139365;84125594;46758582;126140566;84124729;46758192;
1663594692490;46769042;126163749;84143981;46768878;126135658;84143516;46768644;
1663594692505;46770470;126162032;84146454;46770204;126170566;84145739;46769814;
1663594692521;46778096;126131354;84166725;46781592;126179727;84162992;46779408;
1663594692537;46768226;126158909;84137353;46765368;126159641;84136628;46764978;
1663594692552;46778296;126187375;84160640;46778316;126203952;84160261;46778082;
1663594692568;46767534;126133679;84140402;46767240;126168607;84139775;46766850;
1663594692583;46784954;125767513;84173725;46785414;105005536;84174078;46785570;
1663594692599;46750820;126095747;84110270;46750470;126119694;84109717;46750158;
1663594692615;46765740;126160900;84138595;46766148;126156374;84139400;46766616;
1663594692630;46764732;126082273;84135681;46764510;125900767;84135831;46764588;
1663594692646;46770060;108774696;84146088;46770204;113605347;84145417;46769814;
1663594692662;48132462;48978003;86604479;48136764;76603374;86599554;48134034;
1663594692677;45421206;122497489;81713846;45418386;122528643;81713648;45418308;
1663594692693;46773106;126160809;84151539;46773090;126180669;84151030;46772856;
1663594692708;46759008;126116832;84125250;46758660;126147664;84124802;46758348;
1663594692724;46768508;126169248;84143463;46768488;126173989;84142913;46768176;
1663594692740;46769378;126174208;84144589;46769268;126180530;84144079;46769034;
1663594692755;46770456;126167022;84146361;46770204;126173293;84145819;46769892;
1663594692771;46769224;126176256;84144015;46769112;126178972;84143605;46768878;
1663594692786;46770248;126167463;84145157;46769970;126169171;84144733;46769736;
1663594692802;46770144;126176197;84145536;46769892;126182098;84145196;46769658;
1663594692818;46768294;126150164;84142311;46768176;125836396;84141962;46768020;
1663594692833;46778000;126058765;84160076;46777848;126186546;84159286;46777458;
1663594692849;46760262;126137098;84127484;46760064;126138119;84126836;46759596;
1663594692865;46777488;126172007;84159202;46777302;126196094;84158627;46776990;
1663594692880;46764568;126160077;84135840;46764432;126166527;84135226;46764120;
1663594692896;46768130;108719287;84142482;46768098;113497042;84141767;46767708;
1663594692911;47597138;51621148;85638716;47599812;76761298;85638214;47599422;
1663594692927;45939660;115093589;82653227;45940206;120510114;82651142;45939036;
1663594692943;46766954;126169053;84139889;46766772;126164294;84139400;46766460;
1663594692958;46776260;126174916;84156731;46775898;126192684;84156178;46775664;
1663594692974;46773694;126169727;84152423;46773636;126132077;84151284;46773012;
1663594692990;46766840;125790241;84139860;46766616;126115898;84140082;46766772;
1663594693005;46761752;126153549;84131108;46761780;126160305;84130368;46761390;
1663594693021;46770304;125592565;84146178;46770204;126170450;84146024;46770126;
1663594693036;46804924;126159723;84212752;46807098;126198407;84212054;46806708;
1663594693052;46736678;126066463;84086217;46736664;126087382;84085437;46736274;
1663594693068;46762892;126154252;84132836;46762716;126154452;84132261;46762326;
1663594693083;46769482;126176625;84144452;46769268;126180230;84143870;46768956;
1663594693099;46785630;126138256;84180596;46789470;126209617;84175814;46786818;
1663594693115;46781126;126129382;84161268;46778628;126123959;84164748;46780578;
1663594693130;46758046;126107098;84124668;46758036;126043688;84125165;46758348;
1663594693146;46757226;126139534;84122423;46757256;126142737;84122177;46757100;
1663594693161;46768586;126172514;84142754;46768488;126174880;84142165;46768176;
1663594693177;46770946;126173541;84147313;46770984;126176831;84147015;46770906;
1663594693193;46777116;126167020;84160885;46778316;126147387;84160281;46778004;
1663594693208;46761828;126150152;84130936;46761858;126160118;84130275;46761390;
1663594693224;46767700;126165464;84141170;46767552;126166792;84140586;46767240;
1663594693240;46769402;126174856;84143956;46769268;126179132;84143534;46769034;
1663594693255;46775266;126184975;84154874;46775274;126196174;84154717;46775118;
1663594693271;46764380;126140402;84135556;46764354;126163114;84135237;46764198;
1663594693286;46771092;126179339;84147699;46770984;126184964;84147109;46770672;
1663594693306;59414853;126401062;106894841;59414316;160272199;106897969;59416110;
1663594693322;46767438;126146849;84140982;46767084;126099342;84141170;46767240;
1663594693338;46764528;126160085;84135549;46764354;126126753;84134952;46763964;
1663594693353;46769416;126174630;84143983;46769112;126180226;84143592;46768878;
1663594693369;46769640;126167570;84144812;46769580;126176833;84144356;46769268;
1663594693384;46778080;126192684;84159875;46777926;126160408;84159161;46777458;
1663594693400;46763636;126134565;84134467;46763730;126115949;84130464;46761468;
1663594693416;46769554;126178753;84144963;46769580;126181930;84144510;46769346;
1663594693431;46771906;126173113;84148519;46771608;126174004;84148033;46771374;
1663594693447;46784942;126193930;84187067;46793214;122292305;81962617;45556758;
1663594693463;46828948;24876569;16678119;9342216;57575;115470;64194;
1663594693478;46767445;104170;87205;125424;22863;39673;22074;
1663594693494;46785375;68412;115568;142740;99420;102326;103428;
1663594693509;46779196;25369033;27004826;15102594;276510;418024;233688;
1663594693525;46757469;112783;101202;150306;23000;35574;28860;
1663594693541;46757921;73736;137941;221208;98581;100744;94224;
1663594693556;46790044;103506;85124;150384;21196;30333;16926;
1663594693572;46757197;104290;86712;138372;22563;36938;20436;
1663594693587;46757123;95622;94633;126048;53986;86785;95862;
1663594693603;46787464;107808;98367;162630;25640574;26917020;14963910;
1663594693619;46751277;104168;81832;154596;22949;34306;27846;
1663594693634;46743347;104078;84153;129636;22558;35200;23790;
1663594693650;46765387;294341;11349045;6453486;157450;4493125;2498184;
1663594693666;46797753;1121947;45287690;25409982;625775;9827861;5467566;
1663594693681;46734415;107206;97286;146562;37411;61182;114894;
1663594693697;46778967;104512;86327;132678;22607;37197;20592;
1663594693712;46759809;103419;86181;122148;22544;37407;20826;
1663594693728;46771387;103279;83847;122304;22558;36371;20124;
1663594693744;46769707;103213;82811;120354;22550;36181;20124;
1663594693759;46783953;105142;88324;132990;22558;36483;20280;
1663594693775;46769139;103240;84394;131430;22558;36236;20124;
1663594693791;46759005;103355;83155;119340;22558;35818;19968;
1663594693806;46774531;112404;92536;123006;22550;36882;20514;
1663594693822;46782373;109688;102307;164346;36993;53416;82602;
1663594693837;46756055;105200;85579;119808;22591;36949;20436;
1663594693853;46768991;104118;83935;118014;22544;36181;20202;
1663594693869;46775481;105574;85887;123474;90022;78880;43914;
1663594693884;47300085;202480;7880102;4479462;166087;4381934;2511522;
1663594693900;51065507;1035014;45554259;25395162;716871;9984563;5554692;
1663594693931;88156996;159035;2455686;1597596;21187;29803;19968;
1663594693947;46778045;112816;93475;133458;22655;37654;20982;
1663594693962;46763687;118393;103343;197262;22544;36219;20280;
1663594693978;46783771;107227;112335;138606;22589;36644;20358;
1663594693994;46756753;103368;85794;123786;22589;36408;20202;
1663594694009;46772157;103319;83311;125268;22544;36514;20280;
1663594694025;46773047;103219;83553;126984;22544;36668;20358;
1663594694041;46764093;103187;83331;119418;22544;36080;19968;
1663594694056;46787267;67992;130300;145392;100337;113135;101790;
1663594694072;46750756;102558;81527;119652;21184;29539;16380;
1663594694087;46780757;114013;93880;131430;22544;36676;20436;
1663594694103;46771485;103585;106458;165438;59989;108749;170196;
1663594694119;46760918;250313;348898;269724;23811;55263;30732;
1663594694134;46775253;96670;112717;137592;54155;102823;101712;
1663594694150;46721763;111180;111450;139620;92427;115102;64038;
1663594694166;46780479;104083;87798;139386;22634;38051;21216;
1663594694181;46755761;104087;86130;124176;22544;37115;20514;
1663594694197;46768759;105911;87465;121680;22550;36943;20592;
1663594694212;46768901;104471;87042;120042;22549;36542;20358;
1663594694228;46783027;112877;96749;131430;22544;36826;20514;
1663594694244;46769471;118495;102956;197964;22558;36265;20202;
1663594694259;46759517;104524;84075;119574;22589;36553;20358;
1663594694275;46772509;104307;84941;120822;22548;36344;20280;
1663594694291;46770457;104674;85332;120120;22544;36800;20436;
1663594694306;46794575;62115;129786;152100;101271;113654;110838;
1663594694326;59464040;233999;22608561;12676716;79453;95608;127764;
1663594694342;46716976;118229;95576;155064;28698;40158;32760;
1663594694357;46761201;112792;91179;137046;22546;34967;23712;
1663594694373;46758441;118390;99070;179166;22544;36453;20358;
1663594694389;46788757;292674;11407224;6511596;159237;4548143;2528604;
1663594694404;46765667;240329;9413900;5405322;51608;192578;112008;
1663594694420;46753817;128348;2405623;1485666;22783;35296;24024;
1663594694435;46764415;104063;84097;121680;22679;36818;20436;
1663594694451;46781037;97274;92506;131820;45487;84281;98358;
1663594694467;46699228;125864634;84017141;46698444;125872830;84017102;46698366;
1663594694482;46761682;126153014;84130502;46761468;126157694;84129846;46761078;
1663594694498;46789650;126157957;84185376;46792044;126213435;84184780;46791732;
1663594694514;46747840;126099234;84105435;46747662;126115140;84104884;46747350;
1663594694529;46774762;126172496;84154270;46774650;126190944;84153849;46774494;
1663594694545;46763804;126157194;84134529;46763496;126160399;84133715;46763106;
1663594694560;46776674;106902004;84164273;46780422;125962440;84160134;46778160;
1663594694576;46771680;126167329;84144167;46769112;126171272;84143373;46768644;
1663594694592;46767246;126166842;84140832;46767162;126120452;84139262;46766226;
1663594694607;46772106;126178304;84149211;46771920;126187934;84149125;46771920;
1663594694623;46772410;126163950;84149810;46772232;126181685;84148970;46771764;
1663594694638;46773712;108734506;84151700;46773558;105011459;84150898;46773090;
1663594694654;46761086;111237547;84128948;46760766;108166514;84129264;46760922;
1663594694670;46774686;122463576;84153963;46774416;124777983;84153478;46774182;
1663594694685;46763764;126150683;84134704;46763730;126159598;84134323;46763496;
1663594694701;46769246;126177559;84144610;46769190;126180994;84144182;46768956;
1663594694717;46776288;126174139;84156851;46776288;126196411;84156250;46775898;
1663594694732;46770698;126150750;84146893;46770594;126179982;84146714;46770438;
1663594694748;46769900;126147535;84145204;46769736;126176099;84144484;46769424;
1663594694763;46767312;126147870;84140227;46767084;126168522;84139647;46766694;
1663594694779;46770458;126168311;84146119;46770204;126179791;84145520;46769814;
1663594694795;46769130;126140492;84143658;46768878;126172571;84143439;46768722;
1663594694810;46770360;126148219;84145769;46770282;126156051;84145113;46769970;
1663594694826;46769720;126149907;84145581;46769892;126176134;84144901;46769502;
1663594694842;46763620;126160652;84134086;46763496;126164420;84133473;46763184;
1663594694857;46777406;126170315;84159526;46777380;126198266;84159106;46777224;
1663594694873;46761642;126144033;84130524;46761702;126155564;84129914;46761312;
1663594694888;46778910;108764444;84165701;46781202;113540406;84165008;46780812;
1663594694904;46885932;58004761;84359680;46888920;80324878;84355560;46886658;
1663594694920;46801720;74866102;84201964;46801014;84534237;84511454;46973004;
1663594694951;92668357;243747801;165062513;91745238;247487992;166689740;92649726;
1663594694967;46764472;126153974;84135599;46764120;126159492;84135435;46764042;
1663594694982;46769972;126170609;84145689;46769970;126176284;84145223;46769658;
1663594694998;46768322;126162217;84142454;46768176;126170779;84141959;46767864;
1663594695013;46776062;126173866;84157042;46776210;126193662;84156553;46775820;
1663594695029;46764176;126150632;84135098;46764120;126161092;84134661;46763886;
1663594695045;46769862;126175758;84145700;46769892;126183266;84145135;46769580;
1663594695060;46774028;126179563;84152935;46774026;126184534;84152402;46773714;
1663594695076;46790798;126160800;84187086;46792824;126186008;84186545;46792512;
1663594695092;46745710;126100530;84101568;46745556;126097429;84101108;46745244;
1663594695107;46767978;126162598;84141697;46767708;126123540;84141396;46767552;
1663594695123;46768722;126172176;84143791;46768644;126179505;84143264;46768332;
1663594695138;46777544;126167047;84158565;46777146;126144654;84155994;46775742;
1663594695154;46771106;125864832;84147573;46770828;126172707;84147685;46770906;
1663594695170;46758586;126142284;84124799;46758348;126141175;84124314;46758192;
1663594695185;46777006;126173000;84157751;46776600;126138157;84156941;46776210;
1663594695201;46772928;125806837;84151300;46772856;126161901;84152576;46773558;
1663594695217;46800226;124831789;84204374;46802496;123921028;84204311;46802496;
1663594695232;46733384;126025362;84079246;46733232;126011331;84077911;46732452;
1663594695248;46756360;126133676;84121162;46756242;126143882;84121176;46756242;
1663594695263;46768202;126118238;84142332;46768254;126167822;84141550;46767786;
1663594695279;46783992;126199680;84176367;46787052;126182522;84176068;46786896;
1663594695295;46761498;126112066;84129594;46761000;126151166;84129097;46760766;
1663594695310;46767258;125432317;84140899;46767474;126100665;84140613;46767240;
1663594695326;46759994;126149127;84127221;46759596;126104379;84125454;46758660;
1663594695346;59433571;126492135;106928279;59432880;160296866;106931370;59434596;
1663594695361;46739030;125984059;84089327;46738692;126026651;84089315;46738614;
1663594695377;49010724;119920879;88178029;49011456;122486712;88178629;49011768;
1663594695408;90782484;220371856;163330231;90782406;232630392;163330011;90782328;
1663594695424;46765714;126145372;84138096;46765602;126163710;84137445;46765212;
1663594695439;46763328;126158854;84133427;46763184;126164039;84132724;46762794;
1663594695455;46770012;126174446;84145697;46769736;126178034;84145291;46769580;
1663594695471;46881716;28013986;19511550;10924836;14771483;13363294;7427706;
1663594695486;46736905;113070;132816;148512;23227;46888;26130;
1663594695502;46760385;114692;140660;232206;45085;97254;98748;
1663594695518;46755824;104948;90891;124332;21198;34652;19266;
1663594695533;46768461;104114;86048;123708;22558;37210;20748;
1663594695549;46772025;104298;84498;125268;22558;36874;20514;
1663594695564;46772343;105599;87872;126750;22548;36856;20436;
1663594695580;46836531;26177860;27111060;15187302;92918;114380;146484;
1663594695596;46687496;103707;83304;128934;21213;28400;22932;
1663594695611;46768725;96695;93441;132366;46548;83681;95706;
1663594695627;49524969;162062;6834955;3871686;173055;2755374;1531374;
1663594695658;89593032;1185488;49702768;27824160;24976291;37867885;21050484;
1663594695674;46723655;104165;87039;131118;23219;35052;28626;
1663594695689;46769089;104020;84900;130104;91968;80136;55224;
1663594695705;46777347;104358;85017;133224;22544;36702;20436;
1663594695721;46780447;105560;115998;142740;22544;36749;20358;
1663594695736;46750813;104900;87254;122850;22589;36790;20436;
1663594695752;46775717;96302;92284;127530;40923;82975;93756;
1663594695768;46772408;111093;96140;131118;21203;30542;16926;
1663594695783;46766377;107305;97169;137904;36891;65374;113334;
1663594695799;46767421;96160;91944;125970;36808;84153;92586;
1663594695814;46766300;102519;80224;122148;21207;34275;19032;
1663594695830;46771167;105593;90322;125502;22544;39245;21762;
1663594695846;46765793;104873;85564;120666;22544;37103;20592;
1663594695861;46792181;97760;96889;142428;45814;86488;100620;
1663594695877;46758120;105388;99188;130494;21216;30126;16692;
1663594695893;57516389;1183456;53574537;29951376;837832;14213245;7907796;
1663594695924;82818904;146949;2468006;1638468;21207;29914;20124;
1663594695939;46750703;104032;87305;119808;22655;38254;21216;
1663594695955;46794561;105654;86998;142662;22544;37517;20826;
1663594695971;46748805;104242;85213;120666;22558;36433;20280;
1663594695986;46786607;104178;84030;136656;22544;36394;20280;
1663594696002;46770385;104171;84017;136734;22548;36231;20124;
1663594696018;46760817;104313;83440;126516;22544;36399;20124;
1663594696033;46790913;114242;125457;146172;22544;36489;20202;
1663594696049;46752097;106983;97290;156468;36947;55635;92040;
1663594696064;46766117;104948;84474;122772;22558;36730;20436;
1663594696080;46781081;103387;83268;133770;22550;36408;20280;
1663594696096;46773425;58310;114113;137670;97775;101662;99918;
1663594696111;46761914;95302;89765;126672;45230;80348;93444;
1663594696127;46767347;96969;91968;124800;39427;64939;73164;
1663594696143;46777153;96844;97921;131040;37919;91643;98592;
1663594696158;46753036;644085;651271;438594;33145;47792;26676;
1663594696174;46776533;113820;95776;128934;22591;36894;20514;
1663594696189;46770579;99547;110518;159276;53172;112723;164034;
1663594696205;46759001;104623;86720;128232;22666;43831;24336;
1663594696221;46800911;69591;132288;167310;101748;122239;133068;
1663594696236;46739860;132251;149758;160758;62098;118491;130026;
1663594696252;46765863;104649;84543;121992;22683;37227;20670;
1663594696268;46775239;104231;83418;126282;22544;36690;20358;
1663594696283;46782001;105970;85696;137514;22548;36607;20358;
1663594696299;46754117;104274;84624;121134;22544;36161;20202;
1663594696314;46776865;113168;95604;126750;22544;36118;20124;
1663594696330;46763931;118427;102949;185796;22544;36234;20124;
1663594696346;46771695;105527;85412;120042;22589;36328;20202;
1663594696366;59510127;252680;22707285;12729210;73812;90078;121290;
1663594696381;46728140;444923;20852633;11849604;197786;4668141;2606838;
1663594696397;46741527;128455;2418532;1500252;23000;36108;24492;
1663594696412;46782119;104362;83711;131976;22683;36568;20280;
1663594696428;46770489;107389;88429;131040;22555;36766;20436;
1663594696444;46768549;113119;92920;129012;22544;36377;20202;
1663594696459;46777447;70868;134031;199056;95208;107979;101088;
1663594696475;46673578;125827264;83970740;46672548;125831662;83969443;46671846;
1663594696490;46778860;126173066;84162215;46778862;126195531;84161530;46778472;
1663594696506;46775032;126129220;84160064;46777458;126171695;84160844;46777848;
1663594696522;46759844;126121065;84127731;46759752;126149412;84127091;46759440;
1663594696537;46768802;126154226;84143526;46768566;126175939;84142980;46768332;
1663594696553;46763980;126157915;84135295;46763964;126161432;84134752;46763574;
1663594696569;46769362;126172484;84144843;46769112;126177727;84144190;46768800;
1663594696584;46776666;126176286;84157780;46776522;126186140;84156997;46776132;
1663594696600;46770496;126107639;84153669;46774104;126170166;84150046;46772076;
1663594696615;46770110;106922651;84142503;46768176;125932084;84141798;46767708;
1663594696631;46768934;93771168;84144024;46769112;105152796;84143244;46768644;
1663594696647;46774448;122401732;84153691;46774182;124745544;84153018;46773870;
1663594696662;46757856;126150244;84123727;46757724;126117711;84122460;46757022;
1663594696678;46776800;125960334;84157855;46776678;107061413;84158212;46776912;
1663594696694;46768528;126164034;84142867;46768410;126170553;84142197;46768020;
1663594696709;46770014;126173504;84145342;46769736;126179823;84145178;46769658;
1663594696725;46783440;126174617;84170260;46783386;126209137;84169694;46783074;
1663594696740;46756020;126128374;84120183;46755852;126143243;84119674;46755540;
1663594696756;46768976;126174850;84144054;46768956;126174939;84143369;46768488;
1663594696772;46769878;126180284;84146264;46769814;126184064;84145651;46769502;
1663594696787;46776078;126169152;84156574;46775820;126194018;84156099;46775586;
1663594696803;46760708;126147320;84129368;46760688;126137933;84129230;46760688;
1663594696819;46772256;126179050;84149930;46772232;126177015;84149338;46771920;
1663594696834;46770526;126178833;84146676;46770282;126179956;84146050;46769892;
1663594696850;46769578;126168679;84145016;46769346;126173943;84144501;46769112;
1663594696865;46778520;126171959;84161072;46778472;126198525;84160427;46778082;
1663594696881;47047578;78655593;84650646;47050614;90169420;84646611;47048430;
1663594696897;46489378;74236774;83194861;46241208;95064331;83639737;46488390;
1663594696912;46770492;126166402;84146631;46770360;126175931;84146184;46770126;
1663594696928;46769110;126169202;84144499;46769190;126174089;84143754;46768800;
1663594696944;47004862;126182690;84568719;47004828;126285515;84568489;47004672;
1663594696959;46533992;125541304;83721320;46533942;125547156;83720731;46533630;
1663594696975;46770174;126179257;84146670;46770282;126183746;84146099;46769892;
1663594696990;46768962;126167039;84143604;46768722;126171670;84143086;46768488;
1663594697006;46776026;126179605;84156578;46775898;126185235;84156073;46775664;
1663594697022;46774324;126147990;84157180;46776522;126183424;84156653;46776210;
1663594697037;46756756;126139249;84122152;46756866;126138746;84121969;46756788;
1663594697053;46770528;126178465;84147323;46770828;126185837;84147095;46770672;
1663594697069;46767336;126161459;84141054;46767318;126170657;84140193;46766772;
1663594697084;46769894;126169741;84146149;46769892;126170567;84145611;46769502;
1663594697100;46768640;126165147;84143926;46768800;126174790;84143224;46768410;
1663594697115;46778040;126145287;84166531;46781280;126199950;84163017;46779330;
1663594697131;46768794;126160975;84136641;46764822;126169390;84140279;46766850;
1663594697147;46784016;126185907;84171568;46784166;126189582;84171476;46784088;
1663594697162;46757024;126124604;84122977;46757022;126134225;84122493;46756710;
1663594697178;46768694;126173616;84143004;46768644;126178352;84142265;46768332;
1663594697194;46769840;126173886;84145852;46769814;126145644;84145716;46769736;
1663594697209;46773654;126163059;84152154;46773480;126177925;84151577;46773168;
1663594697225;46763160;126157604;84133095;46762950;126151710;84132429;46762560;
1663594697240;46775866;126169189;84155933;46775664;126188839;84155482;46775430;
1663594697256;46769006;126147996;84143684;46768878;126158743;84143588;46768800;
1663594697272;46765232;126162235;84137069;46765212;126160342;84136577;46764978;
1663594697287;46774122;126181370;84152889;46773948;126188524;84152513;46773714;
1663594697303;46771376;126145404;84148050;46771452;126176183;84147859;46771374;
1663594697319;46763728;126153706;84134570;46763652;126153946;84133853;46763262;
1663594697334;46775914;126164980;84156404;46775898;126190527;84155920;46775586;
1663594697350;46763964;126158057;84134742;46763808;126157024;84134304;46763574;
1663594697365;49601870;122424090;89241471;49602150;124812190;89241441;49602228;
1663594697386;59401009;45777934;106869123;59400198;103377318;106872718;59402148;
1663594697402;46765324;126155405;84137024;46765212;126134614;84137246;46765368;
1663594697417;46775448;126182165;84155746;46775430;126190780;84155289;46775118;
1663594697433;46762848;126142217;84132713;46762872;126151620;84132197;46762560;
1663594697449;46769634;126177759;84144792;46769502;126179105;84144372;46769268;
1663594697464;46778660;126183438;84165812;46780968;126197822;84165526;46780890;
1663594697480;46839832;25790389;17375823;9734400;1494822;1436959;798642;
1663594697496;46757139;105658;90940;125424;23039;38887;21606;
1663594697511;46779993;98827;100391;134160;47515;91946;103038;
1663594697527;46761981;104106;84361;123630;22603;37383;20748;
1663594697542;46767503;104020;83434;120042;22550;37051;20592;
1663594697558;46783311;112940;100403;132522;22558;36830;20514;
1663594697574;46759313;118451;104159;196872;22603;36829;20436;
1663594697589;46789419;69365;130768;147810;101765;118118;112710;
1663594697605;49554046;232023;7762288;4404582;199415;3919506;2237898;
1663594697636;90223096;29220754;75393375;42360552;679056;10180309;5661006;
1663594697652;46740039;103354;90570;131508;23129;41017;22776;
1663594697667;46784675;96092;95892;144222;43346;86723;111228;
1663594697683;46766464;106970;98549;160368;26063398;26936175;14974830;
1663594697699;46752769;112552;109310;154128;22951;34512;28080;
1663594697714;46748051;101997;109284;139386;59061;115849;173082;
1663594697730;46758388;142841;254562;220740;28083;44353;24648;
1663594697746;46761501;104233;85409;118794;22589;37249;20748;
1663594697761;46781003;96638;93686;129480;45668;85596;96252;
1663594697777;46780997;106271;113236;138684;22499;36349;20280;
1663594697792;46759601;97789;98703;127452;39728;89145;90870;
1663594697808;46773164;751730;981029;617604;69005;152801;84864;
1663594697824;46779627;105911;104030;159510;22634;42591;23634;
1663594697839;46756651;113001;114776;144066;22593;38437;21294;
1663594697855;47505711;216229;7089693;4119648;163541;4034793;2256618;
1663594697871;51718091;1085625;47686588;26583024;663952;10069111;5602272;
1663594697902;87294874;146241;2429908;1569828;21211;33984;22854;
1663594697917;46776819;96858;96584;131118;43609;90395;96018;
1663594697933;46776066;106427;117031;137358;21197;31217;17316;
1663594697949;46760159;103365;86172;129090;22589;38346;21294;
1663594697964;46760895;103236;83422;118482;22556;37095;20670;
1663594697980;46792637;106271;120076;141258;51798;91885;51090;
1663594697995;46742728;160580;217032;268554;41231;79322;119496;
1663594698011;46798537;103544;85913;153426;22639;36943;20514;
1663594698027;46738311;103395;83658;120354;22544;36240;20202;
1663594698042;46771469;104922;86782;120978;22544;36778;20514;
1663594698058;46771389;103618;84639;121368;22558;36867;20514;
1663594698074;46768995;103411;82539;118248;22544;36507;20436;
1663594698089;46786079;106289;100150;133302;22544;36900;20514;
1663594698105;46984999;219700;11466067;6507852;237175;4750815;2668536;
1663594698136;91673522;306992;12086603;7024290;71445;250391;184080;
1663594698152;46758285;98394;97327;138372;39216;95145;102102;
1663594698167;46758052;249251;251790;217776;49957;77977;82914;
1663594698183;46777885;105335;87070;136968;22589;36930;20514;
1663594698199;46752685;104278;83275;118326;22544;36612;20358;
1663594698214;46773607;106250;89066;121134;22558;36591;20358;
1663594698230;46772495;105423;87000;123630;22546;36679;20436;
1663594698245;46769601;104922;84246;121290;22544;36605;20280;
1663594698261;46777239;114454;93063;128232;22544;36163;20124;
1663594698277;46762451;118778;100209;182598;22558;36874;20514;
1663594698292;46783529;104261;83378;132834;22603;36733;20514;
1663594698308;46758017;104113;83595;119886;22544;36734;20358;
1663594698324;46796101;104427;86195;145704;22544;35986;19968;
1663594698339;46743855;104256;83908;119262;22549;36635;20358;
1663594698355;46778499;104409;84406;126984;22544;37794;21060;
1663594698370;46768893;105856;85678;124956;22544;36540;20358;
1663594698386;46779245;104884;84898;132834;22544;36205;20046;
1663594698406;59514737;261488;22721121;12733266;73306;91390;94848;
1663594698422;46704754;135756;119538;199992;35631;48106;36660;
1663594698437;46776855;104238;83653;125502;22589;36608;20280;
1663594698453;46767331;104144;83699;121134;22544;36282;20124;
1663594698468;46774991;95954;90675;125502;43428;89531;98982;
1663594698484;46745446;35939545;35050888;19481514;73338624;64517607;35860188;
1663594698500;46717958;48097246;43408612;24127428;63917245;56609874;31464108;
1663594698515;46740912;22259078;19070057;10716888;152705997;70702566;39298350;
1663594698531;46771374;78365784;58003622;32463054;32278318;27065580;15046746;
