# SYSTEM INFORMATION FOLLOWS
# emon db : unknown
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 16
# num_logic_processor_per_core : 2
# device core : num_events 3, num_unit 1
# tsc_freq : 2995.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;
;;core;;;;;;
epoch;timestamp;CPU0;;;CPU1;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;
1663594639556;46765335;104233;83648;123942;22563;36698;20358;
1663594639572;46777679;104339;82597;130494;22544;36294;20202;
1663594639587;46765957;113329;93250;125346;22544;36419;20202;
1663594639603;46768079;118649;98528;177060;22987;37557;20826;
1663594639619;46779307;106946;86454;130182;22544;36275;20202;
1663594639634;46761335;104164;82827;120510;22544;36639;20358;
1663594639650;46798235;66545;132784;158418;101344;112956;113490;
1663594639666;46740542;103485;82878;122694;21211;30629;17082;
1663594639681;46785977;104806;84136;138294;22544;36794;20436;
1663594639697;46761995;98813;96893;129636;47517;88433;98514;
1663594639712;46762121;104489;83881;119496;22501;36579;20280;
1663594639728;46789743;114549;93533;138840;22544;37572;20904;
1663594639744;46756329;118479;98231;177606;22544;36563;20280;
1663594639759;46770933;104310;83708;124566;22548;36754;20514;
1663594639775;46772915;104153;82133;126360;22544;36687;20436;
1663594639791;46769617;96125;93768;125814;121701;126886;119106;
1663594639806;46773537;111168;106797;138606;45532;89171;66300;
1663594639822;46756072;216597;341910;265902;99978;265599;147654;
1663594639837;46764815;106332;92218;125268;22693;41763;23166;
1663594639853;46767647;104030;84848;122538;22548;39022;21762;
1663594639869;46786151;106465;115325;138528;45513;91166;50700;
1663594639884;46747324;152382;194786;245934;25118;49990;27846;
1663594639900;46772805;104157;84077;128232;22603;37260;20748;
1663594639916;46770637;96909;96497;129012;68289;91530;96252;
1663594639931;46752628;127388;111147;136188;33463;47492;26364;
1663594639947;46770667;105810;85064;120744;22589;36816;20436;
1663594639962;46768785;104285;84291;118248;22546;36738;20280;
1663594639978;46775515;104171;82881;122226;22544;36471;20280;
1663594639994;46770419;104964;84133;121758;22544;36540;20358;
1663594640009;46786815;112939;93084;137826;22544;36445;20280;
1663594640025;46762735;115173;118234;185250;43140;92026;85722;
1663594640041;46757932;182566;259290;219024;80041;179309;99762;
1663594640056;46770945;105926;85746;120978;22634;36627;20358;
1663594640072;46770707;104200;83733;120822;22544;36486;20358;
1663594640087;46776655;104151;83286;125892;22558;36566;20280;
1663594640103;46779785;104336;83140;133926;22544;36209;20124;
1663594640119;46756743;104126;82811;119418;22544;36093;20046;
1663594640134;46776959;104249;83685;125736;22544;36719;20436;
1663594640150;46768799;113490;90954;122928;22544;36730;20436;
1663594640166;46789167;81091;140986;202410;98935;110228;98826;
1663594640181;46753922;103617;84265;120276;21219;31366;17394;
1663594640197;46768645;104134;83815;118404;22544;36420;20202;
1663594640212;46781215;104224;83541;128154;22546;36684;20358;
1663594640228;46769673;104344;83839;127062;22544;36888;20436;
1663594640244;46782445;104128;83304;137982;22544;36373;20124;
1663594640259;46753201;104970;84181;120276;22550;36740;20436;
1663594640279;59539303;266394;22740702;12757602;101561;122298;150072;
1663594640295;46695458;121771;109070;217620;29289;41312;33852;
1663594640310;46767505;73434;117584;149604;100264;108300;115050;
1663594640326;46753498;184887;228578;263952;38277;57678;32136;
1663594640342;46766049;104319;86634;124254;22589;37876;20982;
1663594640357;46768535;104148;82461;120978;22544;36552;20280;
1663594640373;46784675;104215;84967;134550;22544;36331;20202;
1663594640388;46776965;80470;118545;142740;98802;105276;102648;
1663594640404;46788684;26256347;26968163;15088710;39558;58435;99450;
1663594640420;46735867;112919;94098;135174;22865;34336;28002;
1663594640435;46765775;118328;101596;194610;22568;35479;23946;
1663594640451;46778569;104044;83231;135018;22593;36474;20280;
1663594640467;46767053;95877;93295;131508;57731;85165;100542;
1663594640482;46782324;107790;97080;162708;26248402;26910434;14960400;
1663594640498;46756805;105727;82929;159588;22960;34139;27768;
1663594640513;46951943;1109154;457712;342810;33404;80382;48906;
1663594640529;46562690;3003881;1420646;873834;48725;100810;107250;
1663594640545;46753091;104166;85108;127296;22769;38155;21138;
1663594640560;46772015;112742;98756;128310;22558;37049;20592;
1663594640576;46772793;118752;101942;199602;22550;36835;20514;
1663594640592;46764959;104187;82721;123786;22589;36907;20514;
1663594640607;46770591;107646;89691;123084;22544;36743;20358;
1663594640623;46776385;104847;84092;128310;22544;36429;20280;
1663594640638;46761201;104149;83990;118404;22554;36492;20358;
1663594640654;46775705;104174;83564;123006;22544;36719;20358;
1663594640670;46783613;65705;125209;143754;101200;111373;104442;
1663594640685;46755252;103515;83386;125892;21202;30462;16926;
1663594640701;46788505;107832;107803;145080;46016;91906;85098;
1663594640717;46742490;119267;97812;174486;21323;29750;16458;
1663594640732;46790281;104774;87136;138372;22544;36740;20436;
1663594640748;46762529;104328;83490;130416;22550;37095;20592;
1663594640763;46760453;104319;83529;119808;22550;36415;20202;
1663594640779;46774965;104718;82507;123786;22544;36347;20202;
1663594640795;46780261;104304;84299;133302;22548;36643;20358;
1663594640810;46757325;104123;83332;119106;92759;85550;47580;
1663594640826;46780219;97998;96962;129090;40893;85894;89310;
1663594640842;46759910;116395;105070;135408;26676;48943;27144;
1663594640857;46762179;118506;98152;174018;22589;36335;20202;
1663594640873;46772347;104160;82893;119808;22544;37046;20670;
1663594640888;46778085;104143;82668;126672;22544;36405;20358;
1663594640904;46763427;104124;82601;118872;22548;36257;20124;
1663594640920;46778695;96939;94410;126906;48563;93170;97812;
1663594640935;46756783;106445;86369;124566;22499;36669;20436;
1663594640951;46770669;105376;86212;124488;22544;36861;20436;
1663594640967;46780033;104217;83231;133536;22552;36952;20514;
1663594640982;46761599;112834;89758;124020;22544;36500;20358;
1663594640998;46768571;118438;96802;174954;22544;36822;20358;
1663594641013;46768427;104555;84659;120120;22558;37096;20592;
1663594641029;46779293;95835;92387;127998;37211;84868;98124;
1663594641045;46755584;112003;117206;139152;23700;45137;24960;
1663594641060;46772383;104076;83316;122616;22593;36852;20514;
1663594641076;46775601;104188;83430;126672;22550;36298;20202;
1663594641092;46768687;104687;84844;124176;22544;35971;20124;
1663594641107;46768137;104060;83221;121368;22544;36022;20046;
1663594641123;46775821;112967;89310;126282;22549;36590;20358;
1663594641138;46764627;118484;97562;172224;22544;36886;20592;
1663594641154;46776361;105712;83905;125424;22544;36417;20202;
1663594641170;46766465;103998;82803;121290;22558;36541;20358;
1663594641185;46801491;70900;111138;151008;95162;105655;120042;
1663594641201;46742956;105553;83841;127374;21211;29361;16380;
1663594641217;46767335;104086;83008;124566;22560;36545;20202;
1663594641232;46766843;104196;83506;120120;22544;36785;20436;
1663594641248;46770003;104934;84151;119418;22548;37196;20592;
1663594641263;46776299;114376;92011;124488;22544;36496;20280;
1663594641279;46764963;119237;98726;170976;22544;36683;20358;
1663594641299;59520219;269296;22747361;12747462;120364;139713;152022;
1663594641314;46727812;110555;81257;144612;19907;27799;22386;
1663594641330;46753555;104198;82605;129168;22550;35188;23712;
1663594641346;46764413;104193;82950;118482;22544;36367;20280;
1663594641361;46773077;104641;83860;120198;22548;36038;20124;
1663594641377;46773989;105842;86547;122616;22544;36569;20280;
1663594641393;46787207;112837;91937;138684;22558;36530;20280;
1663594641408;46758313;119957;98251;177918;22544;36737;20436;
1663594641424;46803811;26323483;27021623;15127242;20279;30315;18252;
1663594641439;46733535;104225;81090;134784;22864;34079;26988;
1663594641455;46767069;104228;84040;123474;22544;36543;20358;
1663594641471;46774841;104164;83013;126828;22546;36447;20280;
1663594641486;46772225;97462;94839;129168;59369;86374;98514;
1663594641502;46781882;107823;96425;159432;26241547;26902855;14956188;
1663594641518;46740745;98968;89942;139308;40431;81906;105924;
1663594641533;46792886;482415;800295;525486;256256;1217204;676494;
1663594641549;46753611;118745;109384;221676;22775;40110;22308;
1663594641564;46759333;104912;84611;126516;22589;36804;20436;
1663594641580;46767209;104181;84219;122694;22544;36612;20436;
1663594641596;46770505;105822;85266;121680;22544;36309;20280;
1663594641611;46775581;104093;84178;126126;22544;36142;20202;
1663594641627;46792163;104334;83594;147108;22558;36327;20202;
1663594641643;46745595;104149;82196;121602;22544;36282;20124;
1663594641658;46775973;104112;83609;126438;22544;36518;20280;
1663594641674;46801675;77644;138458;159588;99265;117069;89544;
1663594641689;46768596;140616;244780;356226;109125;139595;133146;
1663594641705;46747904;99860;98009;128622;44537;84419;89388;
1663594641721;46769860;103885;82369;130572;21193;29527;16458;
1663594641736;46757867;104200;85551;120120;22558;37182;20670;
1663594641752;46770905;104420;84294;119262;22549;36520;20202;
1663594641768;46772947;104413;84495;121056;22544;36648;20436;
1663594641783;46769823;104528;83264;119886;22544;36413;20202;
1663594641799;46779199;106404;86839;127920;22544;36076;20046;
1663594641814;46770717;114680;95473;127842;22544;36973;20592;
1663594641830;46766707;111403;108524;181272;40385;67926;73710;
1663594641846;46794687;104284;85430;147966;92795;78083;43446;
1663594641861;46746055;105315;84870;122616;22544;36636;20436;
1663594641877;46785863;106088;85089;137280;22544;36295;20202;
1663594641893;46947939;107732;423993;314106;22554;36904;20436;
1663594641908;46586027;104303;83157;129012;22589;36338;20202;
1663594641924;46774545;98394;95044;133302;47624;86086;95628;
1663594641939;46749702;108019;96580;130416;24536;38427;21372;
1663594641955;46777065;112916;90705;129636;22544;36576;20358;
1663594641971;46763671;118466;98802;178152;22560;36209;20124;
1663594641986;46770079;104308;83568;121290;22544;36399;20202;
1663594642002;46772983;104121;82560;122694;22544;36820;20436;
1663594642018;46767847;104290;83225;120042;22544;36409;20202;
1663594642033;46782533;98745;91699;131196;40987;63413;80886;
1663594642049;46759447;104112;83443;119886;22499;36682;20436;
1663594642064;46782655;104161;83772;131664;22549;36634;20202;
1663594642080;46762499;104041;83403;122850;22558;36519;20358;
1663594642096;46777939;112956;90967;129558;22544;36156;20046;
1663594642111;46764883;118487;97203;176592;22558;36461;20280;
1663594642127;46770235;104120;83328;122304;22550;36365;20202;
1663594642143;46774301;105701;84623;125502;22544;36379;20202;
1663594642158;46772143;95881;87586;126204;40354;63339;87750;
1663594642174;46769075;104121;83278;124176;22499;36682;20436;
1663594642189;46772247;104584;83337;125034;22558;36373;20280;
1663594642205;46793001;71116;108023;144690;95192;104476;113100;
1663594642221;46753754;103143;80795;132522;21202;29141;16146;
1663594642236;46769369;112679;91290;131898;22544;36557;20358;
1663594642252;46765503;120075;98704;179166;22550;36274;20202;
1663594642268;46767851;104261;83226;122538;22558;36615;20358;
1663594642283;46778627;104011;82958;129792;22544;36407;20124;
1663594642299;46766663;104810;84438;125424;22544;36346;20202;
1663594642319;59518353;264003;22745453;12745902;120390;133015;149214;
1663594642334;46735612;97939;96681;154596;61860;93155;126048;
1663594642350;46762931;104667;84911;146484;22558;34887;23634;
1663594642365;46752517;114281;91292;123552;22550;35831;19968;
1663594642381;46766609;119260;100838;176046;22549;36603;20358;
1663594642397;46780541;106160;86669;128466;22589;36461;20280;
1663594642412;46763331;104087;82551;120744;22550;36734;20514;
1663594642428;46771875;104855;83148;120978;22548;36392;20202;
1663594642444;46809591;26326015;27022532;15128958;20276;30092;18096;
1663594642459;46744633;104244;81658;148356;22865;34143;27768;
1663594642475;46751165;100999;97396;128934;41003;73663;73320;
1663594642490;46769109;104046;82954;123396;22544;36754;20436;
1663594642506;46776661;105660;102555;129168;46389;85960;67782;
1663594642522;46789136;6288165;5474081;3140826;25239873;27052098;15040194;
1663594642537;46718941;104229;88502;132522;23129;37001;26676;
1663594642553;46767961;104209;85213;121524;22544;36907;20592;
1663594642569;46791849;104095;85146;142974;22544;36796;20514;
1663594642584;46765769;105695;85526;137982;22544;36980;20514;
1663594642600;46753021;104224;84246;120120;22544;36971;20592;
1663594642615;46772999;104219;84571;122148;22544;36393;20202;
1663594642631;46767971;104151;83303;118950;22544;36409;20358;
1663594642647;46792827;112932;95989;140322;22544;36211;20202;
1663594642662;46755623;119090;99353;181350;22550;36483;20358;
1663594642678;46764763;104272;82803;118560;22544;36714;20436;
1663594642694;46772645;105796;84188;120588;22549;36330;20202;
1663594642709;46792337;65379;123233;145626;99043;108248;101478;
1663594642725;46762754;103175;86938;130026;20220;31426;17472;
1663594642740;46761477;104197;84320;119964;22973;37948;21060;
1663594642756;46789507;104332;85396;139932;22558;36529;20280;
1663594642772;46757741;104393;83587;126048;22544;36222;20124;
1663594642787;46770769;112970;90198;125580;22544;36578;20280;
1663594642803;46774925;112770;108324;184938;46237;83503;90012;
1663594642819;46763456;113335;114269;137826;33064;64198;35646;
1663594642834;46775037;104105;82955;126594;22589;36744;20436;
1663594642850;46762105;104299;82572;117312;22544;36227;20124;
1663594642865;46771357;104139;83742;118014;91372;79479;44070;
1663594642881;46782007;97836;94993;128622;43078;79493;83694;
1663594642897;46762197;104238;83648;120978;22499;36294;20202;
1663594642912;46773191;105747;84191;122538;22544;36581;20358;
1663594642928;46789193;109097;109619;141180;61839;92732;77766;
1663594642944;46754588;332595;416275;445614;176839;292486;242736;
1663594642959;46776529;96089;94298;130884;38230;87095;100932;
1663594642975;46763788;284422;406262;307164;159804;516673;287196;
1663594642990;46761803;106142;88903;124878;22724;37851;21060;
1663594643006;46765095;104256;83480;118170;22563;36711;20358;
1663594643022;46775681;105650;85590;123084;22550;36625;20358;
1663594643037;46788627;71018;125526;142662;99272;113948;107484;
1663594643053;46761792;162537;187701;246246;30058;62444;34554;
1663594643069;46782269;113315;108463;135642;22593;36498;20280;
1663594643084;46764473;111229;116138;203112;41441;86593;88452;
1663594643100;46752834;177696;182827;177840;38056;93859;52338;
1663594643115;46772827;104290;84484;124956;22593;37588;20826;
1663594643131;46776393;98059;94703;131352;42229;85234;90402;
1663594643147;46750438;103568;84017;120978;21220;34646;19266;
1663594643162;46767607;104033;84093;120744;22548;39855;22152;
1663594643178;46769739;104007;82926;120198;22548;37763;21060;
1663594643194;46771333;104178;82329;120510;22558;36505;20280;
1663594643209;46773471;112745;91929;123240;22544;36738;20436;
1663594643225;46782825;80203;148598;205608;101200;114714;105846;
1663594643240;46755346;106070;84820;125112;21202;30207;16692;
1663594643256;46766837;103926;84256;122928;22544;36781;20514;
1663594643272;46770879;104155;83940;122694;22544;36515;20280;
1663594643287;46765783;104818;83393;118794;22544;36535;20358;
1663594643303;46793637;104008;84902;141804;22544;37033;20670;
1663594643319;46753707;104787;83435;124410;22553;36368;20202;
1663594643338;59542659;268568;22757455;12762906;117687;133162;157482;
1663594643354;46733696;124588;102335;219414;33849;39769;32448;
1663594643370;46738709;103987;81845;128310;22589;35812;24336;
1663594643385;46779531;63955;125251;141648;101423;111867;106314;
1663594643401;46760594;110316;96899;128388;116483;205432;114114;
1663594643416;46765505;104029;83871;119184;22679;41113;22854;
1663594643432;46777325;103983;83157;126126;22544;38552;21528;
1663594643448;46769643;105314;85319;125112;22544;37583;20904;
1663594643463;46819873;26302388;27066252;15145494;95965;105146;129948;
1663594643479;46717846;112296;87858;140400;21220;28580;23088;
1663594643495;46755253;118420;98803;190320;22544;35444;24024;
1663594643510;46772895;103979;83746;127140;22544;36621;20436;
1663594643526;46766465;95582;92144;123708;54198;85141;94614;
1663594643541;46799114;107730;96529;171912;26044693;26915299;14963052;
1663594643557;46732483;104032;81661;145392;22949;34063;27690;
1663594643573;46749559;105597;83188;125892;22544;35041;23790;
1663594643588;46773175;105967;86375;124020;22973;37378;20748;
1663594643604;46765565;104541;83645;118170;22544;36323;20202;
1663594643620;46778285;112866;90104;125034;22544;36401;20202;
1663594643635;46773679;118480;99103;185016;22549;36512;20358;
1663594643651;46770309;104153;83088;127218;22544;36300;20202;
1663594643666;46769705;104090;83176;125736;22544;36352;20202;
1663594643682;46774761;106897;84934;129558;22544;36744;20358;
1663594643698;46768537;98638;94838;127764;40822;84220;87828;
1663594643713;46761462;97844;95063;125814;44761;86097;93912;
1663594643729;46781614;70350;117966;141336;94504;100453;102492;
1663594643745;46747950;103234;81291;122538;21181;29256;16224;
1663594643760;46771989;113771;95582;125814;22544;40610;22620;
1663594643776;46766923;118374;100132;183534;22544;37586;20904;
1663594643791;46771247;105892;85223;122694;22589;37212;20748;
1663594643807;46768971;103984;84384;120744;22544;36512;20280;
1663594643823;46771615;104024;83908;121056;22544;36533;20358;
1663594643838;46777947;104000;82187;127608;22544;36396;20202;
1663594643854;46770153;105121;84824;126672;22544;36225;20202;
1663594643870;46768157;96441;94770;124644;50817;87895;94302;
1663594643885;46770307;103974;83228;123084;22509;36571;20358;
1663594643901;46782035;114444;93446;134628;92744;86085;47814;
1663594643916;46754411;118954;98251;172848;22544;36613;20358;
1663594643932;46781823;96722;94869;132054;48563;91714;101868;
1663594643948;46745118;115594;86625;120432;21219;31487;17472;
1663594643963;46788421;60081;101535;131742;98017;103724;105378;
1663594643979;46758708;103397;80568;127608;21211;28937;15990;
1663594643995;46764031;104196;83446;122460;22558;36340;20124;
1663594644010;46771877;105786;84441;122850;22544;36381;20280;
1663594644026;46771323;104279;84146;123396;22973;37083;20670;
1663594644041;46772069;112854;90700;124254;22544;36859;20592;
1663594644057;46767849;118591;99020;175656;22544;36300;20202;
1663594644073;46770777;105271;84685;121680;22544;36857;20514;
1663594644088;46772409;104205;83192;121680;22550;36312;20280;
1663594644104;46772517;104169;82358;122694;22544;36413;20280;
1663594644120;46783333;106172;84664;134862;22544;36493;20280;
1663594644135;46756261;104467;83583;121056;22544;36330;20280;
1663594644151;46773973;104314;83112;123552;22548;36756;20358;
1663594644166;46767835;104339;83421;119964;22558;36117;20046;
1663594644182;46777843;114876;91212;126204;22554;36517;20280;
1663594644198;46773537;118561;97496;180960;22544;36331;20202;
1663594644213;46766613;104100;83946;124254;22544;36437;20280;
1663594644229;46765629;106301;84961;118716;22550;36456;20280;
1663594644245;46792621;71115;106426;137436;95195;103777;107796;
1663594644260;46757306;103473;80824;129792;21216;29487;16380;
1663594644276;46766757;104123;83465;127452;22544;36568;20202;
1663594644291;46764525;104251;83312;121368;22544;36567;20358;
1663594644307;46772345;104279;82399;122070;22544;37074;20592;
1663594644323;46784249;107250;103725;135642;38262;87962;70590;
1663594644338;46776972;105305;219924;258570;152283;225774;172380;
1663594644358;59471732;251809;22646660;12693798;124717;156153;158574;
1663594644374;46718236;104309;102476;140946;59285;85218;99372;
1663594644389;46756630;230448;333463;306072;309182;426962;412308;
1663594644405;46777579;82977;128597;150618;100321;120621;118014;
1663594644421;46742242;168809;178160;171912;34330;59525;33150;
1663594644436;46779167;104090;85286;131040;23024;37557;20904;
1663594644452;46783225;114471;111512;143130;22544;37128;20748;
1663594644467;46790891;83489;146365;179712;100628;110913;129324;
1663594644483;46765332;26170804;27044410;15145104;71931;165694;93600;
1663594644499;46743525;104240;82129;152490;22908;34064;27768;
1663594644514;46742667;104174;82216;126594;22558;35094;23790;
1663594644530;46766619;104143;82812;118326;22544;36213;20124;
1663594644546;46775311;95718;92773;123942;54624;84877;94068;
1663594644561;46792060;109487;98589;164814;26254865;26916867;14963988;
1663594644577;46738977;104258;81338;143988;22958;34181;27846;
1663594644592;46755953;112873;93969;130416;22558;35099;23790;
1663594644608;46781229;119739;102801;200382;22544;36686;20436;
1663594644624;46782725;104110;84661;148590;22589;36841;20358;
1663594644639;46742947;104328;84478;120276;22544;36053;19890;
1663594644655;46773847;104192;84404;123240;22558;36072;20046;
1663594644671;46797553;105723;86278;150540;22558;36330;20280;
1663594644686;46748297;104159;83870;127608;22544;36384;20280;
1663594644702;46779731;104727;84998;136344;22558;36312;20202;
1663594644717;46773101;98918;97184;139620;49613;89762;109746;
1663594644733;46755767;112824;90978;123552;22546;36796;20436;
1663594644749;46783945;78467;136381;201630;101209;108127;106704;
1663594644764;46755190;105258;86824;126516;21204;30727;17004;
1663594644780;46768371;105625;85974;125034;22544;36776;20514;
1663594644796;46766391;104345;84166;119574;22544;36091;20124;
1663594644811;46780177;104373;83856;128232;22544;36462;20358;
1663594644827;46761549;104254;83986;118326;22558;36441;20280;
1663594644842;46774015;104223;83112;120978;22558;36164;20046;
1663594644858;46774879;104831;84139;124176;22544;36702;20514;
1663594644874;46789681;112978;89477;142896;22544;36242;20124;
1663594644889;46747019;120003;99825;174876;22982;36988;20514;
1663594644905;46775679;104206;83451;123240;22544;36708;20358;
1663594644921;46769293;104250;84184;121446;92749;79604;44148;
1663594644936;46778981;96846;93900;129480;38013;86215;95550;
1663594644952;46757506;108123;97772;130182;24531;38602;21372;
1663594644967;46779311;104277;83357;131196;22544;36440;20358;
1663594644983;46759961;104269;82945;119964;22550;36417;20202;
1663594644999;46783239;106174;86400;132444;22544;36622;20436;
1663594645014;46772499;113619;91634;134238;22558;36517;20280;
1663594645030;46769015;118769;97588;185328;22548;36521;20436;
1663594645046;46762629;104199;83810;124410;22544;36316;20202;
1663594645061;46766197;104494;84138;120432;22554;36794;20436;
1663594645077;46776211;104278;83735;125736;22544;36207;20202;
1663594645092;46767107;104699;83720;121836;22544;36366;20202;
1663594645108;46773359;105913;83891;124410;22544;36454;20280;
1663594645124;46765747;104251;82586;119028;22544;36655;20436;
1663594645139;46771937;104358;83392;119808;22558;36272;20202;
1663594645155;46786793;112971;90254;135486;22554;36633;20358;
1663594645171;46761443;110456;104113;178230;42186;70461;87438;
1663594645186;46765535;104229;82740;120666;22589;36543;20280;
1663594645202;48803991;438400;21773549;12254346;183239;5001104;2780544;
1663594645233;91525129;150538;2401330;1570764;23001;35514;24726;
1663594645249;46770407;104124;82265;127920;22657;35448;24024;
1663594645264;46784109;71154;110383;136032;95157;104455;103740;
1663594645280;46764458;103324;82679;134472;21210;30133;16692;
1663594645296;46778781;112919;91149;143130;22544;36517;20358;
1663594645311;46746645;118722;99739;177918;22544;36438;20280;
1663594645327;46778675;106510;84353;125736;22548;36532;20202;
1663594645342;46764563;104101;82920;119496;22550;36531;20280;
1663594645358;46774511;106803;87343;123006;22544;36574;20358;
1663594645378;59518369;264228;22737608;12746058;120474;136716;154596;
1663594645393;46733386;103274;84223;155454;34419;38132;31122;
1663594645409;46755795;104263;84462;140634;22558;34963;23634;
1663594645425;46762107;113201;93770;127686;22544;36556;20280;
1663594645440;46768517;120182;99776;180336;22544;36680;20436;
1663594645456;46768283;104414;85308;122616;22544;36693;20514;
1663594645472;46770051;104288;84471;121290;22558;36775;20514;
1663594645487;46771469;105507;84424;121446;22544;36509;20358;
1663594645503;46818915;25777144;27019755;15136680;20301;29982;18096;
1663594645518;46737321;104156;81326;149526;22859;34117;27690;
1663594645534;46757961;96951;91866;139386;45810;82700;103818;
1663594645550;46756936;104058;82988;120432;21196;30216;16692;
1663594645565;46776783;104293;100724;128778;54799;85752;71760;
1663594645581;46786736;121446;119063;175812;25879953;26911098;14959074;
1663594645597;46753271;104214;82072;158106;22998;34588;28158;
1663594645612;46734721;104159;81467;123708;22544;34950;23868;
1663594645628;46776393;104275;83929;125580;22544;36616;20280;
1663594645643;46778079;104708;83068;131976;22548;36401;20202;
1663594645659;46765823;105737;85445;127218;22544;36750;20358;
1663594645675;46765971;104096;82855;121680;22544;36280;20046;
1663594645690;46769717;104169;82766;120198;22558;36255;20202;
1663594645706;46779167;113114;90668;129636;22544;36399;20202;
1663594645722;46774147;112916;109951;186420;50262;93659;107250;
1663594645737;46757339;104531;84982;121836;22644;36727;20358;
1663594645753;46772151;104077;83324;122850;22552;36576;20358;
1663594645768;46789553;80231;118900;144066;99280;103375;95004;
1663594645784;46755004;113163;111353;133068;93434;159947;145236;
1663594645800;46778239;98879;94225;126516;41511;68627;72540;
1663594645815;46763311;104104;84016;119652;22499;36400;20202;
1663594645831;46774017;104228;84710;122226;22544;36686;20436;
1663594645847;46778701;114388;98188;129480;22549;36793;20358;
1663594645862;46767835;118460;99341;186498;22544;36425;20202;
1663594645878;46772531;105715;84882;127530;22544;36349;20202;
1663594645893;46764731;104240;83783;121056;22544;36647;20436;
1663594645909;46770583;104160;84354;120432;22558;36861;20436;
1663594645925;46774073;104238;82961;123318;22544;36282;20124;
1663594645940;46773303;96859;93578;126906;108882;147323;128466;
1663594645956;46755199;255021;243615;222144;505161;484568;269256;
1663594645972;46757397;105465;87810;129090;22724;37983;21060;
1663594645987;46777583;114475;93670;135096;22558;36527;20280;
1663594646003;46764919;118460;99374;188682;22546;37021;20514;
1663594646018;46763067;104312;83823;121212;22550;36721;20514;
1663594646034;46774001;104236;83209;123786;22558;36881;20514;
1663594646050;46769679;104224;83709;122694;22544;36579;20280;
1663594646065;46773255;96753;93426;125268;43354;89445;89700;
1663594646081;46784661;98184;96325;141102;39730;87180;105222;
1663594646097;46752528;295781;749018;494286;41101;108979;60450;
1663594646112;46756493;104799;88135;121056;22634;37538;20904;
1663594646128;46779831;113146;98594;128856;22558;37052;20592;
1663594646143;46762487;118640;107284;145938;22544;37087;20670;
1663594646159;46773925;104312;84212;123240;22594;37467;20826;
1663594646175;46773311;104291;83290;125580;22544;36319;20202;
1663594646190;46767977;104449;83969;123318;22550;36552;20280;
1663594646206;46769653;106001;85400;122070;22544;36305;20124;
1663594646222;46777875;104336;84109;128856;22544;36317;20046;
1663594646237;46768869;104451;83492;126672;22544;36237;20124;
1663594646253;46768365;104320;83279;124332;22546;36424;20202;
1663594646268;46776365;113744;91254;130104;22973;37134;20592;
1663594646284;46781169;82985;135546;196170;94963;112435;105534;
1663594646300;46753130;103326;83277;126126;21204;32831;18252;
1663594646315;46771757;106010;86037;127842;22544;36607;20358;
1663594646331;46774893;96840;95178;131976;48186;89578;97344;
1663594646347;46765213;104566;84224;126672;22499;36689;20358;
1663594646362;46767105;104292;83943;123552;22548;36544;20436;
1663594646378;46768361;106247;86946;120978;22544;36385;20280;
1663594646398;59532269;265201;22751634;12752766;117697;129518;146250;
1663594646413;46729516;126177;103490;209118;33865;36971;30186;
1663594646429;46762265;106466;88407;140322;22589;35165;23868;
1663594646444;46753991;104398;84996;118794;22544;36513;20280;
1663594646460;46774797;104165;82657;122304;22558;36007;19968;
1663594646476;46776263;104361;83774;127764;22549;36219;20046;
1663594646491;46765153;104598;84290;121446;22544;35991;19968;
1663594646507;46782981;105180;86134;133692;22546;36354;20124;
1663594646523;46796701;26185126;27021653;15127710;20183;29857;18096;
1663594646538;46733123;114424;90585;135252;22863;34440;27144;
1663594646554;46767053;120802;101772;178620;22558;36638;20358;
1663594646569;46781295;104242;84569;134628;22589;37132;20670;
1663594646585;46759875;95715;92904;123708;57896;84832;93366;
1663594646601;46786462;107958;97075;159354;25629931;26904685;14957202;
1663594646616;46747177;104262;82050;146718;22953;34590;28158;
1663594646632;46751281;104234;81799;128154;22544;35085;23712;
1663594646648;46771257;105883;84688;124488;22550;36386;20280;
1663594646663;46768271;104202;83167;122304;22544;36265;20046;
1663594646679;46778219;112923;90770;129324;22544;36540;20280;
1663594646694;46765069;111213;107571;177840;45935;83833;88608;
1663594646710;46770374;102623;91892;123786;21202;34917;19422;
1663594646726;46777483;98802;103883;136032;50211;103716;110058;
1663594646741;46755617;104662;89046;122304;22640;38369;21294;
1663594646757;46773701;105735;86606;125034;22552;37374;20748;
1663594646773;46767495;104123;83979;121212;22558;36939;20514;
1663594646788;46797163;71060;118298;151008;95167;107142;117000;
1663594646804;46744562;103345;81604;126126;21210;29355;16224;
1663594646819;46778479;104760;104421;135876;37726;86918;69186;
1663594646835;46753826;117654;97487;182676;21213;33724;18798;
1663594646851;46788435;104289;85510;141882;22544;41568;23088;
