1661768458804;37767761;3794270;3348048;4569390;155337;19451562;5156615;38479;260847;0;5243645;54;24;123;54;10;23;93;29;282074;503318;677943;49120;2363358;480926;7155;31980;0;5248814;33;24;109;89;7;24;88;71;
1661768458819;37614628;120946;151832;309834;11159;677298;171453;2829;12871;0;280743;53;19;121;59;13;18;92;24;85559;114679;188685;7783;381372;127280;1621;7027;0;283889;67;28;130;35;16;27;92;15;
1661768458835;37664231;114184;112603;209097;9982;472656;129116;2531;7661;0;237411;70;13;91;78;15;11;62;33;70621;96526;171801;9164;309450;101456;3222;7878;0;228294;69;24;114;56;16;22;80;36;
1661768458851;38904810;1053411;728080;1005354;25739;3822978;1381699;9158;37716;2;1641620;80;23;97;55;17;22;69;31;173196;240628;361872;20738;970056;253913;3957;18475;0;1629006;53;25;141;37;13;24;110;18;
1661768458867;37662786;145488;104720;200655;7452;575688;181207;2025;8096;0;213378;69;21;97;68;13;19;64;32;24747;43627;58779;3925;178818;41159;730;2903;0;229061;48;18;118;71;17;17;93;30;
1661768458882;37678820;100483;99710;188685;8425;440070;130733;2063;7478;0;226282;68;16;99;72;16;14;67;27;69853;76851;138348;7043;263196;98445;1076;3530;0;225717;80;22;115;39;21;20;77;15;
1661768458898;37715832;105793;110408;206703;8913;440994;132093;2435;7844;0;243517;72;14;96;67;17;13;64;26;81307;99959;176967;17174;328014;110084;1739;5408;0;238708;71;22;132;39;15;21;98;19;
1661768458913;37665609;96494;86623;169533;8335;437250;119629;1836;6496;0;202999;66;13;81;95;16;10;53;38;60970;48519;65394;3333;212700;79848;519;1509;0;202425;82;22;113;39;18;19;75;13;
1661768458929;37736961;122023;115015;211176;9788;609690;155951;2665;9881;0;233952;58;14;97;86;13;12;70;40;60693;45618;61425;3331;195276;78622;525;1281;0;233213;88;21;106;41;19;17;66;15;
1661768458945;37681284;116711;126013;230517;10363;614610;160494;2542;9652;0;250054;57;18;104;77;14;16;75;30;69798;69673;136080;6291;248076;96781;1067;2877;0;249526;85;21;111;39;22;19;71;13;
1661768458960;37684543;113575;97314;185535;8678;504954;140459;2215;7831;0;222649;66;12;79;97;15;10;51;42;60961;44367;59724;3206;190170;78406;497;1276;0;221958;91;21;104;40;19;17;64;12;
1661768458976;37683743;96430;84900;172116;8028;430110;120086;1712;6280;0;201216;67;13;80;95;16;10;52;39;60741;44798;60354;3294;190530;77993;488;1311;0;200760;90;19;104;43;19;16;64;13;
1661768458992;37740802;108791;118977;217665;9501;483642;140737;2487;8931;0;258823;67;15;107;60;16;13;75;24;88666;106027;177093;6415;342876;122365;1664;5856;0;258242;76;25;126;36;18;22;88;15;
1661768459007;37662199;102934;96767;183771;8263;442452;128877;2115;7136;0;224991;69;13;91;81;17;11;61;32;70016;69451;130536;5493;245256;95569;1045;2680;0;225419;86;18;111;41;22;16;71;13;
1661768459023;37706750;113977;102441;195174;8793;534834;141278;2379;8734;0;366875;63;12;85;96;14;9;58;43;179292;159066;214263;13625;877542;198902;2203;15868;0;366515;52;27;145;32;8;26;116;16;
1661768459038;37861232;104609;224720;361305;8867;1159728;139731;2213;8215;0;232720;27;7;41;178;6;7;27;162;70509;88848;119637;11604;295824;101499;1184;5103;0;230312;70;26;129;38;17;24;93;18;
1661768459054;37532025;107247;106747;196812;8845;433440;133714;2527;7982;0;246041;74;14;91;70;18;12;59;27;83029;96608;166824;9054;319314;112103;1746;5382;0;240137;74;23;127;41;16;22;91;20;
1661768459070;38028080;159577;144005;250992;9205;599796;192617;3052;10678;0;269942;75;15;111;40;15;14;74;16;44413;127840;186606;15534;349230;85637;2365;9742;1;269991;43;30;162;43;14;29;132;25;
1661768459085;37719919;107213;170276;320040;16641;605598;166218;3515;11881;0;348200;57;22;117;57;17;21;85;22;149026;149731;241416;11897;525048;188744;2795;9900;0;335038;80;23;116;39;16;21;78;17;
1661768459101;37644014;130567;98350;187173;6964;445272;154701;1821;6299;0;200960;81;14;94;66;15;12;65;22;37120;112894;189630;10242;379374;53231;2119;7250;0;219544;31;13;61;152;9;11;47;125;
1661768459117;39178580;2289948;2045198;2808729;22287;11779572;2637531;12018;39667;0;3184315;56;7;21;170;10;7;12;139;150069;152695;239589;11273;478476;180759;2651;10703;0;3176114;88;17;113;36;18;16;80;18;
1661768459133;37648477;132485;94763;185913;6887;449220;161752;1787;6849;0;212198;82;17;99;56;15;15;62;23;33815;69828;133308;7655;234006;59341;1318;4527;0;228683;54;18;115;72;21;16;86;29;
1661768459149;37694684;120205;108791;205191;8631;451026;135978;2488;7774;0;254678;77;15;90;69;17;13;58;25;82373;93774;169407;12714;308862;111139;1423;4968;0;246434;77;22;128;36;17;20;91;15;
1661768459165;38702946;936058;600735;831033;22399;3155424;1236592;8446;31019;2;1471249;87;23;88;58;18;22;57;31;171130;186650;291501;17842;721122;233451;3735;12525;0;1457500;70;21;111;53;17;18;77;24;
1661768459180;37683143;145426;97261;185976;7364;534270;173023;2007;8080;0;207280;75;14;88;78;14;13;56;38;24762;39657;53487;3947;159576;39238;719;2458;0;223613;54;15;103;82;19;13;78;32;
1661768459196;37753329;75378;130000;227934;9538;504300;120428;2500;9688;0;296251;49;18;117;71;15;16;89;30;143286;136414;218673;11595;522522;182452;2503;9298;0;295795;79;19;106;51;17;16;69;24;
1661768459211;37608368;111112;107815;235935;9989;568986;145158;2210;8742;0;222798;59;13;93;90;14;11;66;36;61051;44971;60669;3213;191574;78440;501;1346;0;222416;90;20;105;41;19;16;63;14;
1661768459227;37726891;117551;105065;198639;9794;551634;148764;2709;8976;0;224938;62;12;75;106;14;10;49;51;60781;44142;59535;3319;186414;77049;517;1373;0;224959;92;19;102;42;19;17;61;14;
1661768459243;37665664;96591;85080;167517;8076;431490;119381;1715;6351;0;201154;67;12;80;96;16;9;53;39;60826;44461;59913;3344;188928;77757;503;1276;0;200421;91;20;103;42;19;16;62;14;
1661768459258;37730976;108312;106966;202041;8644;425520;135272;2484;7604;0;253153;76;11;95;70;18;9;63;27;87783;95750;169911;9533;319548;119584;1747;5164;0;248228;82;20;121;38;20;19;82;16;
1661768459274;37693713;694478;402644;563724;25711;2154696;953805;4708;14910;0;1044443;95;27;58;75;22;26;37;34;143697;115198;200277;8035;475380;176519;1882;7267;0;1027929;86;17;93;59;18;15;60;28;
1661768459290;37689216;136043;99641;187551;7668;419244;159073;2086;6749;0;222073;90;15;95;48;17;14;56;18;42753;87988;154539;18471;279738;66037;1617;5716;0;234174;50;16;142;60;15;15;116;26;
1661768459305;37694532;97159;101240;191205;8174;390534;122334;2102;6827;0;228158;74;13;102;60;18;11;68;21;75626;100820;175770;8671;329934;109144;1232;5149;0;224842;68;27;133;36;17;25;97;15;
1661768459321;37809590;3728170;3120486;4260879;124159;17923056;5101540;38028;256229;0;5216998;58;26;122;49;11;25;89;24;301244;503898;704781;48045;2207646;532250;8684;37045;0;5221464;39;30;115;70;8;30;90;53;
1661768459336;37616286;106868;124053;228942;10754;657954;148555;2364;12192;0;228036;48;19;120;68;12;18;94;30;61726;52182;70371;3513;224202;85750;522;2169;0;227230;78;28;116;34;16;26;77;10;
1661768459352;37674620;128458;130733;277578;10637;704298;175169;2682;11058;0;248105;54;17;102;82;12;16;74;35;60916;45490;61299;3391;193440;79515;514;1425;0;247439;89;22;106;39;19;19;65;12;
1661768459368;37665104;96583;87701;171297;8295;443958;124034;1847;6834;0;278963;65;15;85;91;16;12;56;37;130497;95464;128583;7822;493608;117600;1475;8391;0;278383;66;23;138;28;9;22;108;12;
1661768459383;37728589;106615;109082;203364;10297;445620;134113;2445;7596;0;252652;71;14;93;76;17;12;62;31;87171;94903;165879;7675;320472;121253;2002;5834;0;252144;81;23;107;46;19;22;68;22;
1661768459399;37678807;98922;99416;186417;8497;423108;125520;2100;7532;0;223695;70;14;95;73;17;12;63;27;72497;79376;143262;5783;278100;99152;1109;4084;0;223863;77;22;124;37;19;20;87;13;
1661768459415;37750701;77830;152421;260001;13893;511170;127349;2253;9721;0;299561;50;25;130;60;15;23;101;24;142564;135608;218925;9044;494382;177780;2268;8231;0;288433;82;21;117;26;17;19;77;9;
1661768459430;37649062;128430;92392;179046;6555;503682;152518;1495;6241;0;188333;71;17;106;61;13;16;72;24;24876;42599;57393;3784;172296;41370;730;2658;0;204106;51;18;118;70;18;17;90;27;
1661768459446;37723542;110766;119355;213570;8593;488754;143164;2536;8284;0;258985;67;17;103;65;16;15;71;25;87863;106168;177975;9409;334710;121363;1806;6257;0;256486;77;25;115;43;18;23;79;23;
1661768459461;37674869;98032;99214;187551;8377;411498;126044;2034;6683;0;217622;71;14;98;64;17;12;64;22;68599;88195;157689;19153;287388;94284;1220;4441;0;215189;69;23;142;35;16;22;107;15;
1661768459477;37726737;121318;117000;212499;10321;568494;158363;2956;10227;0;237502;62;14;99;78;14;13;69;37;65808;57435;77364;3793;229848;83823;987;2874;0;238694;80;21;129;32;16;19;92;13;
1661768459493;37660506;111105;108242;205884;9880;570924;144530;2197;8380;0;221678;58;13;94;90;14;11;67;36;60871;43964;59220;3281;186444;77971;489;1314;0;221209;93;19;104;40;19;17;63;14;
1661768459508;37724498;108922;109222;205317;8613;440148;140135;2392;7708;0;252269;73;14;96;68;17;12;62;26;85369;93218;160776;10916;315504;115706;1628;4610;0;247801;80;21;122;38;19;19;83;17;
1661768459524;37703771;1792680;860606;1214325;24112;4809252;1849859;14079;62043;0;1913130;93;12;89;61;10;11;47;33;72452;120159;199521;13037;354552;103702;3515;10024;2;1912917;60;23;132;43;13;22;100;29;
1661768459540;38758039;300387;366432;548226;20869;1296450;404902;6906;27555;4;1262563;66;28;122;34;14;27;88;16;616514;643154;894978;36147;2793072;1007995;14392;47363;0;1260425;61;43;111;43;10;43;73;29;
1661768459557;40119377;1242340;1475749;2043909;86552;4191900;1623439;23345;81158;27;3774527;85;36;104;29;17;35;63;16;1753556;1661541;2263338;100830;5985744;2278228;26233;103496;15;3777203;80;27;118;31;15;26;83;16;
1661768459572;37453512;104639;123603;220752;9266;528504;139952;2217;9899;0;243585;59;20;119;49;14;18;86;17;76389;112730;183204;23327;361158;110813;1562;7193;0;246100;63;26;150;31;15;24;116;14;
1661768459588;37690975;170794;220789;356139;18462;1120998;243085;4153;16783;0;305333;42;26;98;89;8;26;76;61;73963;66591;89649;2717;205476;78549;944;2904;0;305573;97;24;75;58;16;23;49;33;
1661768459603;37749596;118387;157859;267372;11966;608808;165484;3031;12389;0;289117;58;20;121;56;14;18;92;20;90769;145869;234675;14506;444630;146050;2236;9382;0;284339;62;32;119;42;16;31;83;24;
1661768459619;38235869;139068;286040;487179;29722;983958;237735;5289;21343;0;481452;44;29;123;64;12;28;95;36;205662;279677;409248;21690;1011900;307483;5115;18118;0;471441;57;29;95;71;11;28;63;51;
1661768459635;37678212;133396;111032;208656;6954;483612;162663;2101;7711;0;212266;77;19;112;42;15;18;75;15;34418;83129;148302;11497;231222;56260;1627;6381;0;217870;50;25;145;48;16;24;118;28;
1661768459650;37998663;40151896;25154180;18297216;1165158;142474554;46829208;442446;1587008;208;59775828;74;18;104;59;10;17;69;37;11827397;12131668;7945245;571379;64904550;14633801;238538;829661;424;59746944;47;22;98;87;6;21;74;66;
1661768459666;37365028;1902111;2421489;3377115;182612;11668656;2504652;56365;218944;3283;3397448;42;19;105;89;5;19;87;67;762991;1409850;1935927;98215;5482950;1226059;21262;100892;4540;3418281;37;32;161;26;5;31;134;16;
1661768459682;37726589;1427447;2128265;3092733;153664;11224596;2291460;45153;202614;10110;3640770;34;28;132;63;4;27;110;47;1530538;1016180;1425249;49683;4503930;1599621;14788;58287;0;3629123;86;16;93;58;11;15;60;33;
1661768459697;37651347;231437;335532;566055;22489;1350786;277798;4575;25860;8;1264047;45;26;149;35;8;26;121;16;680695;994737;1361619;80224;5119860;1144527;14385;83530;59;1270853;37;34;150;34;7;33;122;18;
1661768459713;37749059;1022676;1411508;2009889;97728;7666188;1529205;33583;145624;5953;1686676;36;24;135;61;5;23;113;43;208137;415300;588924;33414;1424808;343494;7447;33152;0;1688373;45;27;146;40;11;26;117;23;
1661768459729;37599605;123704;189167;365337;13486;975156;184841;2980;16618;14;278869;39;20;142;55;10;19;117;23;74250;83918;159327;6263;321894;110636;1066;4396;0;278051;71;25;115;43;19;24;78;18;
1661768459744;37658383;137984;172504;382410;13187;787632;198533;3419;13092;9;312523;53;18;107;74;14;17;79;29;93059;113242;216720;9951;382716;133133;2029;6482;0;308090;72;25;115;48;18;23;80;20;
1661768459760;37701011;125789;158210;319410;14615;604956;174398;3504;12329;10;284933;63;20;102;62;16;19;70;25;85180;126814;223272;14878;414138;122780;2560;9312;0;284065;61;26;145;35;15;25;111;15;
1661768459775;37701909;139205;162492;326844;11543;893880;196041;3272;13996;9;267628;46;18;106;85;11;16;81;43;61231;45853;61803;3377;195816;79927;516;1507;0;267229;89;23;105;39;19;20;65;13;
1661768459791;37677599;98213;92512;185724;8365;474780;129892;1849;7471;0;206344;62;16;94;83;15;14;64;33;60916;44531;60039;3351;188382;78046;500;1311;0;206096;92;20;105;39;19;17;63;12;
1661768459807;37745589;75216;130476;229509;9480;481836;124994;2399;8936;0;284415;52;23;116;68;16;21;86;25;136306;120389;195363;8456;456450;169142;2165;7666;0;283855;84;20;114;34;17;18;75;13;
1661768459822;37647694;101591;99863;193347;8685;422196;133469;2149;7159;0;228070;72;15;99;64;17;13;65;22;72047;86396;155358;8665;283830;100771;1228;4512;0;223251;75;23;129;38;18;21;90;17;
1661768459838;37779515;3768701;3141735;4284315;123823;18226470;5078755;38135;262299;0;5198770;58;25;122;51;11;24;91;25;276588;412088;555156;42036;1873506;489803;7200;31993;0;5201076;42;33;119;61;8;32;93;41;
1661768459854;37612081;98437;105966;200529;9026;476526;132459;2151;8757;0;230692;62;18;106;69;15;16;76;27;73384;80562;147798;7272;293604;104538;1292;5103;0;229622;75;25;117;39;19;24;81;16;
1661768459869;37739605;124939;134493;235305;11620;727374;169622;3079;12696;0;241092;50;16;105;83;11;15;80;42;60916;45346;61173;3436;191718;79558;518;1364;0;240910;90;22;104;40;19;18;62;13;
1661768459885;37691823;89753;163655;321426;18832;623688;149856;3364;13486;0;295281;47;26;130;60;14;25;101;22;126185;120711;198450;8163;455070;157045;1967;8005;0;286191;79;20;122;24;17;19;84;8;
1661768459900;37729780;374062;466104;686511;39451;2367336;575381;8595;37785;0;691276;42;34;142;37;7;34;109;20;139496;240242;323631;24805;940050;223708;4499;19964;0;700544;47;27;144;37;13;26;114;16;
1661768459916;37668659;104304;108838;200718;8767;440466;134151;2308;8206;0;245886;71;16;101;65;17;14;67;24;83493;94070;164619;5013;331908;115940;1414;5414;0;244754;73;25;126;34;17;23;87;12;
1661768459932;37672545;96731;87598;174825;8131;446268;125415;1719;6746;0;204687;65;15;85;90;16;13;56;34;60963;45238;60921;3294;193128;79247;489;1364;0;204337;89;21;104;41;19;19;64;13;
1661768459947;37786228;404295;737643;1103571;60482;2938788;630786;12246;58808;154;2312980;39;27;155;33;8;26;128;18;1463329;1414292;1933785;116511;6701814;1789954;43277;152936;2694;2309709;56;18;87;95;6;18;69;68;
1661768459963;37676448;680605;1086215;1684431;93275;4972920;1011107;19567;91913;290;2839710;39;23;156;37;8;22;131;19;1601639;1427924;1978326;137351;6783918;1962627;47170;147137;2712;2838756;61;19;97;79;7;18;77;51;
1661768459979;37679414;514728;746101;1227555;70610;3349392;724544;15348;65387;302;2672234;44;19;148;44;9;18;123;22;1705292;1295600;1784979;126542;6588546;2008440;47925;150428;2777;2671326;66;17;110;62;8;17;88;34;
1661768459994;37677872;319060;500635;839349;46574;2240628;441145;9365;42985;132;2158260;42;16;151;45;9;15;127;22;1507770;1035803;1438668;100478;5395158;1732758;42470;124960;2727;2157318;71;16;100;69;8;15;79;38;
1661768460010;37690794;509310;789995;1230957;77997;3192996;700513;16062;68825;272;2850378;46;18;154;39;9;17;127;20;1867752;1530513;2104704;147596;7530348;2173634;51258;174132;2687;2846839;64;17;116;57;8;17;94;31;
1661768460032;52808504;15655418;14125165;14655879;639153;48201852;18582335;301973;928822;1771;46789123;87;29;90;49;16;29;61;30;24539379;16975534;16384158;514536;69209814;26544934;321389;992762;2897;46790442;94;16;64;82;14;15;40;57;
1661768460047;37686304;360768;560318;917847;48855;2379738;519708;10111;46340;10;2261032;44;24;143;45;10;23;117;20;1507363;1145732;1588230;99131;5929344;1813682;43577;133035;2959;2254951;65;19;101;70;7;18;81;40;
1661768460063;37645310;119940;187023;368487;15610;820356;172689;3028;15247;11;608087;44;18;129;54;11;17;103;21;345099;427546;624519;59310;2149020;436361;14202;45395;2849;603886;45;14;123;77;7;14;106;54;
1661768460079;37743769;403053;645281;1037295;53688;3104424;594996;11748;59231;131;2224094;37;20;159;39;8;20;134;20;1445310;989275;1354563;96964;5032122;1684265;41561;121242;2740;2226943;73;18;95;69;7;17;74;37;
1661768460094;37595500;120742;157981;320481;12328;857676;170985;2835;14381;9;247294;43;16;120;76;11;15;97;36;61870;53725;72324;3489;232446;84397;537;2029;0;246629;76;26;119;34;16;23;82;11;
1661768460110;37728955;106646;114845;213759;9041;441324;136174;2324;8130;0;262532;72;18;102;63;17;16;71;23;97906;98838;166509;3708;358818;141283;1200;3788;0;258824;75;40;111;30;14;38;71;11;
1661768460126;38121625;124361;182568;301392;11190;653370;183784;3428;12317;0;374793;60;23;110;66;16;22;78;36;152222;159780;245007;7559;591966;189532;2432;10560;0;375082;72;24;124;32;14;22;89;15;
1661768460141;37669255;110175;133794;234738;10411;548622;148831;2634;10183;0;257185;60;19;116;54;14;18;85;20;83922;121631;200214;16365;363894;114923;2000;8247;0;252292;67;25;140;35;16;23;106;19;
1661768460157;37643736;81476885;61507091;37096857;4556132;206900334;88496899;1022280;2865213;54;157093804;103;32;85;35;9;31;60;22;54064012;57976168;31366566;2839312;168885204;63478681;1189130;3758056;646;157094699;85;27;99;44;11;27;71;33;
1661768460184;66021096;42512055;53190915;26857026;2770002;212293608;57924458;715694;3183236;16787;108972742;54;26;108;66;9;25;82;43;45296415;52680126;25768764;3137122;210720756;59598961;747888;3301615;5510;108951691;58;26;112;61;9;25;83;33;
1661768460200;37723370;1521238;2438911;3425562;199272;13429452;2463762;47036;226845;4872;2528477;31;26;144;55;5;25;122;39;269985;537873;752346;48144;1890534;444450;8736;40573;0;2539386;43;29;148;36;11;28;119;22;
1661768460215;37569219;127800;204796;387072;12951;941304;194978;3284;16836;10;306974;41;24;140;47;10;23;113;19;92370;140505;228312;7982;414816;135893;1695;7140;0;301399;63;35;134;32;13;33;97;17;
1661768460231;37711642;1035609;1444859;2108736;108377;7676328;1544745;34059;146360;5930;1663403;36;24;134;61;5;23;113;44;184645;383852;547722;31174;1187916;283716;6437;27840;0;1656133;48;24;148;33;12;24;118;18;
1661768460247;37782763;5341383;4626478;6400674;268273;25380396;7404694;122836;491570;37958;10229096;53;29;104;69;5;28;77;47;2740517;3600314;4869585;257234;18833154;4084497;48723;279767;3094;10236228;38;28;157;33;5;27;131;20;
1661768460262;37658372;5025615;4674566;6412455;243432;24318186;6760129;71497;360138;6285;8348495;59;24;126;48;11;23;95;26;1374733;2372206;3218103;214609;10536540;2198594;39525;195823;755;8346048;37;26;147;42;8;26;122;25;
1661768460279;39411650;999413;2130205;3107916;312676;10459056;1686275;40618;151861;69;6932191;26;21;80;130;5;21;62;109;4566880;3502990;4988844;187378;18424332;6153239;95070;376680;31270;6934458;62;32;103;58;5;30;73;36;
1661768460294;37475565;133724;215275;457002;14549;1166568;217932;3240;19352;14;302735;35;24;137;59;9;23;113;25;73400;98957;137151;13186;454722;116391;1341;6634;26;302328;48;25;140;43;12;24;112;22;
1661768460310;37685802;123500;154908;312228;11450;676440;176947;3031;11147;8;297624;56;20;105;70;14;19;76;29;91052;124288;229761;13289;413286;141381;1928;6909;7;297509;67;29;118;48;17;27;82;19;
1661768460325;37679906;124154;158370;321678;11426;761346;175714;3036;12667;8;266214;49;16;114;71;12;15;87;34;72367;89979;154161;8003;299148;105019;1110;4902;0;261738;70;29;133;34;16;27;96;15;
1661768460341;37799919;3766103;3244324;4425624;123826;18492870;5171998;38542;259036;0;5246550;57;26;121;53;10;25;89;27;322095;484420;652428;51198;2132496;454659;8489;38185;0;5250151;41;25;123;61;8;25;98;45;
1661768460357;37637952;69273;141809;249669;11174;513948;125052;2409;11025;0;272081;46;29;132;57;15;27;102;20;122480;131202;206262;8693;539418;168118;1815;8911;0;271544;64;27;129;27;13;25;94;9;
1661768460372;37650023;106771;115314;212184;8797;464406;142807;2472;8654;0;252751;68;19;102;63;16;17;69;23;83016;100210;170919;8565;334566;120340;1773;6517;0;247519;72;30;120;38;16;29;83;18;
1661768460388;37673153;98355;100464;187425;8490;410982;125058;2143;7134;0;232523;72;16;95;66;17;14;63;23;78431;88722;154917;11651;300732;108784;1633;5417;0;227865;77;25;127;36;19;23;89;14;
1661768460403;37736577;150676;243740;382473;27539;1033176;241002;5086;22105;0;709049;44;28;138;48;11;27;110;23;368353;480889;647829;36976;2492520;576506;7754;37336;0;712430;40;34;150;31;7;33;118;16;
1661768460419;37704882;110901;139355;244440;10912;633090;153324;2609;11683;0;250680;52;19;120;61;12;17;93;30;76378;100791;135765;6775;326478;112805;1487;6232;0;251563;68;30;126;40;16;28;88;20;
1661768460435;37662977;123624;141401;292320;10986;637662;171457;2929;11126;0;278330;58;18;113;65;14;17;83;25;84993;97251;166383;7321;320580;118898;1629;5315;0;278515;79;24;118;37;19;23;79;15;
1661768460450;37688665;50949;77194;138096;6786;331044;85878;1327;4617;0;232614;53;18;101;83;18;16;71;27;121772;98969;168777;7990;459894;155502;1496;6627;0;232183;75;20;109;51;15;18;73;23;
1661768460466;37733608;119751;140123;244377;14949;557580;158534;3090;10971;0;275666;64;17;108;63;16;15;77;28;87279;126969;205002;21696;390402;123164;2840;8594;0;272312;65;24;127;44;14;22;94;25;
1661768460482;38062830;75674;139309;248850;15177;471834;122241;3198;11168;0;266436;52;23;130;55;16;22;99;25;121944;131569;222327;9894;484104;156349;2387;9926;0;268820;72;22;123;34;15;21;87;15;
1661768460497;37670998;108463;110873;202293;9059;455958;142378;2453;8161;0;253930;71;16;99;69;17;14;66;26;86422;91998;157185;7341;316266;117587;1617;5251;0;253580;82;19;118;38;20;17;78;14;
1661768460513;37678788;99206;96728;183834;8241;403584;124466;1947;6858;0;215893;73;14;93;68;18;12;60;25;65548;86317;153342;21125;278202;89804;1044;3503;0;211830;70;19;135;42;17;16;102;21;
1661768460529;37757769;69513;143042;251811;16342;471888;117024;3410;11200;0;279221;49;23;115;74;15;21;87;36;139163;135306;225918;11433;504822;173814;2887;8903;0;274835;77;20;115;39;15;18;80;19;
1661768460544;37819341;9672254;7436182;10183572;421800;42041388;12990134;165513;720007;37955;12586381;58;31;126;41;6;30;93;22;606509;1117663;1526553;118591;3911490;886910;26776;111299;2940;12579792;45;24;140;45;9;24;115;30;
1661768460560;37644561;193195;297430;563913;15362;1328622;317675;4456;23323;10;457942;42;31;136;44;9;31;107;18;123023;262229;380205;21990;848994;209964;3574;17665;13;465898;46;30;143;40;13;29;116;23;
1661768460576;37659744;210337;297443;509355;21604;1265796;311573;4550;21517;10;410365;48;25;128;48;11;24;100;28;81149;218542;327852;20094;524322;135885;2714;10850;0;410202;51;29;146;44;16;27;118;28;
