# SYSTEM INFORMATION FOLLOWS
# emon db : unknown
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 16
# num_logic_processor_per_core : 2
# device core : num_events 3, num_unit 1
# tsc_freq : 2995.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;
;;core;;;;;;
1663595021111;46759077;104175;83470;119418;22544;36310;20124;
1663595021126;46786845;104744;84560;135330;22544;36162;20046;
1663595021142;46770835;105636;86114;134706;91825;77629;43134;
1663595021157;46771265;112994;92775;134940;22558;37043;20670;
1663595021173;46756151;118528;97617;173862;22558;36414;20358;
1663595021189;46791541;99935;97165;139698;43907;76499;91494;
1663595021204;46791345;26210484;27055759;15144558;20416;38522;22854;
1663595021220;46749751;104178;82260;152880;22859;34181;27768;
1663595021236;46744507;104266;81956;128466;22544;34968;23790;
1663595021251;46785437;105759;84993;139074;22548;37599;20904;
1663595021267;46764503;104235;82578;131820;22544;36462;20358;
1663595021282;46759277;104753;83299;119964;22546;36088;19968;
1663595021298;46788683;113255;92959;137514;22544;37274;20748;
1663595021314;46764155;118711;97652;185016;22544;37001;20670;
1663595021329;46759803;104261;83830;119574;22554;36819;20514;
1663595021345;46782831;104269;83511;131274;22544;36439;20358;
1663595021361;46762063;105836;84207;122070;22549;36418;20280;
1663595021376;46778525;96808;96839;130416;35225;97189;103428;
1663595021392;46763432;99569;112325;136890;68956;96722;102492;
1663595021407;46780128;108558;103156;160134;26160468;26899129;14954082;
1663595021427;59479863;249456;22152263;12695280;33888;40789;34008;
1663595021443;46745097;119629;96695;191646;22773;34150;27066;
1663595021459;46773017;104280;85011;128154;22550;36517;20280;
1663595021474;46771941;105787;86128;129558;22548;37448;20826;
1663595021490;46767495;104448;83295;125190;22544;36889;20514;
1663595021505;46765829;104330;83006;119808;22544;36312;20202;
1663595021521;46771621;104234;83223;120276;22558;36206;20124;
1663595021537;46791657;71081;103928;137436;95204;103584;108732;
1663595021552;46743460;103627;83510;117624;21254;30318;16770;
1663595021568;46785067;113008;92238;132756;22544;37139;20748;
1663595021583;46765633;120098;99963;181740;22558;37583;20904;
1663595021599;46778021;105164;84400;133926;22544;37030;20592;
1663595021615;46758925;104330;83311;121680;22544;36891;20436;
1663595021630;46773999;104167;82568;124410;22544;36682;20436;
1663595021646;46777241;96422;92077;130416;47610;80042;95472;
1663595021662;46758999;104319;84495;118326;22513;36298;20124;
1663595021677;46781481;104186;83462;129168;22549;36991;20592;
1663595021693;46761153;105715;84678;119184;22558;37644;20826;
1663595021708;46786099;113086;90684;134082;22544;36094;20124;
1663595021724;46756693;118636;97232;170976;22558;37185;20670;
1663595021740;46768221;104325;84325;118092;22544;36378;20280;
1663595021755;46772657;104885;84283;119340;22544;36813;20592;
1663595021771;46778325;104226;84426;126204;22544;37620;20904;
1663595021787;46780333;100051;96984;136032;68126;89907;106158;
1663595021802;46754818;132478;143969;151788;52910;84013;46800;
1663595021818;46771067;104290;84271;120510;22589;36636;20358;
1663595021833;46782213;104400;85002;132054;22550;36872;20514;
1663595021849;46761805;112962;90876;122460;22544;36809;20592;
1663595021865;46783483;119538;100572;188448;22558;36998;20514;
1663595021880;46754311;104303;83258;118326;22589;36605;20358;
1663595021896;46776781;104182;83974;124410;22558;36530;20358;
1663595021912;46766225;106536;84864;119418;22544;37183;20670;
1663595021927;46769937;104224;83805;118482;22558;36777;20436;
1663595021943;46774709;104335;86928;122304;22544;36677;20436;
1663595021958;46773451;106262;87052;124878;22550;37251;20670;
1663595021974;46767675;105157;84615;121680;22544;37492;20904;
1663595021990;46788661;113044;90735;139152;22549;38230;21294;
1663595022005;46755217;118623;97485;175656;22558;36315;20202;
1663595022021;46767855;105795;84331;120432;22544;36127;20046;
1663595022037;46769625;104199;83644;118716;22560;37594;20982;
1663595022052;46798009;71282;99365;139698;95205;103077;112944;
1663595022068;46739736;104166;83421;119418;21242;31268;17394;
1663595022083;46770807;104243;83536;119964;22544;36912;20358;
1663595022099;46776239;104360;83955;125112;22548;37247;20748;
1663595022115;46780753;104438;84209;134706;22544;36283;20280;
1663595022130;46759501;115073;92478;123084;22558;37382;20748;
1663595022146;46788665;111460;109814;194766;50525;87557;108966;
1663595022162;46748099;104317;84178;124956;22640;37279;20748;
1663595022177;46767807;104221;84291;121290;91836;71933;39936;
1663595022193;46778703;104354;83635;129402;22544;36648;20436;
1663595022208;46760933;105133;84026;118794;22558;36592;20280;
1663595022224;46806357;26325676;27020646;15122250;20330;30500;18408;
1663595022240;46772177;105892;82921;169884;22863;34162;27768;
1663595022255;46724325;104429;83236;125190;22558;35041;23712;
1663595022271;46778795;113122;92150;128934;22544;37023;20592;
1663595022287;46760899;118479;98804;174564;22546;37582;20904;
1663595022302;46770395;104409;83823;117858;22549;36595;20280;
1663595022318;46798249;104310;86857;145158;22544;36434;20280;
1663595022333;46745073;104303;84047;118950;22548;36302;20202;
1663595022349;46772223;105864;85192;120432;22544;36738;20358;
1663595022365;46777651;97056;89850;127296;40273;64425;79794;
1663595022380;46769305;97034;94741;125580;37881;89248;95784;
1663595022396;46758970;105206;87303;123162;21257;32013;17784;
1663595022412;46778897;104627;100194;130572;55545;85173;74646;
1663595022427;46779580;122478;128142;176436;26218510;26907082;14958450;
1663595022447;59494989;241442;22277957;12711192;34104;39068;32526;
1663595022463;46745709;106068;83029;152256;22773;33895;27690;
1663595022478;46740779;104408;83398;124254;22558;35083;23790;
1663595022494;46773083;104560;85040;122616;22548;36654;20436;
1663595022510;46768469;104349;82909;120120;22558;36495;20358;
1663595022525;46770397;104284;84581;119340;22544;37740;20982;
1663595022541;46781483;113607;91190;129324;22556;36654;20358;
1663595022556;46785447;85495;115067;192036;95189;103553;112164;
1663595022572;46749076;104948;83965;126438;21262;29650;16458;
1663595022588;46774779;104216;83200;130806;22558;37890;21138;
1663595022603;46761645;104378;83550;121524;22558;36751;20514;
1663595022619;46775255;97415;95288;127062;51483;86845;92664;
1663595022635;46957572;140346;530198;375882;248045;704774;593736;
1663595022650;46575723;96370;92251;131118;47776;85863;99606;
1663595022666;46779219;104200;85955;140010;22499;37046;20592;
1663595022681;46763159;114602;98198;131820;22544;37324;20748;
1663595022697;46781037;122151;108543;208962;22558;37969;21060;
1663595022713;46753387;104190;84084;124176;22589;37284;20748;
1663595022728;46776981;104207;83411;129480;22544;36376;20124;
1663595022744;46759993;104199;84692;119106;22554;36843;20358;
1663595022759;46774601;104315;83189;122070;22544;36902;20514;
1663595022775;46778533;112968;103700;129714;44455;89209;51402;
1663595022791;46777261;101621;99454;138996;66341;90084;104130;
1663595022806;46755688;118943;148560;154596;77592;144184;124956;
1663595022822;46777716;125799;132378;153036;33920;72328;40170;
1663595022838;46769471;118431;99947;191022;22589;38294;21294;
1663595022853;46757629;105024;84625;118716;22544;36751;20436;
1663595022869;46771233;104239;84313;118326;22544;36391;20202;
1663595022884;46791837;104230;85335;139542;22544;37099;20670;
1663595022900;46754383;105780;84905;122226;22558;36578;20358;
1663595022916;46771653;104398;84105;122382;22558;36247;20046;
1663595022931;46775441;104433;83510;127062;22549;36908;20514;
1663595022947;46772251;104342;88738;127842;22558;36754;20436;
1663595022963;46787389;115053;94948;144378;22544;37540;20826;
1663595022978;46752403;119502;98232;176592;22550;36984;20592;
1663595022994;46777875;98927;99102;132444;42342;89746;97500;
1663595023009;46743446;131313;186880;175344;57708;154314;85800;
1663595023025;46776403;104175;84536;125424;22634;37144;20670;
1663595023041;46781063;104142;83575;135876;22546;37312;20748;
1663595023056;46757027;104145;82719;121290;22544;36503;20280;
1663595023072;46786475;65046;130430;145470;101349;115983;103116;
1663595023088;46773720;118087;141399;167232;94385;383345;213018;
1663595023103;46765759;104822;106576;134862;42769;86327;61074;
1663595023119;46769178;6063932;4444770;2547402;39184;98100;54366;
1663595023134;46751771;104157;92280;134316;22724;40820;22620;
