# SYSTEM INFORMATION FOLLOWS
# emon db : unknown
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 16
# num_logic_processor_per_core : 2
# device core : num_events 3, num_unit 1
# tsc_freq : 2995.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;
;;core;;;;;;
1663595038794;46773311;96675;101764;141414;42944;81024;97032;
1663595038810;46774203;112799;117930;143442;22554;39282;21840;
1663595038826;46773501;115920;132296;237900;50292;98500;113334;
1663595038841;46746973;104149;86249;125346;22648;42619;23712;
1663595038857;46774441;101553;102033;130572;62929;96064;102258;
1663595038873;46780652;88590;204768;185874;137501;182234;141180;
1663595038888;46779604;95975;90055;154440;40688;63239;112086;
1663595038904;46736579;104287;85447;122148;22558;37573;20826;
1663595038919;46772711;98759;95585;124878;44354;86310;87204;
1663595038935;46762340;112914;130285;153036;42552;64986;36036;
1663595038951;46789379;105525;102698;147810;42071;71833;69654;
1663595038966;46743265;118361;103915;188682;22603;37717;20826;
1663595038982;46774551;96753;88620;123084;42112;64401;82914;
1663595038998;46766375;104146;84053;119340;22505;37258;20670;
1663595039013;46785455;98933;97594;133770;42652;65283;86190;
1663595039029;46758541;104215;87186;121914;22499;38290;21294;
1663595039044;46783351;98317;89649;133770;42064;65279;90324;
1663595039060;46760831;104340;84833;123786;22499;37275;20670;
1663595039076;46777587;96763;88239;130026;42029;65608;91026;
1663595039091;46763239;113402;92094;122538;22505;36768;20436;
1663595039107;46781881;116202;120836;188214;49418;95422;93756;
1663595039123;46753520;184827;226022;204672;27093;68911;38454;
1663595039138;46762949;104219;92679;126750;22595;39172;21684;
1663595039154;46777483;105634;88675;133302;22544;38061;21138;
1663595039169;46786163;105053;86285;148668;22544;37354;20748;
1663595039185;46749439;104223;83583;127140;22544;37086;20670;
1663595039201;46767789;104220;84481;124254;22544;36407;20202;
1663595039216;46767485;104311;86029;120354;22544;37547;20826;
1663595039232;46778013;112928;93877;127842;22548;37462;20826;
1663595039248;46767899;118808;101193;186654;22549;37125;20748;
1663595039263;46781211;105805;84663;134862;22589;36891;20358;
1663595039279;46757909;104098;84162;121602;22544;36475;20358;
1663595039294;46792965;65513;121359;145314;99107;110649;111306;
1663595039310;46759694;164029;218058;267618;35744;92943;51636;
1663595039326;46768465;104995;84873;123864;22603;36670;20436;
1663595039341;46772557;104202;85569;125814;22550;36871;20592;
1663595039357;46765713;104179;83106;119886;22546;36982;20514;
1663595039373;46779229;114577;97556;128154;22544;37068;20670;
1663595039388;46776921;77368;130190;196248;98662;101255;98904;
1663595039404;46755262;103484;83989;118950;21239;30218;16770;
1663595039419;46771429;104356;84985;120900;22548;37637;20904;
1663595039435;46790895;104244;85776;141024;22544;36993;20436;
1663595039451;46755289;97097;95972;126126;48607;96959;95628;
1663595039466;46753694;121206;126295;145392;44022;76133;42354;
1663595039482;46785699;106450;85690;137670;22603;36949;20514;
1663595039498;46753737;105523;85699;120432;22558;36570;20436;
1663595039513;46776589;112992;91790;125736;22544;36649;20358;
1663595039529;46769711;118555;100061;183066;22544;36773;20358;
1663595039544;46772423;104995;84517;125658;22589;37882;21060;
1663595039560;46802477;26420347;27063307;15148068;20342;30501;18486;
1663595039576;46759757;104331;83421;160212;22865;34274;27924;
1663595039591;46734343;105728;84518;126048;22558;34634;23478;
1663595039607;46778325;106229;87984;129870;92760;82465;45786;
1663595039623;46772139;104227;82408;130494;22548;37537;20904;
1663595039638;46764037;106002;86364;123084;22544;36853;20514;
1663595039654;46790189;112902;91385;143442;22550;36564;20358;
1663595039669;46750983;118400;97514;177450;22544;36433;20358;
1663595039685;46767387;104226;82593;120354;22558;36578;20358;
1663595039701;46769875;105606;84645;119184;22544;36746;20436;
1663595039716;46778679;104302;82772;126984;22558;36104;20046;
1663595039732;46773301;104198;84688;129324;22558;37341;20748;
1663595039747;46774815;95725;94067;134160;54913;86525;105066;
1663595039763;46780070;108520;106054;166920;26242489;26912921;14961804;
1663595039783;59506327;247220;22335574;12722502;58853;92369;128700;
1663595039799;46719415;119023;97135;190398;22842;34760;27534;
1663595039814;46766165;105754;85228;121524;22544;37668;20982;
1663595039830;46768937;104038;82596;119106;22544;36828;20514;
1663595039845;46771015;105153;84550;119184;22548;36100;20124;
1663595039861;46779429;99680;99049;128154;64123;91631;99450;
1663595039877;46762778;128827;149557;156078;56384;94920;52728;
1663595039892;46790977;71045;116489;141882;95257;106050;107406;
1663595039908;46746886;103034;83428;120276;21230;30335;16926;
1663595039924;46774709;114522;93895;123864;22544;37388;20826;
1663595039939;46766073;118327;98063;173472;22544;36809;20436;
1663595039955;46776899;96785;92617;124800;44668;84117;90792;
1663595039970;46772930;103281;81637;129012;21241;29807;16614;
1663595039986;46775189;104048;83704;133770;22544;36881;20514;
1663595040002;46769321;96677;94832;134004;46717;86409;100854;
1663595040017;46806882;66664183;28961872;16178370;61986227;25294285;14160354;
1663595040033;46738685;49305;175179;168870;102071;154465;106938;
1663595040049;46796728;1988155;3269350;1907958;876249;1871192;1082328;
1663595040064;46777647;73243;190010;207714;99579;142902;79404;
1663595040080;46728908;2068608;2656344;1625208;386072;383491;213096;
1663595040095;46739783;96718;110099;138762;43858;97502;94848;
1663595040111;46760940;160411;334487;267618;131361;347482;235482;
1663595040127;46765403;96676;97854;140322;42223;76331;98436;
1663595040142;46760321;105660;97135;129870;22503;38980;21684;
1663595040158;46767497;98280;95948;126438;43256;75219;86658;
1663595040174;46767585;104130;87146;123552;22505;38177;21216;
1663595040189;46775897;96791;88804;127530;42045;67121;88140;
1663595040205;46785993;115040;121241;143208;22499;36683;20358;
1663595040220;46756341;111128;114447;214890;42106;67378;87516;
1663595040236;46776789;104145;85023;134160;22589;37017;20514;
1663595040252;46766729;98280;92748;131040;42026;67360;84396;
1663595040267;46760333;104800;85396;119418;22499;37756;21060;
1663595040283;46776375;96757;88212;125346;42078;64918;85254;
1663595040299;46779179;104197;85019;133536;22499;37284;20748;
1663595040314;46774613;96835;90878;137592;42026;64931;96876;
1663595040330;46753445;104204;84496;119574;22513;36475;20202;
1663595040345;46785403;105618;98348;133770;42064;68423;65208;
1663595040361;46758713;120026;100209;177762;22550;36980;20592;
1663595040377;46773095;96809;89519;123708;42071;65593;83616;
1663595040392;46771279;104174;83367;123474;22499;37034;20592;
1663595040408;46787227;53841;134511;148122;101176;120898;107328;
1663595040424;46758256;104513;107974;139074;30872;82441;45786;
1663595040439;46791483;100630;105093;147654;52745;91768;113724;
1663595040455;46754927;96968;96799;133302;48087;151830;134784;
1663595040470;46719282;1182404;1412142;858468;27555;65310;36270;
1663595040486;46776051;112948;95084;127452;22679;37180;20748;
1663595040502;46769443;118535;101119;190788;22563;37615;20982;
1663595040517;46764117;104180;83561;119496;22589;36601;20358;
1663595040533;46781759;97230;98630;131664;42556;89866;96564;
1663595040549;46761284;102535;83211;124410;21199;30969;17238;
1663595040564;46781477;104823;84292;135408;22544;37172;20592;
1663595040580;46812161;26417317;27122574;15195570;39738;67805;121836;
1663595040595;46730563;104169;81568;149682;22908;34721;28314;
1663595040611;46749579;104106;81817;130416;22570;35169;23868;
1663595040627;46769445;113024;92931;125190;91402;106743;59280;
1663595040642;46788641;118725;104263;205140;22589;37038;20592;
1663595040658;46763931;62682;119034;139620;99112;107692;106080;
1663595040674;46766866;109513;124054;146172;90948;220993;199368;
1663595040689;46768447;105772;86367;123864;22679;37062;20670;
1663595040705;46783557;104059;84568;136578;22544;37644;20904;
1663595040720;46754683;104016;83846;119964;22558;36511;20280;
1663595040736;46776013;104818;83725;124956;22558;36994;20592;
1663595040752;46771289;104025;83941;125190;22544;37685;20982;
1663595040767;46786141;104446;101165;140556;44844;85116;79404;
1663595040783;46784392;122320;128114;191802;26042974;26926184;14969214;
1663595040803;59506851;203769;22395543;12717744;106500;105993;132288;
1663595040818;46734696;103507;80470;149838;21210;28169;22776;
1663595040834;46745657;103960;83281;129090;22558;35597;24024;
1663595040850;46794805;103965;84212;149838;22544;38202;21294;
1663595040865;46751029;100229;103340;130260;60164;93608;92118;
1663595040881;46764584;121686;163608;165204;82277;151254;129012;
1663595040896;46776474;160344;310488;254748;49248;99584;76908;
1663595040912;46768914;74676;136830;210054;97194;104644;102414;
1663595040928;46744982;103364;86238;121290;21184;32721;18174;
1663595040943;46778373;96416;93325;129714;46921;86787;98514;
1663595040959;46763773;103930;86595;123318;22499;38557;21294;
1663595040975;46770683;104364;84916;122694;22558;38196;21138;
1663595040990;46798771;104108;85855;151164;22544;36930;20514;
1663595041006;46757151;108344;105922;137358;43998;88696;60138;
1663595041021;46765290;301836;718498;478452;277720;593242;329784;
1663595041037;46767697;112746;112555;142272;22734;42641;23634;
1663595041053;46761473;118836;109481;207246;22595;39387;21840;
1663595041068;46760929;103927;84686;122694;22589;37576;20904;
1663595041084;46770935;104204;83038;122928;22544;36881;20592;
1663595041100;46772667;95810;91193;125034;41007;69930;86970;
1663595041115;46768331;104054;84700;122226;22501;37500;20748;
1663595041131;46779421;106061;86932;130962;22549;36425;20358;
1663595041146;46762007;104015;83350;121992;22544;36527;20280;
1663595041162;46775201;103932;83796;126204;22550;37320;20748;
1663595041178;46781793;113137;93361;136344;22550;37348;20748;
1663595041193;46769269;118321;99489;190710;22544;37579;20826;
1663595041209;46760613;104755;84173;124878;22544;37237;20748;
1663595041225;46771197;104084;83560;125190;22544;36474;20280;
1663595041240;46766775;105589;84728;121524;22550;37203;20748;
1663595041256;46767359;104145;82805;117858;22544;37032;20592;
1663595041271;46777281;104090;82867;124176;22544;37105;20514;
1663595041287;46770499;104015;84493;123630;22548;36475;20124;
1663595041303;46772273;104002;82713;124410;22550;36455;20280;
1663595041318;46771779;112958;90644;125112;22558;37065;20514;
1663595041334;46767931;118544;101289;176670;22544;36593;20358;
1663595041350;46772039;105576;87676;124098;22589;37649;20982;
1663595041365;46777975;104854;84509;131040;22546;37960;21060;
1663595041381;46759023;104091;82238;118404;22548;36273;20124;
1663595041396;46775797;106188;87127;124176;22548;36736;20436;
1663595041412;46772943;104118;84157;126282;22544;37724;20982;
1663595041428;46787487;66766;126960;149448;101287;114694;113022;
1663595041443;46753378;103242;86048;131040;21201;33326;18564;
1663595041459;46773979;106984;105913;133146;63062;89174;67704;
1663595041475;46761632;292287;298906;304668;33969;67178;37362;
1663595041490;46771843;104331;84144;133458;22589;36772;20358;
1663595041506;46770341;104150;83324;132678;22544;35948;20046;
1663595041521;46758775;104752;84713;120510;22548;36646;20436;
1663595041537;46770771;104085;83133;120042;22544;37388;20748;
1663595041553;46770629;104186;82947;119496;22544;37523;20904;
1663595041568;46772391;105721;85096;120744;22548;36679;20358;
1663595041584;46769575;104776;84606;119184;22544;36388;20202;
1663595041600;46801973;25814353;27070865;15140658;20190;31124;18642;
1663595041615;46734561;118228;95703;182052;22871;34687;27378;
1663595041631;46774513;104287;83261;122226;22548;37361;20748;
1663595041646;46770043;104034;84198;121524;92954;92441;51324;
1663595041662;46772397;103969;83436;123630;22544;37118;20592;
1663595041678;46770047;106381;85028;122304;22558;36617;20436;
1663595041693;46774555;104049;83297;125502;22554;36740;20436;
1663595041709;46764831;104116;83806;119652;22548;37402;20826;
1663595041725;46770053;104181;83156;118404;22544;36761;20436;
1663595041740;46789519;112809;90391;136578;22558;36312;20124;
1663595041756;46765855;118376;98993;184080;22549;37344;20748;
1663595041771;46764021;104041;82938;124722;22544;36632;20358;
1663595041787;46782307;97391;95765;136032;55874;87467;105456;
1663595041803;46779512;108370;102081;167154;25628042;26909201;14959698;
1663595041823;59499981;235041;22434777;12717276;58790;85064;136968;
1663595041838;46720509;105137;82235;128778;22814;33667;26754;
1663595041854;46769655;104077;83551;119496;22568;36991;20514;
1663595041869;46796221;108520;110230;145002;63677;94476;84942;
1663595041885;46747462;143179;166019;214188;59832;98098;54600;
1663595041901;46781097;105563;85749;131118;22603;37204;20670;
1663595041916;46759257;104116;84584;120666;22544;37467;20748;
1663595041932;46796017;70932;115451;146640;95112;106187;113022;
1663595041948;46756750;103504;86413;136422;21196;31017;17160;
1663595041963;46763503;104197;84064;128466;22548;36346;20124;
1663595041979;46762895;104031;83686;120276;22544;36406;20202;
1663595041994;46780809;106759;85815;129714;22558;36745;20280;
1663595042010;46783347;120954;116231;142428;45284;93437;51870;
1663595042026;46757936;156394;332160;307398;112539;190524;151164;
1663595042041;46776096;166345;213790;262782;30316;65454;36426;
1663595042057;46750319;104009;89664;122850;22589;38713;21528;
1663595042072;46770257;104129;84971;120978;22549;37260;20670;
1663595042088;46770793;104104;84094;120900;22544;36774;20436;
1663595042104;46770577;104096;84205;120744;22544;37427;20826;
1663595042119;46770645;105713;85962;120120;22546;36983;20436;
1663595042135;46771497;104066;84473;120744;22544;37283;20592;
1663595042151;46782171;113899;97027;131430;22544;37073;20592;
1663595042166;46765225;111636;112267;195312;43605;85339;90558;
1663595042182;46765198;106564;97287;128466;27456;52651;29250;
1663595042197;46780587;104126;84048;131352;22548;36784;20436;
1663595042213;46774485;104470;88401;134784;22558;38057;21138;
1663595042229;46761749;107449;92793;127296;22973;37311;20748;
1663595042244;46783177;49621;101918;131742;95250;106303;107952;
1663595042260;46757760;103288;85128;130416;21320;33599;18642;
1663595042276;46762881;104205;83779;121446;22558;36797;20592;
1663595042291;46773039;112940;92783;124332;22558;37069;20592;
1663595042307;46776909;119382;100109;185640;22544;37882;21060;
1663595042322;46765715;104166;83478;124020;22593;37046;20670;
1663595042338;46780229;105793;85380;133458;22550;36705;20358;
1663595042354;46761005;104258;82948;123240;22544;36206;20124;
1663595042369;46769923;104086;83263;122148;22560;37662;20904;
1663595042385;46780697;104341;85110;131742;22549;37443;20904;
1663595042401;46758361;104174;82986;118716;22558;37659;20826;
1663595042416;46774707;104165;84887;122772;22544;37469;20826;
1663595042432;46796205;112866;91080;147654;22558;37383;20748;
1663595042447;46777615;82952;134221;212862;101332;106642;119106;
1663595042463;46745872;96288;98450;134940;33894;119098;117702;
1663595042479;46698260;182248;173448;184938;27033;55753;30966;
1663595042494;46754501;104149;83212;120120;22589;36450;20280;
1663595042510;46769319;104297;85458;119652;22544;37901;21060;
1663595042526;46774577;104344;84902;123162;22544;36993;20592;
1663595042541;46770599;104171;84344;122538;22544;36941;20514;
1663595042557;46768477;105684;85042;119886;22550;36546;20280;
1663595042572;46780303;112995;91509;129324;22544;36485;20280;
1663595042588;46774579;112736;112872;186654;43788;89555;98280;
1663595042604;46808306;7761541;10199815;5750940;9904492;9783689;5438004;
1663595042619;46745991;26212238;27087458;15154542;20176;43143;25428;
1663595042635;46732495;97074;102277;140868;45127;92516;101010;
1663595042651;46958352;164844;592262;488982;33586;373218;264576;
1663595042666;46562037;106955;97409;131976;22679;41505;23166;
1663595042682;46763517;104222;88040;123474;91805;82386;45786;
1663595042697;46771553;104374;85153;123396;22555;38197;21060;
1663595042713;46788091;112887;114320;141492;22544;37871;20982;
1663595042729;46761831;118780;111438;225264;22589;38903;21684;
1663595042744;46767729;98571;97251;128934;40791;74401;77610;
1663595042760;46766007;104371;85939;125424;22499;37182;20670;
1663595042776;46774079;106447;86579;128310;22544;37387;20826;
1663595042791;46761385;104181;83623;118950;22554;36757;20358;
1663595042807;46783827;97971;95879;132600;49891;88249;102492;
1663595042822;46790798;148785;209832;224172;25602133;26948491;14981772;
1663595042842;59534675;207260;22263059;12738804;106500;118985;161304;
1663595042858;46680706;116914;99246;192660;21202;28094;22776;
1663595042874;46773983;99525;97981;132912;63848;89031;101712;
1663595042889;46774070;127841;144092;161694;58160;91990;51168;
1663595042905;46771055;104135;84170;131742;22589;36507;20280;
1663595042920;46761413;104100;83534;121914;22558;37247;20748;
1663595042936;46778383;96067;97344;129948;42445;95958;102726;
1663595042952;46786577;62151;130337;155922;101263;121850;119496;
1663595042967;46733798;102712;87934;121446;21196;34846;19422;
1663595042983;46782839;112911;93697;132834;22544;38731;21528;
1663595042999;46761189;119891;102243;186030;22544;37418;20670;
1663595043014;46765545;104383;84611;118950;22594;37232;20670;
1663595043030;46773437;104277;88527;122070;22550;38337;21294;
1663595043045;46772065;103989;83954;122928;22544;37012;20592;
1663595043061;46772553;103985;83012;125814;22544;37396;20748;
1663595043077;46776739;104275;83887;131118;22554;36437;20202;
1663595043092;46761347;104756;83557;121368;22544;36602;20280;
1663595043108;46781005;105671;84059;131976;22544;37471;20748;
1663595043124;46777367;104928;103015;137982;37794;89937;81120;
1663595043139;46759782;6039650;4985408;2849964;36670;92561;51402;
1663595043155;46749563;104236;89705;123318;22724;39057;21606;
1663595043170;46770501;106153;90921;122772;22544;38752;21684;
1663595043186;46773417;104090;84518;124722;22544;37994;21138;
1663595043202;46775033;104245;83061;128934;22544;37634;20982;
1663595043217;46771887;105760;87386;130104;22550;36945;20592;
1663595043233;46776211;104330;83418;135096;22544;36794;20436;
1663595043248;46761801;96055;92661;126126;42179;86950;97734;
1663595043264;46773583;112848;102225;129168;22499;38402;21372;
1663595043280;46776031;118536;101664;197418;22589;38231;21216;
1663595043295;46764755;104223;83395;127764;22593;37266;20670;
1663595043311;46764145;104119;84010;120744;22544;37063;20592;
1663595043327;46774939;105847;85185;124878;22549;37801;20982;
1663595043342;46766005;104185;83506;119418;22548;36991;20592;
1663595043358;46779277;104156;83775;127920;22544;38975;21684;
1663595043373;46770161;104164;83431;126438;22560;37631;20904;
1663595043389;46783131;66557;126735;147342;101232;115725;112710;
1663595043405;46784886;525523;628958;594828;55372;113749;63180;
1663595043420;46742481;118415;103164;194922;22634;37252;20748;
1663595043436;46780753;58905;117219;139230;99007;103790;98592;
1663595043452;46774898;331473;480606;344526;36559;62317;34632;
1663595043467;46793917;60835;165012;165204;109627;146649;120744;
1663595043483;46730766;1608467;1562469;941226;30496;76058;42276;
1663595043498;46774147;96821;92846;127920;42638;69738;86424;
1663595043514;46767085;104193;85289;123396;22499;36526;20280;
1663595043530;46771341;96930;89388;123786;42029;66000;82914;
1663595043545;46781419;114574;112386;134550;22499;36435;20202;
1663595043561;46793135;111064;112836;233298;42735;67767;116766;
1663595043577;46759509;96001;96166;146640;41888;92951;119106;
1663595043592;46793257;71776;194022;179088;107138;182094;133068;
1663595043608;46733906;104281;120890;152724;24228;61292;34086;
1663595043623;46760915;97543;98192;130806;42253;76267;86190;
1663595043639;46801345;26349530;27069447;15154230;20246;35498;21216;
1663595043655;46728525;98331;90117;133536;42341;66986;87672;
1663595043670;46779111;104086;85021;134082;22503;37965;20982;
1663595043686;46776717;105392;104159;139074;42061;72516;59748;
1663595043702;46756201;118919;107546;193362;92914;92479;51480;
1663595043717;46770359;96925;89992;124176;42697;66325;84786;
1663595043733;46784089;104296;86663;137826;22499;37907;21138;
1663595043748;46763841;96691;88056;129948;42061;65639;91416;
1663595043764;46766025;107718;91433;125424;22499;38161;21216;
1663595043780;46779181;101145;103581;133146;52397;87345;97656;
1663595043795;46758245;104252;84261;120354;22589;36810;20514;
1663595043811;46769841;104073;85730;119418;22544;37161;20514;
1663595043827;46787643;104512;103328;136890;51637;86943;77532;
1663595043842;46782386;121944;129685;188136;26028698;26913977;14962506;
1663595043862;59507131;234504;22209258;12723984;58719;85925;142428;
1663595043878;46762169;100576;97234;180492;67143;88101;144846;
1663595043893;46712716;126036;118515;149370;54990;70995;48828;
1663595043909;46774637;104158;86428;124176;22589;37240;20670;
1663595043925;46769705;104107;83346;122382;22544;37722;20904;
1663595043940;46782821;99353;97092;134238;42672;83396;101790;
1663595043956;46765043;105321;102899;129948;41538;89646;69576;
1663595043971;46768795;76005;136821;202332;98805;110397;106470;
1663595043987;46751972;104903;87292;122148;21239;32323;17940;
1663595044003;46774761;96723;93659;126282;46611;86208;93288;
1663595044018;46754542;108541;105175;129792;29957;58821;32604;
1663595044034;46792109;105137;88474;140712;22589;36716;20436;
1663595044050;46753257;104175;83466;122928;22548;36804;20436;
1663595044065;46777987;96564;98770;131742;41781;94944;103272;
1663595044081;46758831;104127;84089;120276;22544;36779;20436;
1663595044096;46776895;114575;95203;125424;22544;36476;20280;
1663595044112;46778913;118491;100379;193128;22544;36978;20592;
1663595044128;46757265;104152;82873;119886;22601;36996;20514;
1663595044143;46770951;104217;83043;119886;22558;36837;20358;
1663595044159;46778721;104147;84004;126984;22544;37086;20670;
1663595044175;46766697;104245;82491;122538;22544;36648;20358;
1663595044190;46790187;104884;85866;142428;22548;36605;20358;
1663595044206;46764083;105852;84508;135174;22544;36438;20280;
1663595044221;46757805;104214;82991;121758;22558;36243;20124;
1663595044237;46775755;113341;92980;126672;22544;37488;20826;
1663595044253;46765629;118821;100240;179010;22544;36610;20280;
1663595044268;46774269;104429;83014;124878;22594;36908;20514;
1663595044284;46764645;104271;83298;118326;22550;36471;20202;
1663595044300;46782433;104266;83124;129636;22544;37850;21060;
1663595044315;46761111;105797;84243;119808;22544;36398;20280;
1663595044331;46770157;104306;84636;119496;22558;37515;20826;
1663595044346;46779787;96910;92094;128778;78028;83880;96252;
1663595044362;46758614;835167;839409;732420;89432;94646;55926;
1663595044378;46769783;113106;96839;129948;22597;37668;20982;
1663595044393;46767751;118600;102554;192114;22550;36731;20436;
1663595044409;46770575;104384;84140;126906;22589;37293;20670;
1663595044424;46774697;105921;85204;130182;22548;36516;20358;
1663595044440;46766385;104407;84479;125580;22558;36993;20592;
1663595044456;46780517;104355;83091;134628;22544;37254;20748;
1663595044471;46764289;96936;95779;129558;65141;86204;94926;
1663595044487;46797276;519018;642567;439374;125559;175093;141414;
1663595044503;46733262;104222;86393;125658;21224;32952;18408;
1663595044518;46771633;113089;96129;126828;22558;37031;20514;
1663595044534;46767975;112780;110720;184626;42915;84584;82446;
1663595044549;46782954;104755;85674;139932;21217;31781;17706;
1663595044565;46756403;104237;83898;125892;22544;36603;20280;
1663595044581;46779897;96123;93573;135564;41519;76616;100386;
1663595044596;46773519;54219;131928;147030;101365;124473;116220;
1663595044612;46756572;138476;220203;198588;142132;347157;192972;
1663595044628;46769105;104185;83311;123708;22730;38479;21372;
1663595044643;46790633;66875;122872;150462;101344;111537;112320;
1663595044659;46779456;26278078;26987569;15098460;20266;36139;21528;
1663595044674;46733011;118852;98724;192270;22869;34837;27612;
1663595044690;46773737;104229;84324;126360;22544;36671;20358;
1663595044706;46764475;104198;82999;119730;22544;37189;20670;
1663595044721;46778223;104360;86070;128934;91388;84727;47112;
1663595044737;46768439;104209;83194;125268;22544;36405;20280;
1663595044753;46783707;78577;121928;141414;98254;111440;103038;
1663595044768;46747956;180140;247255;281814;60760;125852;69966;
1663595044784;46764049;104092;82999;118794;22638;36691;20358;
1663595044799;46779505;113100;92776;127374;22550;36706;20514;
1663595044815;46769447;119191;101088;187122;22558;36376;20202;
1663595044831;46763961;104200;83479;118170;22589;37238;20670;
1663595044846;46776081;95871;92336;123786;49859;84789;93054;
1663595044862;46797156;65842;140670;181584;26120409;26993408;15075606;
1663595044882;59430978;242862;22031317;12637170;104917;132114;156780;
1663595044897;46722736;119272;99194;161070;32267;52920;43446;
1663595044913;46749333;104190;82650;128310;22548;35341;23946;
1663595044929;46778297;113101;92755;131742;22544;36077;20046;
1663595044944;46761379;118614;100486;181350;22544;36564;20280;
1663595044960;46785169;100014;100298;136968;44021;89343;92664;
1663595044976;46746412;104716;88821;129948;21233;32317;17940;
1663595044991;46787965;63422;122144;152412;101345;109098;114582;
1663595045007;46749960;96251;94465;130416;40987;79377;92040;
1663595045022;46751124;111136;116069;137748;32969;61234;33930;
1663595045038;46772495;104471;87560;121992;22603;36484;20280;
1663595045054;46778983;104806;85954;130572;22558;36766;20436;
1663595045069;46773017;104622;102956;132600;41517;85782;71994;
1663595045085;46759703;120180;100790;177294;22589;38007;21216;
1663595045101;46774663;104124;83778;124800;22599;36498;20202;
1663595045116;46766389;104209;83058;119808;22544;36826;20436;
1663595045132;46771839;104803;84252;120900;22552;37303;20670;
1663595045147;46785459;104226;85477;136032;22544;37602;20982;
1663595045163;46760567;104301;83187;124722;22544;36841;20514;
1663595045179;46771197;104305;83682;125112;22548;36587;20202;
1663595045194;46768097;105864;84792;122694;22548;36321;20280;
1663595045210;46771817;113056;89383;122772;22555;36622;20280;
1663595045226;46777473;118534;97843;181350;22544;36603;20280;
1663595045241;46760155;104480;84709;119028;22548;37351;20748;
1663595045257;46782571;104309;83290;130416;22544;36579;20280;
1663595045272;46766889;104395;82821;125658;22544;36179;20124;
1663595045288;46766725;105042;83986;121290;22558;36934;20436;
1663595045304;46774005;105987;85763;124644;22544;37443;20826;
1663595045319;46765439;104312;82922;119340;22550;36394;20280;
1663595045335;46777697;104316;83022;125814;22558;37306;20826;
1663595045351;46776623;113175;90784;130650;22544;36636;20358;
1663595045366;46762797;118620;97588;174954;22544;37306;20670;
1663595045382;46781425;104451;83742;133302;22560;37143;20670;
1663595045397;46763085;105638;86003;125424;22544;37123;20748;
1663595045413;46765845;105781;84706;120978;22544;36573;20358;
1663595045429;46795331;104391;83933;145938;22548;36831;20436;
1663595045444;46744233;104864;82904;119184;22558;37573;20904;
1663595045460;46775275;104347;83146;123162;22544;36550;20280;
1663595045475;46776613;96854;96745;129636;35259;114754;110682;
1663595045491;46742892;123223;130329;146328;40153;68115;37986;
1663595045507;46784511;85409;118246;185562;95267;103061;103428;
1663595045522;46755550;97625;96858;128544;38925;64820;72228;
1663595045538;46766511;104417;83352;121758;22499;36770;20436;
1663595045554;46775771;106218;85542;126204;22544;36918;20436;
1663595045569;46770747;104403;84087;126984;22548;37697;20904;
1663595045585;46766453;96206;90725;123474;41517;74501;88218;
1663595045600;46769111;104839;84098;121290;22513;36744;20436;
1663595045616;46777343;104293;83381;127452;22544;36358;20124;
1663595045632;46780329;115947;93545;136110;22550;36759;20436;
1663595045647;46757777;118338;98962;177216;22973;38985;21684;
1663595045663;46769567;104978;83692;121134;22544;36736;20358;
1663595045679;46816525;26207405;27045673;15148458;20342;32239;19422;
1663595045694;46727247;104249;81949;135486;22859;34315;26910;
1663595045710;46772265;104238;82842;129246;22558;37989;21138;
1663595045725;46760101;104181;83655;118482;22544;36984;20592;
1663595045741;46780921;105809;85699;128466;92758;82590;45942;
1663595045757;46778045;104761;84241;135330;22544;37177;20748;
1663595045772;46760049;112954;89496;123552;22558;36431;20202;
1663595045788;46769417;118493;97150;176046;22558;36790;20436;
1663595045804;46783105;104096;85566;134472;22550;37564;20904;
1663595045819;46754929;104220;82603;118014;22544;36367;20202;
1663595045835;46777157;104096;82341;124644;22549;37225;20670;
1663595045850;46778781;106827;87177;133068;22544;36790;20436;
1663595045866;46766843;95892;94962;128856;61526;86604;98748;
1663595045882;46791734;108429;104419;171912;26023890;26898910;14953926;
1663595045902;59520179;255816;22476710;12740442;118623;134558;157638;
1663595045917;46727682;125488;107990;213096;40017;52991;43602;
1663595045933;46745563;104279;82487;124956;22589;35132;23790;
1663595045948;46782557;102939;102086;133302;46934;86330;73788;
1663595045964;46777836;312566;631874;429780;298488;625829;374946;
1663595045980;46785608;757756;1394727;851214;1109579;1912493;1062906;
1663595045995;46733697;104199;108218;140556;22910;52567;29172;
1663595046011;46786791;70450;142679;153036;95263;132183;114192;
1663595046027;46738274;103266;90335;125190;21224;35626;19734;
1663595046042;46789693;113118;120547;143910;22544;37340;20670;
1663595046058;46751051;118461;115213;223314;22593;37069;20592;
1663595046073;46771095;106436;89055;124566;22589;37582;20904;
1663595046089;46766689;104106;84987;120510;22548;36985;20592;
1663595046105;46787617;66510;131433;146172;101673;119994;110838;
1663595046120;46765154;159536;208263;256776;26776;69013;38376;
1663595046136;46752363;104407;85180;120822;22595;37083;20670;
1663595046152;46774639;106265;89968;123864;22553;36961;20514;
