# SYSTEM INFORMATION FOLLOWS
# emon db : alderlake
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 12
# num_logic_processor_per_core : 2
# device bigcore : num_events 10, num_unit 1
# device smallcore : num_events 10, num_unit 1
# tsc_freq : 2419.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC, DTLB_LOAD_MISSES.WALK_PENDING, TOPDOWN.SLOTS:perf_metrics, IDQ.DSB_UOPS:u0x2C, L1D.REPLACEMENT, L2_RQSTS.REFERENCES, FP_ARITH_DISPATCHED.PORT_0:u0x43, UOPS_EXECUTED.CORE
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;;;;;;;;;;;;;;;
;;bigcore;;;;;;;;;;;;;;;;;;;;
epoch;timestamp;CPU0;;;;;;;;;;CPU1;;;;;;;;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;;;;;;;;;;;;;;;;;;;;;
1663004089810;37679503;118249;103721;192087;5303;427290;146173;2469;8620;0;203387;41951;63434;69867;2800;235260;62185;1757;5070;0;117449;
1663004089826;37684823;113928;97957;198387;5741;554988;140720;2963;9987;0;155620;41791;37732;18270;1903;194850;57807;763;2317;0;63045;
1663004089842;37739372;76232;127513;200088;9979;520434;125069;3265;11792;1;184512;116916;117799;91665;7241;452064;148457;2743;8991;0;208596;
1663004089857;37630892;119627;105498;190134;4939;436350;150022;2463;8192;0;203642;40594;63815;65772;4074;215220;59000;1728;4842;0;121972;
1663004089873;37716806;111151;115415;196560;6234;442266;136918;3191;10144;0;214603;61258;69583;73773;2706;271812;85421;1646;4357;0;138826;
1663004089889;37721530;80387;106652;148806;3677;471600;123027;2799;9551;0;156728;117128;105405;53550;5074;561102;145986;2333;8044;0;169820;
1663004089904;37621568;127326;95952;197631;4846;557808;155907;2353;7967;0;165454;22504;31891;15624;1903;154992;33858;845;2525;0;42105;
1663004089920;37712502;103096;99531;203427;4832;398448;128231;2670;8482;0;189122;62494;72486;87255;4140;264192;87434;1745;4898;0;149008;
1663004089935;37691842;107464;104699;189567;4931;415956;133480;2775;8979;0;195463;56457;62623;62496;2172;232632;76584;1381;3869;0;133353;
1663004089951;37671046;466578;687144;471366;76235;3120618;723652;13780;60573;0;910988;3605730;3245990;1573614;234830;18367512;4941089;43819;247059;0;5031240;
1663004089967;37641637;110810;112500;209790;5760;631980;153980;2661;11616;0;161133;42691;47294;22995;2525;244704;67216;846;3359;0;69565;
1663004089982;37697606;105178;113578;205002;5068;458070;138313;2812;9579;0;196481;58198;81675;75348;5694;286674;90938;1923;6076;0;154216;
1663004089998;37746718;73320;83040;124551;3538;414204;112510;1856;6271;0;121512;97759;115722;82782;8819;617136;136207;2598;11574;0;152944;
1663004090014;37634190;136892;122978;214641;6966;720264;183247;2891;11847;0;184646;22492;32107;15624;1892;155604;34611;834;2565;0;42355;
1663004090029;37669770;126234;118109;270207;5057;677406;168279;3126;12039;0;177130;41746;38856;18900;1908;200394;60698;734;2437;0;64898;
1663004090045;37700209;105689;105217;190512;4800;432468;134251;2691;8939;0;191555;57383;73395;61551;5116;257190;82176;1539;4687;0;141981;
1663004090060;37702875;101912;102547;187236;4971;407442;125544;2680;8899;0;186866;60752;73780;68733;3120;263016;85994;1636;4567;0;150532;
1663004090076;37688509;110848;92037;198702;4967;519738;136769;2598;8809;0;151726;41791;37872;18333;1946;195624;59049;725;2326;0;63889;
1663004090092;37737974;61310;89037;154980;3948;395394;98851;2295;8426;0;126899;117345;108392;86310;5475;534186;153262;2454;8867;0;183389;
1663004090107;37632241;122322;107568;190197;5069;451236;152717;2533;8395;0;210041;40600;66115;65520;4374;215592;59703;1716;4871;0;129213;
1663004090123;37717432;101825;101413;199080;5200;402234;127944;2700;8545;0;192639;61258;68731;81018;2634;252108;85839;1626;4418;0;143889;
1663004090139;37687702;113237;98371;196308;6355;557742;142935;2969;9866;0;154905;41793;38111;18522;1912;193524;58989;756;2338;0;64235;
1663004090154;37710561;120798;107795;213192;5613;614724;153448;3005;10458;0;167343;41656;38870;18837;1930;197820;60840;748;2353;0;65046;
1663004090170;37696193;118897;119572;257607;4981;516264;152722;3136;10361;0;211113;59841;71126;83223;4155;255156;84260;1635;4586;0;145048;
1663004090185;37691930;101828;100892;189819;4784;397806;127821;2715;8438;0;190263;61292;67099;70749;2619;263496;85515;1621;4470;0;138498;
1663004090201;37671751;110913;91489;197379;4952;516756;135503;2607;8632;0;150812;41791;37650;18207;1879;194298;58842;742;2319;0;63250;
1663004090217;37689365;112626;93786;204372;5247;531432;137438;2660;8865;0;153637;41656;37825;18396;1893;193002;59827;740;2197;0;64637;
1663004090232;37724893;67310;92804;167076;6404;402534;108015;2485;7521;0;139117;116910;104863;91539;5484;491544;147951;2408;8406;0;185026;
1663004090248;37634688;118255;102590;194418;4799;426780;145328;2383;7545;0;202449;41969;63169;71883;2712;216030;61350;1707;4518;0;123076;
1663004090264;37714114;102561;101982;203553;5305;408768;126666;2726;8583;0;187619;59050;71943;80136;5693;260256;84381;1654;4932;0;146767;
1663004090279;37681008;120264;113211;214893;6425;645186;162524;3061;11869;0;168336;41791;38598;18585;2016;199710;59505;758;2525;0;63671;
1663004090295;37722749;85531;116837;239337;4900;530100;134547;3097;10494;0;167790;118817;108695;91161;5997;504426;155529;2809;9661;0;195675;
1663004090310;37628097;118391;103117;188055;5084;431784;149270;2410;7953;0;202533;41950;64350;66213;2654;218118;61936;1686;4588;0;124796;
1663004090326;37696458;112529;96216;202230;5006;544656;137165;2696;8974;0;153958;41791;37674;18207;1931;193014;58643;760;2355;0;63491;
1663004090342;37691340;102759;100833;186732;4978;402198;127674;2669;8510;0;187133;58067;71874;68418;3894;255762;82130;1598;4584;0;145936;
1663004090357;37709931;119328;104850;192339;5313;437682;148712;2511;8444;0;202009;40601;65769;68355;4283;223236;59925;1743;5080;0;123650;
1663004090373;37709596;101913;100868;196308;4968;397896;125784;2678;8290;0;189580;61254;69241;78750;2664;259974;87311;1644;4429;0;144341;
1663004090389;37679032;110909;90933;194922;5092;512670;133485;2621;8452;0;151126;41793;38228;18522;1835;195888;59294;757;2303;0;64327;
1663004090404;37680352;111097;93910;204120;4751;532290;135384;2612;8813;0;150416;110054;88765;43029;7672;499554;95966;1745;8791;0;137450;
1663004090420;37695622;112667;115256;195300;5720;496356;140722;3016;10565;0;199130;58216;72820;41013;3869;247572;81502;1586;4428;0;145600;
1663004090435;37726765;89456;94467;165375;2957;485862;130763;2227;7590;0;139937;97757;94692;79569;6001;493128;122613;2514;8809;0;146833;
1663004090451;37670600;126449;175851;226422;12096;638388;194231;4002;15075;0;320433;105258;125218;92925;6008;412734;131312;3372;10094;0;235086;
1663004090467;37737695;386582;692902;562653;77354;3283332;660487;14057;71926;0;786473;3631883;3311482;1605366;243158;18919884;5093635;44691;250058;0;4996942;
1663004090482;37657371;103224;112421;195426;5380;460134;132485;2639;10584;0;186761;57204;82118;71505;4241;303234;86332;1523;5581;0;145951;
1663004090498;37708083;121385;111512;194292;5364;472638;152780;2578;9105;0;207963;40234;74509;69111;4945;255114;63056;1866;6455;0;130720;
1663004090514;37695491;127219;96798;194922;4913;563202;160083;2387;8407;0;166403;22495;32240;15687;1863;155892;34512;853;2687;0;42736;
1663004090529;37707297;102143;103983;196812;5099;410796;128624;2682;8935;0;188778;59328;75923;76923;5084;275304;86326;1649;5189;0;148220;
1663004090545;37700746;131710;132103;201663;8523;529626;167010;3140;11624;0;239306;44312;81153;71064;4591;272070;70606;2115;6089;0;143091;
1663004090560;37684423;120762;133402;206325;5057;578952;160841;3279;12050;0;224190;62383;73094;75285;2664;277962;89285;1732;5106;0;149939;
1663004090576;37680427;112878;96420;196434;4761;546228;141749;2642;9140;0;154817;41836;38664;18711;1875;196680;58537;752;2421;0;63946;
1663004090592;37683516;110844;92573;192213;4923;523182;134590;2547;8494;0;151000;41656;38275;18459;1900;194754;57864;752;2316;0;63004;
1663004090607;37702899;103189;100060;187299;4874;401052;126480;2663;8280;0;187413;59701;72388;69300;4453;259506;85358;1919;5274;0;147172;
1663004090623;37697243;118206;101980;189693;4799;424698;147449;2396;7913;0;199809;41469;63101;67662;2613;215220;62232;1670;4511;0;122503;
1663004090639;37684589;111476;90961;192591;4823;512874;135340;2611;8751;0;150856;41793;38845;18711;2248;197664;59426;751;2411;0;64439;
1663004090654;37692768;113696;96355;205758;5178;545664;139390;2723;9470;0;155799;41656;38212;18648;1963;196362;59132;740;2293;0;63706;
1663004090670;37692970;103082;99362;191835;4729;394170;126041;2682;8230;0;188910;62494;71919;75789;3984;261318;87232;1770;4676;0;150359;
1663004090685;37705721;111179;110017;193473;5315;470118;138017;2999;9905;0;195151;57973;68832;45612;2737;244452;78335;1438;4044;0;139993;
1663004090701;37744065;81705;112574;224658;5487;514194;127662;3019;10648;0;160131;117077;114875;88893;8091;552696;150309;2525;10680;0;187649;
1663004090717;37616579;127484;96762;197820;5248;562266;158298;2377;8247;0;166668;22504;32541;15750;1919;156720;33729;860;2613;0;42232;
1663004090732;37699085;103211;100010;190071;4745;399762;126591;2685;8578;0;189231;62485;72061;71757;4067;262374;87259;1768;4919;0;150260;
1663004090748;37737913;134843;170326;227052;23248;576396;150770;5972;16270;0;319144;120349;128702;99540;5922;462654;149111;3050;9002;0;263977;
1663004090764;37693297;343343;435068;668115;16444;2430522;569847;10383;44197;0;549941;52880;60581;29295;5478;198108;67293;1162;4114;0;105973;
1663004090779;37656292;110733;95764;196056;5284;537036;136629;2630;9597;0;152562;41971;41389;19971;2086;207282;59607;783;2665;0;65219;
1663004090795;37699734;106851;105836;188559;4866;425328;132301;2756;9273;0;196698;66128;77664;70812;3598;270126;90996;1575;4663;0;161246;
1663004090810;37673252;127582;123626;204624;7149;491064;161120;3027;10778;0;232329;42058;66934;77553;3085;245142;62300;1740;5260;0;115293;
1663004090826;37671006;127760;115844;261072;5933;661224;161259;3163;11545;0;175610;41836;38318;18522;1912;196386;58710;747;2401;0;63759;
1663004090842;37671751;111035;90261;192591;4951;510630;134421;2558;8529;0;150243;41746;37758;18396;1920;192342;58524;753;2322;0;63583;
1663004090857;37752121;82427;147404;212751;13847;575178;135363;3668;13481;2;219538;116918;120675;90531;9014;447204;144263;2866;9411;0;211782;
1663004090873;37663495;143509;129594;140112;7994;693138;152671;2824;12215;0;198632;97772;96338;78183;6139;500778;121438;2505;9157;0;145722;
1663004090889;37619997;127376;95741;197883;5155;556746;155786;2323;7938;0;165748;22492;31779;15561;2041;154110;33965;864;2629;0;42041;
1663004090904;37735414;63146;86016;139041;3188;341940;95616;2295;7579;0;133309;116918;105663;55818;5567;556176;144885;2396;8336;0;169591;
1663004090920;37635609;119641;103668;193536;4762;428226;147995;2443;7655;0;203438;41049;65576;70245;5974;220698;61334;2139;5904;0;124930;
1663004090935;37698383;121356;106336;194859;4923;438060;148423;2526;8168;0;206846;37200;53895;66087;2304;190254;53228;1478;4190;0;107395;
1663004090951;37679266;121508;111881;207144;6050;638928;150483;3072;12070;0;165616;41791;40873;19719;1953;211416;59104;758;2550;0;63415;
1663004090967;37698496;117319;118288;257607;4879;509844;146709;3117;10556;0;206329;57728;72189;85113;4284;258480;80495;1592;4529;0;143319;
1663004090982;37706610;3642387;3306944;1735965;230394;18923388;5106188;44744;258358;0;5033498;274492;482753;254898;62773;2113914;530641;10382;41396;0;591504;
1663004090998;37636504;101799;116695;197757;5716;478758;137280;2746;10878;0;195065;61650;82210;73647;3532;302832;93716;1691;5893;1;161535;
1663004091014;37699551;102691;105280;195426;5211;434592;132599;2657;9008;0;188896;60104;71833;66402;2155;259224;86946;1517;4419;0;148227;
1663004091029;37687989;110526;95838;192969;5340;542856;142308;2613;8947;0;153167;41791;38552;18648;1822;197034;58946;724;2265;0;64185;
1663004091045;37704191;102853;101747;191142;4775;407568;128789;2662;8395;0;189505;59752;70386;70686;3737;257262;86144;1589;4728;0;143581;
1663004091060;37707035;104443;100250;190071;4976;409680;127860;2674;8673;0;188073;58353;70941;67347;4907;251286;80443;1582;4664;0;140413;
1663004091076;37726473;138764;128486;209349;8356;753372;187269;3241;13214;0;183657;22516;37605;18333;3288;185940;36710;897;3506;0;43624;
1663004091092;37694817;120066;129072;271341;4975;575004;161117;3230;12281;0;213493;57927;75659;74214;5205;264432;83486;1598;5038;0;148809;
1663004091107;37740276;87500;109753;201978;6210;476658;134239;2538;9103;0;173925;98387;111985;99981;7461;493926;135144;2718;10795;0;179288;
1663004091123;37616003;118267;104172;186984;4836;435972;146859;2409;8066;0;205581;41937;64143;64827;2625;214854;62269;1710;4574;0;126440;
1663004091139;37692369;110836;93119;193599;5139;526188;137617;2579;8609;0;152153;41793;37903;18459;1992;196590;58258;741;2438;0;62690;
1663004091154;37688410;111073;92637;198828;4801;525120;138389;2624;8794;0;151254;41656;37936;18522;1894;197352;58113;729;2263;0;62732;
1663004091170;37697492;105646;104497;188937;4831;420372;133194;2759;9052;0;194953;62494;76835;69993;3615;267960;88960;1750;4883;0;160189;
1663004091185;37709395;101805;100224;194040;5035;398118;125368;2719;8659;0;191005;61249;67037;75852;2769;265170;85849;1593;4365;0;138466;
1663004091201;37674499;112414;95438;197505;4973;540066;139475;2631;8876;0;152572;42220;38888;18774;1992;197856;58883;759;2388;0;64571;
1663004091217;37705139;120384;105005;207774;5124;597702;148828;2960;10378;0;164439;41656;38084;18459;1900;195624;58179;762;2243;0;62894;
1663004091232;37688627;118752;119219;244440;4895;511464;150302;3161;10503;0;210553;61630;73056;71505;4487;262782;86948;1981;5296;0;147888;
1663004091248;37711502;101675;100186;197631;5110;395412;124748;2689;8355;0;190604;61294;68673;80766;2690;270570;86145;1636;4406;0;138966;
1663004091264;37666211;111340;93647;203301;4857;529038;136374;2571;8382;0;151935;41791;38323;18522;1935;195048;58268;767;2339;0;63264;
1663004091279;37676029;110744;91303;196938;4940;515856;136474;2566;8263;0;152047;41656;38478;18711;1803;196782;58272;757;2266;0;63453;
1663004091295;37694498;105203;101322;192969;4910;400632;127366;2754;8674;0;192575;60039;73919;76608;4097;259818;85743;1698;4715;0;153372;
1663004091310;37702062;122855;108694;200403;5072;456474;153467;2597;8627;0;206506;40888;70605;71631;4746;239748;61531;1778;5601;0;127188;
1663004091326;37687510;195693;147745;231714;10814;867516;197292;3359;15098;0;242017;22487;31840;15435;2057;155316;34230;869;2587;0;41992;
1663004091342;37686283;120669;106141;199962;5252;604980;151249;2973;11000;0;166027;41791;39687;19215;1876;204810;59001;735;2400;0;63668;
1663004091357;37693043;118840;118924;240723;4828;512328;151920;3168;10767;0;209973;58403;73216;68922;4091;261960;82551;1622;4511;0;145689;
1663004091373;37747084;95998;138316;211302;11874;559950;148378;3277;12163;1;216539;97750;111011;92862;6150;410748;122623;2881;9425;0;189161;
1663004091389;37618524;129371;98875;197820;6301;575460;161976;2743;9504;0;168399;22483;32683;15876;2021;156912;34938;858;2635;0;42729;
1663004091404;37680692;111316;92892;200718;4717;525750;135794;2611;8537;0;151468;41656;38988;18774;1918;199356;58808;752;2270;0;63840;
1663004091420;37694738;106442;105090;189567;5015;421122;133626;2735;8902;0;194522;59784;71730;68418;4248;255504;83153;1649;4649;0;149495;
1663004091435;37706330;101612;98441;188307;4841;387870;124120;2687;8379;0;186308;61252;68558;71757;2625;256896;84889;1631;4326;0;142198;
1663004091451;37685807;111358;91920;198324;4933;519294;134877;2597;8565;0;150805;41746;37601;18081;1909;194622;57587;754;2232;0;62420;
1663004091467;37696630;120238;103263;199962;5379;587922;147990;2942;10280;0;162339;41656;37382;18081;1906;192846;57761;749;2224;0;62713;
1663004091482;37700372;121245;119405;245511;4818;513396;153562;3182;10427;0;210126;59506;72903;70686;4171;266844;82992;1626;4815;0;142238;
1663004091498;37723148;3669351;3246205;1703709;234461;18589548;5013718;45421;252838;0;5006312;275513;469791;248031;60507;2080164;516726;10262;41154;0;577466;
1663004091514;37684205;61307;103641;174510;4798;465690;109042;2369;9803;0;134375;118614;135096;84987;7897;669810;175581;2624;11586;1;197080;
1663004091529;37624966;122644;118076;196560;5567;523434;163228;2585;9898;0;210473;37908;72536;52164;4727;236604;59306;1690;5482;0;126999;
1663004091545;37698588;103142;107387;190890;4809;430530;129744;2729;9335;0;191671;59981;77987;72009;5671;271080;90155;2024;6022;0;154968;
1663004091560;37695355;118345;107193;192843;4816;446154;150131;2496;8264;0;206281;41964;67276;70875;2956;226842;63114;1744;5005;0;126769;
1663004091576;37697397;102475;102370;187362;5029;413202;128383;2666;9012;0;188091;58293;75532;69993;5014;267348;85804;1610;4991;0;149712;
1663004091592;37691056;127214;100390;196182;5021;584424;162720;2392;8212;0;168040;22499;31897;15435;1859;156948;34185;862;2623;0;42186;
1663004091607;37709043;114753;124940;197631;7162;550116;150052;3190;11891;0;204161;58132;75219;36477;3872;262908;85333;1575;4736;0;149811;
1663004091623;37699662;117363;126617;274302;5077;553878;156520;3219;12059;0;212473;61302;72109;82341;3058;262272;87918;1658;4696;0;149686;
1663004091639;37683973;112430;94943;198576;5087;537972;139599;2667;8995;0;153527;41838;37986;18459;1873;195126;59127;747;2338;0;63836;
1663004091654;37677088;110505;90877;194481;4958;513612;134752;2614;8659;0;150514;41656;38247;18522;2070;195480;60044;751;2401;0;64619;
1663004091670;37702205;102795;101417;188811;5106;404430;125245;2694;8452;0;189469;59752;69640;69930;4099;251016;83273;1624;4568;0;142632;
1663004091685;37710498;103045;105328;191457;5485;413100;127952;2782;8923;0;198158;61251;67679;70182;2785;264720;86981;1615;4280;0;143276;
1663004091701;37679893;112578;94772;200277;6263;536214;139276;2883;9558;0;152982;41791;38308;18648;1977;194124;58626;748;2348;0;64082;
1663004091717;37734476;62840;85515;141876;3571;384060;97791;2328;7710;0;122208;117048;104906;85302;6262;522780;150288;2421;8760;0;178997;
1663004091732;37641476;129211;120363;198072;5850;487602;165515;3034;9763;0;233564;43921;67516;69111;4006;243726;66072;1904;5361;0;127703;
1663004091748;37725594;73728;93507;166257;2796;461388;113734;2429;8095;0;129111;117088;101414;84294;5627;528948;148601;2367;8327;0;170119;
1663004091764;37633765;129881;100737;206199;5238;585678;163432;2435;8412;0;171260;22504;32174;15561;1933;155538;34767;827;2532;0;42350;
1663004091779;37673611;110819;92028;193284;4763;520740;135028;2571;8517;0;150536;41701;39308;18900;2026;198744;59575;755;2392;0;64908;
1663004091795;37707013;108797;110505;194103;4868;434316;135674;2878;10061;0;205463;138474;135211;103068;7639;604806;133624;2585;11617;0;244734;
1663004091810;37713768;162385;313523;289548;30563;1099452;272602;5531;21941;0;484618;134008;169905;107856;14461;552528;175822;3575;11749;0;281352;
1663004091826;37709378;191851;249834;425250;16068;1315782;297312;4668;24334;0;323821;34610;74315;35910;6431;240870;61278;1728;6438;0;117465;
1663004091842;37675848;110945;101275;197064;5184;571638;143090;2608;9332;0;155355;41926;39611;19152;2052;203526;60615;743;2559;0;65314;
1663004091857;37702892;105927;109707;193914;5288;439482;133916;2831;9395;0;195188;59966;80923;75600;6938;279072;89863;2064;5727;0;160879;
1663004091873;37703497;131117;128898;201915;6907;580194;168958;2984;11030;0;219833;38473;72041;35028;4549;227406;58493;1728;5374;0;129732;
1663004091889;37688784;126651;127711;209979;6597;733398;166747;3117;12105;0;176051;41838;38358;18585;2148;197052;58818;743;2537;0;63648;
1663004091904;37686643;111003;92880;197568;4781;525828;136355;2589;8769;0;151174;41746;38518;18648;2011;195162;59020;745;2414;0;64352;
1663004091920;37740006;70122;104768;158571;5662;411540;110416;2690;9210;0;157772;116964;111516;58464;7764;528240;148719;2516;9088;0;185490;
1663004091935;37627858;121529;107043;190386;5058;448962;152918;2524;8274;0;207037;37218;56819;60921;2191;194328;53403;1491;4249;0;111418;
1663004091951;37674072;110844;96005;194859;5278;542862;138333;2607;9241;0;152815;41798;40447;19593;1913;207906;59523;742;2584;0;63902;
1663004091967;37731174;74194;182601;229572;22443;616770;126062;3912;16664;0;269397;122816;130830;96642;6718;462654;157975;2945;9427;0;212949;
1663004091982;37713444;118276;129863;202671;8900;466020;146825;2771;9630;0;238947;42739;90616;77679;7763;205014;64632;2082;6722;0;173880;
1663004091998;37715817;113820;125565;204372;6491;488070;146005;3213;10961;0;216047;67197;95415;83790;8285;317862;99751;2123;7263;0;181401;
1663004092014;37714544;3704229;3359369;1858941;233277;19537620;5202663;46008;266528;0;5041226;230453;394458;191394;58350;1891212;435911;8910;35647;0;452418;
1663004092029;37643681;110884;104377;209412;5414;582582;139902;2601;10650;0;155004;42646;44150;21546;2583;229914;64101;822;3596;0;67582;
1663004092045;37690263;103202;103073;194922;4897;412734;129679;2703;9048;0;185416;56409;73757;73836;4227;266100;82014;1493;4788;0;140153;
1663004092060;37751819;83923;103635;187110;8787;461898;127339;2723;9287;0;155991;98431;117016;88137;8374;543558;133037;2743;11430;0;173322;
1663004092076;37710388;132749;256675;287343;6063;1521774;174096;2670;10030;0;177726;22483;32417;15813;2122;158184;34526;849;2715;0;42432;
1663004092092;37594906;110800;92526;196875;4908;522684;136990;2586;8951;0;152652;41791;38881;18900;1896;199110;60359;743;2499;0;65181;
1663004092107;37696231;103275;101035;186921;5025;403434;126750;2693;8747;0;188267;58423;73250;68418;4537;260898;85226;1619;4719;0;147470;
1663004092123;37714472;130757;131010;203994;7991;524100;170023;3055;11118;0;234536;49718;91763;79128;4660;291180;79413;2181;7337;0;169031;
1663004092139;37688553;118493;122804;250047;5451;537702;152438;3188;11090;0;208549;56763;76289;70119;2918;260160;81141;1469;4331;0;148879;
1663004092154;37661744;110614;94627;196875;5243;535782;136904;2614;8676;0;153021;41836;38163;18585;1959;194916;58371;741;2396;0;63788;
1663004092170;37698487;102955;102640;189441;4726;411444;126740;2690;8569;0;187484;60261;74112;71001;5860;264678;86326;1971;5630;0;146760;
1663004092185;37733518;73854;77360;112077;3091;384852;109266;1808;5395;0;119251;97803;97321;75537;5713;511566;123114;2491;8830;0;146233;
1663004092201;37640333;119079;103768;193725;5121;436368;145849;2478;8015;0;200731;38841;66519;71190;5969;215364;58193;1682;4960;0;125175;
1663004092217;37677589;127420;95281;197694;5016;553860;154733;2383;7806;0;165714;22486;31340;15246;1991;153186;34089;864;2539;0;42084;
1663004092232;37705718;103354;100540;195678;4735;398040;126428;2697;8480;0;189705;62485;73219;79065;3935;264528;89180;1737;4611;0;152028;
1663004092248;37702459;101869;102458;193788;5402;408762;125353;2706;9258;0;185239;130369;125798;101682;8877;572754;126154;2657;11568;0;226133;
1663004092264;37698386;120495;108257;199899;6002;617130;149798;2999;11009;0;161365;42016;37721;18270;2013;192174;58317;759;2420;0;63580;
1663004092279;37678836;126534;109170;249921;5367;622986;158045;3121;10570;0;173217;41746;37867;18270;2013;194736;57440;750;2314;0;62915;
1663004092295;37701198;106404;103836;191394;4963;407250;129512;2790;8858;0;195469;62583;73905;74655;3987;266382;89241;1781;4991;0;158911;
1663004092310;37717441;101880;99512;206136;5068;394530;125414;2698;8461;0;190150;61249;68698;90090;2742;251352;85603;1619;4399;0;145225;
1663004092326;37726636;62955;84017;139482;4034;372516;95513;2310;7996;0;121935;119289;109434;87885;6756;545394;152975;2753;10112;0;179370;
1663004092342;37618717;127359;97128;199836;5228;565224;153978;2359;8110;0;165148;22496;31449;15372;1840;152550;33468;847;2578;0;41717;
1663004092357;37702458;105200;104185;194103;4780;416820;128885;2781;8922;0;195025;62496;72350;72513;3869;260586;87882;1743;4783;0;154349;
1663004092373;37697162;101775;100280;186921;4677;398334;126621;2666;8257;0;186988;61289;70508;70875;2677;258588;85906;1618;4294;0;144019;
1663004092389;37750658;76331;127779;203301;10245;513162;124211;3310;11598;1;187240;117123;115220;94122;6140;452718;146416;2700;8766;0;206013;
1663004092404;37643138;138708;110422;216279;6217;645030;174633;2803;10195;0;179573;22517;32342;15687;1871;158538;34370;857;2560;0;42163;
1663004092420;37677967;119002;119260;241290;5054;512280;152336;3168;10535;0;209451;59841;71954;68985;4140;256368;83469;1628;4478;0;145636;
1663004092435;37707116;102126;102129;189126;4942;402066;126982;2739;8562;0;192352;61297;67130;68922;2625;265386;84993;1610;4330;0;137378;
1663004092451;37671824;110858;90296;194418;5288;511002;132803;2574;8711;0;150249;41791;38066;18585;1950;194910;57498;740;2229;0;62849;
1663004092467;37667352;111373;91422;192780;4855;517386;133505;2614;8557;0;150107;41656;37881;18333;1877;192534;57453;742;2368;0;63208;
1663004092482;37703340;103104;100472;190071;4862;396948;126727;2708;8303;0;191100;61542;68218;71127;4443;251646;85275;1922;5251;0;143826;
1663004092498;37707645;101895;98605;188370;4976;390624;123545;2660;8317;0;189551;61258;68440;72072;2598;251946;84929;1598;4109;0;143960;
1663004092514;37751205;108175;167970;241605;11318;582654;168646;4235;15350;0;301454;121007;123823;114597;6680;437832;148033;2898;8704;0;249037;
1663004092529;37789471;259647;487721;384363;62412;2151210;460599;11168;47563;0;551892;3700143;3398602;1684305;243362;19454844;5267558;45362;260566;0;5105498;
1663004092545;37564625;136211;151336;280665;8274;695094;191946;3236;15118;0;237444;39245;86054;71316;6065;273822;65913;1846;6734;0;143405;
1663004092560;37684023;118317;106439;192591;4779;445488;152269;2495;8553;0;205530;41939;68293;69930;2941;230826;63895;1733;5319;0;130100;
1663004092576;37693169;110841;98066;198198;5029;554694;143422;2576;9125;0;154718;41791;40711;19719;1830;207414;60746;755;2720;0;65309;
1663004092592;37683807;110973;93646;198198;4896;530826;138490;2564;8733;0;152411;41656;38330;18396;1913;196830;59621;747;2378;0;64136;
1663004092607;37699737;103317;101445;192087;4766;404334;131098;2700;8576;0;190649;59755;67783;71883;3752;251880;84394;1583;4382;0;141492;
1663004092623;37743615;57308;75004;112392;2922;355350;89503;2015;6156;0;105723;117090;102725;79821;5347;547092;149444;2343;8470;0;168328;
1663004092639;37634552;128990;99628;200718;6383;580248;161811;2714;9051;0;168623;22513;32829;16002;1913;159942;34021;849;2734;0;42259;
1663004092654;37678555;110611;91636;195615;4792;517620;135681;2581;8535;0;151370;41656;38330;18711;1985;196080;58722;711;2212;0;63747;
1663004092670;37756224;79996;144741;213885;15880;601794;130651;3457;12854;0;189573;116972;119400;63189;6135;467394;148589;2688;8975;0;202706;
1663004092685;37620589;134033;123300;250173;5460;550854;171487;2903;10676;0;228298;41969;65518;72324;2959;219216;61334;1702;4919;0;126088;
1663004092701;37681957;110904;93022;199458;4995;524712;135438;2581;8647;0;151685;41836;38569;18711;1982;198180;58540;753;2472;0;63673;
1663004092717;37681404;111241;92912;198576;5067;525450;137227;2619;9219;0;152441;110057;88569;43029;7844;497640;97035;1741;8793;0;137860;
1663004092732;37729447;71452;102001;189819;4733;431088;111238;2706;9610;0;153061;117093;106448;90090;5190;476790;146521;2458;8635;0;191229;
1663004092748;37638472;121147;105281;195552;5130;445440;150937;2485;8229;0;202387;37651;71701;77049;7236;221598;55836;1628;4932;0;127406;
