# SYSTEM INFORMATION FOLLOWS
# emon db : alderlake
# num_packages : 1
# num_modules_per_package : 1
# num_cores_per_package : 12
# num_logic_processor_per_core : 2
# device bigcore : num_events 10, num_unit 1
# device smallcore : num_events 10, num_unit 1
# tsc_freq : 2419.20 MHz
# ufs_freq : N/A MHz
# END OF SYSTEM INFORMATION
# GROUPING INFORMATION FOLLOWS
# group 0 : INST_RETIRED.ANY, CPU_CLK_UNHALTED.THREAD, CPU_CLK_UNHALTED.REF_TSC, DTLB_LOAD_MISSES.WALK_PENDING, TOPDOWN.SLOTS:perf_metrics, IDQ.DSB_UOPS:u0x2C, L1D.REPLACEMENT, L2_RQSTS.REFERENCES, FP_ARITH_DISPATCHED.PORT_0:u0x43, UOPS_EXECUTED.CORE
# END OF GROUPING INFORMATIONS
# START OF COLLECTION
timestamp;;package0;;;;;;;;;;;;;;;;;;;;
;;bigcore;;;;;;;;;;;;;;;;;;;;
epoch;timestamp;CPU0;;;;;;;;;;CPU1;;;;;;;;;;
;;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;INST_RETIRED.ANY;CPU_CLK_UNHALTED.THREAD;CPU_CLK_UNHALTED.REF_TSC;DTLB_LOAD_MISSES.WALK_PENDING;TOPDOWN.SLOTS:perf_metrics;IDQ.DSB_UOPS:u0x2C;L1D.REPLACEMENT;L2_RQSTS.REFERENCES;FP_ARITH_DISPATCHED.PORT_0:u0x43;UOPS_EXECUTED.CORE;;;;;;;;;;;;;;;;;;;;;
1663004164404;38508077;96129504;78236540;38439072;2583698;216965844;143468792;823280;2095561;6321892;288200259;114383308;78128049;38386530;444183;252280740;158411326;613596;1090298;10706935;287973648;
1663004164420;38608520;84919322;77936545;38301606;1616423;248516256;178345822;778707;1555095;6623887;255041245;79863472;77716003;38194695;1966690;218218590;149983329;897694;2133021;5335426;254281911;
1663004164436;38578944;62971427;67806372;32992344;5279981;208365528;89825872;1296113;3678954;1264601;169244647;62921378;70433123;34265133;3780660;234868920;114362138;1125061;3116461;3407626;173775247;
1663004164466;72347314;170440264;145729137;72066519;1721038;410886450;289626290;977192;1887024;15427664;534333517;193590916;145548864;71977311;1580381;463034310;342406119;1215182;2104960;15585236;533844907;
1663004164482;38618411;40852796;55297685;26910450;5130439;165831042;55905665;1307442;4201368;245926;119749440;61781452;64838802;31534146;4937717;250583730;98739083;1344433;4143485;2063434;134368198;
1663004164498;38531999;125450693;78392192;38486637;402510;243658596;152992611;480909;871714;12185285;305858341;96031960;78285045;38434473;838731;226522890;174745159;616147;1103839;6588153;305460453;
1663004164514;38546928;62878646;78001442;38390814;1728839;178079022;124132054;582494;1333391;4340483;262705736;99536120;77834595;38309229;471401;289460568;220356004;614002;829901;9050230;262402773;
1663004164530;38677088;50719436;61483789;29829933;5472581;220102752;72567532;1182945;4139974;707986;118375915;47223599;64496909;31290525;5053507;218015688;67360479;1039621;3481084;666396;119875689;
1663004164546;38535960;103870157;78029999;38428551;756208;227585904;159461043;526113;972932;7764776;295022013;110773444;77981268;38404926;506508;240794040;153903415;527712;1002442;10241031;294750978;
1663004164562;38554720;76924131;78256883;38502702;1462723;213555090;154546306;591130;1504342;5426565;265090614;91642480;78046727;38399697;908396;255414750;193638804;667552;1132845;7887912;264544389;
1663004164578;38648104;62835629;78653564;38375064;5623918;226050720;85381947;1199039;4138000;202040;174689859;67913648;78448530;38275713;4853788;244984320;105089658;1104297;3686779;1766193;174295992;
1663004164608;72417165;174744724;146366650;72324756;2440048;418651392;313021921;1186292;2489231;12959622;543198746;197564568;146165141;72226035;369354;459067206;326460595;952305;1454592;17951496;542668192;
1663004164624;38597683;55413249;77502622;37754262;5909840;220414590;76194532;1345467;4488205;413957;160774052;65334996;75756250;36907101;5367214;243054792;97676404;1262099;3743485;1737473;159291604;
1663004164640;38563640;115900706;78153314;38487078;1453366;235341996;146244545;647735;1362004;10450882;296443990;101844930;78013123;38418471;1144248;233192466;166761583;735563;1420896;7303254;295921200;
1663004164656;38590020;90935768;77626436;38360196;1151606;256645164;193241560;669199;1217156;7608100;264836933;74424511;77549541;38322018;994401;208985364;154668198;491595;946760;6044436;264657669;
1663004164672;38629116;48630108;58979048;28746711;5193954;212515008;69468547;1346991;4400998;622556;118074322;49446678;57289334;27925821;4543436;201939696;75013589;1202368;3802748;1232877;117136403;
1663004164702;72417632;174142045;146983181;72337293;1474413;420457524;300616950;892695;1644804;15529645;544132828;194409226;146755840;72225909;791474;460814790;344805712;989229;1598184;16127135;543432853;
1663004164718;38642918;39588769;54584519;26705700;5098655;170904996;52575042;1291607;4253697;61120;107398654;54977035;61593249;30108393;5096108;233605992;82931558;1310605;4266056;1275924;118289951;
1663004164734;38582140;104470857;78288420;38520090;1098520;228019380;148713282;421970;945408;9742199;297606397;111011625;78200477;38477061;576276;241470288;170072704;628928;1103383;8637209;297350729;
1663004164750;38539601;76682491;77964400;38462760;1855693;213292326;153708713;648319;1480667;5662795;264819120;91542697;77827637;38396106;607073;254052618;192681086;461206;711199;7901158;264477308;
1663004164766;38662725;50193379;71302506;34629840;5020567;224064852;69872015;1041977;3968832;45603;136830040;63288431;71986703;34960779;4862488;248487840;98849430;1023630;3485921;1028833;144593796;
1663004164796;72382210;186893254;147125382;72257220;1514703;457899972;321309282;1001416;2099958;15716198;521663114;172401069;146779130;72088695;3447751;424080762;285210384;1272922;3033157;13051810;520607042;
1663004164812;38599857;58597605;75099961;36722889;4572207;246165306;90924527;1150440;3791738;1468587;164936584;61910209;65239178;31941819;3522158;219011064;103165649;827671;2534698;2684690;156802690;
1663004164828;38628316;96542901;78494367;38550771;3051751;216314868;142882055;1089566;2210119;4222549;286087941;117584469;78364256;38487519;865490;254237490;147903575;684651;1283882;11434631;285730529;
1663004164844;38436086;73625303;72025052;35452683;329284;210847236;162730473;406204;631476;6508285;249159303;83855064;74708326;36751869;575577;231420414;177044764;480188;824076;7282152;256240962;
1663004164860;38582051;57569989;65116971;31710735;5194941;218310510;89302517;1392110;4255886;1509321;155798553;58383495;62922376;30646791;3672402;210725838;97021621;1051803;2994703;2455054;152896995;
1663004164876;38644897;105038405;78410646;38594367;678731;231623034;157878608;434306;830789;9995065;305387987;115376045;78321244;38550708;502240;238653990;170999835;592150;1007392;8979057;304978275;
1663004164906;72430704;102930337;143734566;70248780;3314235;309742782;190419236;1209255;2930878;6088761;317686458;106102261;139303664;68101803;2257314;542975670;214853384;952848;2036002;8121754;317393762;
1663004164922;38587811;106580580;78489099;38555244;1335655;227383632;167291757;690136;1395122;7915216;306184248;115198758;78360355;38492559;187385;243216918;160816660;519733;850814;11027538;305760610;
1663004164938;38601900;90198247;77660048;38274831;1427129;257399874;189053623;754293;1406376;7318029;260392659;73524535;77637185;38263491;1280045;208657464;150231077;574531;1155408;5737006;260449098;
1663004164954;38621449;54142469;70002261;34085268;5406360;213468450;71403294;1314325;4376625;270986;151513947;59119381;71863903;34988058;3708973;218400474;83404424;987533;3242849;1070194;154060971;
1663004164970;38549036;115122240;78313942;38486574;557643;245143032;151265097;530126;964878;10795502;291035080;98986765;78165825;38412990;1719103;224340636;154458506;636504;1422021;6770848;290526478;
1663004164986;38610099;75019712;78240811;38528784;1169805;202419636;147529618;571355;1336103;5413816;269020552;92983386;78134067;38476494;333097;266658534;205957736;501621;728000;8510124;268801117;
1663004165002;38701526;66436897;78719400;38490291;4819786;238907550;98583499;1120637;3907772;1094693;177296074;66742923;78479610;38373237;5542100;232633914;95533309;1086807;3864509;640437;176774181;
1663004165018;38507004;97385654;78244688;38460051;1787611;216344064;145554622;766288;1857438;6005402;292275442;115642348;78099029;38389239;468262;252739968;160735577;553555;1011635;10756884;291846818;
1663004165034;38572747;73972349;78048661;38488149;1788322;195477672;138602182;611751;1516891;4922080;266004361;93346503;77928336;38428551;366843;272349264;209258704;584065;847438;8590240;265711276;
1663004165050;38604016;61626397;76942710;37544094;5516511;212357736;82238007;1382070;4121551;614669;178543629;71181413;76997753;37570050;5022685;249391890;112690053;1237091;3715114;2386818;178906835;
1663004165080;72449203;183946155;146915321;72275427;1354033;447257988;320781024;1060758;1787592;16307925;539759705;188924789;146720372;72180612;2005289;433817010;312052204;1316114;2846801;13947582;539025773;
1663004165096;38639345;56972127;68001768;33255432;5588237;224091996;82521182;1408583;4569258;1013929;150357690;56727376;66988772;32763276;4102041;208634844;86709076;1049779;3368398;1623267;148650497;
1663004165112;38533939;101603727;78080401;38471832;948067;227177094;152759490;465372;993772;9616129;303134886;117383633;78003864;38435040;325180;241216536;172934355;604439;1013120;9192384;302800189;
1663004165128;38534391;86201652;77377503;38179890;1912530;241164462;178480438;806331;1688632;6746396;262720979;79698107;77330740;38155698;1237606;222999168;165226411;652316;1139953;6562413;262717753;
1663004165144;38635112;43889311;57962026;28188405;5300034;192595566;58409102;1327791;4482402;118538;110914701;50741935;60070474;29209698;4620159;217425792;75485441;1146916;3811704;970319;113971012;
1663004165160;38521111;107045033;78215705;38398689;908307;231478620;154276615;451522;942704;9791309;302441698;111818714;78137273;38360889;583855;237639222;169972777;647030;1124732;8836070;302194862;
1663004165176;38563969;73918817;77691591;38394720;1478548;210018174;152657215;590388;1169309;5899539;261638991;88958342;77597536;38348352;644059;255826638;192551395;522745;788554;7730884;261442231;
1663004165192;38685124;49731310;64732452;31404870;4609826;226859166;71217283;911973;3456502;344612;122163171;47475707;64684330;31381686;4523546;219028488;73016840;827013;3162450;752318;121214461;
1663004165208;38547710;91202729;78820899;38464776;3228782;225196812;138258313;1100272;2922139;3572536;263890257;112424328;78608780;38362212;1960454;247120908;122335975;833572;2094651;9447518;263433907;
1663004165224;38594530;82937611;77491254;38548881;639507;219815058;178802438;377198;696116;7183808;283348192;95205350;77401512;38504151;150963;244944438;201387812;450256;535199;8678911;283067132;
1663004165240;38553714;53889922;74931202;36745191;6225016;205200894;70887755;1203408;4287203;40028;176126876;74591335;76299525;37408518;2520299;259347546;133950964;965345;2616852;4460797;179399955;
1663004165256;38582718;94391745;78178768;38457279;2976322;211102560;137772923;1044917;2183378;3884288;283722570;118565095;78016908;38378781;868810;257266008;148885019;703567;1303599;11384904;283307879;
1663004165272;38608260;86686063;78036470;38505915;404591;241508046;185400401;421888;608388;7726216;267748217;77541829;77961591;38469438;490043;226485990;173399888;415813;652959;6872654;267449870;
1663004165288;38583511;60183898;71292172;34798113;6219469;229686990;85283296;1524182;4816994;829109;163367722;57414009;63501701;31019625;3613260;209351412;100977377;1016261;2817975;2949744;152773345;
1663004165318;72467047;186919659;146360084;72267993;1798087;456331458;327568717;1051246;1901146;17013318;536978063;177043663;146176911;72177966;990893;421392732;308564549;1034088;1763797;14128417;536421197;
1663004165334;38691015;43086239;57523877;28104300;5171807;182411046;59485239;1304524;4238150;323609;121574077;59196866;62846436;30682827;4667465;234764670;92759478;1262555;3937371;1796725;131513924;
1663004165350;38589904;107033024;78465882;38506104;1042931;232651614;152521663;468356;1071751;9820386;300303394;110936528;78385288;38467044;445743;237964152;167722673;592897;1012113;8453736;300010597;
1663004165366;38523024;80178288;77662527;38267586;1474059;231468660;169658910;690550;1324983;6482512;260579221;81645975;77591818;38232621;930590;234313236;174628232;519219;911473;6991259;260490308;
1663004165382;38657020;41946990;58832155;28827351;5212263;202901574;59096418;989226;3481821;327402;108514183;43704786;54631365;26767062;4047371;196610850;71950291;736945;2637321;1444228;103906770;
1663004165398;38509774;90814000;78426864;38453688;2100756;222998976;147163954;853308;2115409;4626865;275518529;114706649;78239355;38361645;1237794;247011408;133461691;691879;1571951;10647618;275061019;
1663004165414;38597592;92041939;77873391;38539683;587051;234389970;181701549;588042;952454;7079679;277896718;85570673;77764763;38485881;835095;232617828;182637561;558187;1078200;7140942;277544228;
1663004165430;38665850;57997659;73184725;35957124;4979980;200765142;84406676;1115093;3766576;847600;181252316;78504153;77552627;38075436;4286549;267315942;126507748;1031140;3310047;2956822;185973529;
1663004165446;38421243;85514931;77807944;38316663;2232363;194406900;123646921;1027663;2466082;4110437;283511269;120738646;77780125;38303055;319762;272443656;168044551;679909;1108499;12031907;283473274;
1663004165462;38533519;85236683;77360948;38052378;2798545;227367768;153458389;929696;1879777;4742334;255960868;85628624;77272898;38007963;1506649;235831968;168557758;715397;1385411;6397949;255906365;
1663004165478;38631614;56858688;66731807;32741163;3686131;206217474;100927406;948886;2952109;2875132;170554459;67690152;68907895;33795090;3973239;235261836;116101846;986666;3171451;3342222;174851467;
1663004165508;72360386;170638568;146764799;72262260;1633383;403389462;292634155;964337;1787128;12908272;537581029;194651059;146591851;72177651;664248;476726076;339771300;920923;1400240;17928762;537044762;
1663004165524;38619027;42779687;53020703;25750242;4377832;166513356;60352688;1268830;3913391;540864;119697106;59637814;60645867;29448342;4848200;236373954;93046735;1340937;4125662;1772991;130846065;
1663004165540;38588519;115323231;78234506;38537856;211739;241963188;160246865;497340;774121;11146315;306926458;106919252;78171275;38507364;1010017;227379798;171227970;601318;1056834;8041151;306588087;
1663004165556;38546912;65938072;77926694;38293416;2235576;181175430;125824014;690154;1688347;4209457;263494185;99362691;77732621;38197467;651578;285864276;217781254;678811;956144;9068902;263247824;
1663004165572;38910889;41959907;53755159;26354160;4716048;202837272;58377897;1038712;3678274;365227;94696998;39739968;51198880;25154325;4566357;183820638;56424288;997256;3346629;468586;91951265;
1663004165588;38342603;97184634;78244227;38228967;969197;230780442;158714476;701181;1461269;7613278;292156971;114405896;77879387;38051937;1023162;238845954;150356807;619440;1211154;10011443;291490923;
1663004165604;38587358;87039716;78061028;38522169;1283823;234444900;171588650;696978;1515815;6456556;264647405;83756417;77922801;38454444;1273570;233659788;169041420;716970;1491933;6192035;264237422;
1663004165620;38624794;65709339;78001705;38204523;4464009;233095188;98833404;1086708;3755375;1457881;182274471;70814798;76194034;37326744;4665482;236076348;103005603;1108729;3623654;1405303;179663622;
1663004165636;38530416;120722527;78185226;38495646;182435;248161782;154868749;564642;875731;12147200;299664053;97320722;77984912;38396736;1630866;220555350;164934974;702472;1505255;6243768;298931885;
1663004165652;38582994;80228252;77706747;38284029;1897334;215256288;147996203;940927;2137023;4995169;254439061;84790277;77719933;38290707;1563246;250806852;179556326;741020;1527061;6826623;254628732;
1663004165668;38595102;54307946;59711160;29033235;5069302;189012210;72895139;1297815;3746329;636171;145189730;63241514;62661529;30460311;3982095;231195498;103152433;1195434;3431921;2473300;149087147;
1663004165684;38532995;106055976;78220539;38495079;1106502;225061212;166653394;669956;1341909;7964602;305467089;114931075;78111168;38441340;296223;244043922;160861285;499860;820541;10947562;305071849;
1663004165700;38621679;73841327;77973627;38378844;1734903;215327298;153547305;672338;1476680;5572068;259651838;87125537;77872208;38329641;796589;252191760;186114118;657654;990970;7383837;259528841;
1663004165716;38644742;45858074;56899274;27944343;4657201;198726636;65713321;1242960;4024624;675000;113647804;49481866;57612560;28301364;4902441;207470544;73849395;1210323;3994655;977722;115213574;
1663004165732;38526614;109573820;78336291;38487141;620748;231886530;157687803;412739;789234;10461715;307034991;111717000;78229229;38434914;446270;237901788;173591210;624613;1029942;8739326;306609091;
1663004165748;38579596;79737037;77739397;38291841;1672898;230250858;164117897;738238;1513138;5970502;257491549;80162209;77673881;38260026;955481;236012244;172216323;592041;992430;6822546;257449856;
1663004165764;38630570;36982743;51573166;25414641;4155106;174496284;52257532;853145;3035938;436319;96930136;42075942;52944815;26066250;4310997;194541228;64348994;843059;2877717;1034082;96401832;
1663004165794;72336665;189048084;147258872;72226161;2193595;441640860;298444883;1193555;2557649;16071563;527637340;173114901;147010079;72104508;1898073;441394308;319089607;1287284;2580625;13315346;526802658;
1663004165810;38600732;71376613;78221847;38386845;4058303;249898548;123446516;977744;3179832;3435397;190404088;67943889;78084606;38318427;4938826;218830572;92465673;1170194;3686921;402713;190101924;
1663004165826;38560213;117668086;78558581;38513853;533033;247474026;149525858;582010;1093432;11366792;293930177;97319111;78389994;38431449;1639974;223478028;161521795;743801;1721701;6337015;293367447;
1663004165842;38600167;77939307;77990025;38508876;2034329;205800942;150012422;816681;2084564;5368289;269591591;93069993;77930519;38479896;260170;261926064;203139826;561484;771607;8420052;269543972;
1663004165858;38635737;59053182;62116587;30244788;5065089;207488868;81154272;1197878;3444703;936610;132858422;48765835;66400250;32321583;5169976;193587384;70073380;1200036;3709013;801476;140186128;
1663004165874;38671572;108770837;78470337;38629521;755451;232119744;156834573;396561;792408;10173865;306085853;112406617;78385357;38587941;291200;238556160;172704464;620308;1036052;8834196;305728192;
1663004165890;38452503;80361196;77737806;38181843;2261642;223844016;162006462;869162;1868325;6025779;262586763;85218142;77621548;38125899;1046625;242290536;180215805;602566;1057791;7150883;262384987;
1663004165908;39567756;46308235;58835768;28730520;4660480;208850652;64475894;1171628;3883701;368855;107708775;47996994;61814062;30159297;5310459;213993588;65377652;1369386;4531101;365184;111662034;
1663004165936;70184928;148230291;142668982;69844131;688066;351087936;236460495;657335;1076724;13345151;424898030;147086407;141823121;69434064;942461;500639004;252314027;780752;1448707;12115066;424539478;
1663004165952;38589755;56700317;77226740;37680930;4466718;196694310;92516049;1148177;3408727;1940133;210582141;81262542;77127879;37632609;2657553;267200532;161705601;912764;2150245;5861645;211000444;
1663004165968;38547516;103368280;77933326;38509128;1021861;222783516;167392744;625399;1208967;7312952;305787503;117831925;77817792;38452428;182910;244576842;160277979;488446;778053;11493959;305370904;
1663004165998;72477141;116146055;144937671;71035146;5465673;429554286;194157436;1375414;4047026;5068030;381161969;133455459;130737424;64148931;3730726;447007194;270773351;1108486;2797036;9701866;362667705;
1663004166014;38594918;103607578;78706046;38517696;2614547;212388378;109328624;1122686;2892309;5366710;273200575;101436795;78559495;38446191;1244435;259488264;159442570;603291;1264213;8541559;272782197;
1663004166030;38549348;85834229;77905291;38473974;763681;243489564;184551111;641560;1188709;7299408;269826964;89641702;77772363;38408895;1449715;223706352;164206393;561484;1324214;5774148;269347085;
1663004166046;38589160;72326226;78289418;38344572;4516806;229414536;114980575;963399;3417611;2451586;207407410;75218503;78272728;38335626;3468401;240083040;130767383;1027350;2996451;3574513;207256713;
1663004166062;38566113;105716218;78301712;38512467;1176359;230402370;157250366;584445;1232871;8523747;294400344;107608058;78199249;38462697;492178;239177910;159985622;463321;902052;9642288;294082127;
1663004166078;38539628;86593907;78065471;38459421;1936828;236001246;174405678;733228;1643396;6622986;266181093;82182698;77879065;38368575;529276;232082982;172603824;781165;1536189;6705396;265645391;
1663004166094;38641454;64488591;74466749;36173277;6234866;217472256;80775141;1461779;4385203;208854;163600155;64839809;74145259;36017793;5539505;240710862;96252910;1371170;4445637;1420501;163281341;
1663004166124;72371769;178291208;146458486;72242604;1653776;411434430;278977451;965221;1891123;15735409;529213840;179033223;146265721;72148293;1207225;466770510;349282547;1083972;1788408;15066797;528567975;
1663004166154;72436142;154041358;137718319;67483710;6426117;418146342;212492063;1895055;5501339;10409530;427054231;160092576;134513207;65929815;4934803;428940318;251012565;1758372;4444093;10230062;422611683;
1663004166170;38516602;70260128;77555267;38363346;1250462;193329186;143147972;532013;1068275;5311987;267520861;96588471;77479231;38326302;602634;271770510;210711762;627589;938771;8738522;267393711;
1663004166186;38632273;48608360;54982294;26802657;4116006;192317028;72402239;1191424;3708358;949799;116292037;49868786;58429941;28474866;5066205;206871078;70161478;1329654;4285702;647477;120683627;
1663004166202;38621138;104818057;78338142;38574333;922861;224926776;164248942;584800;1109249;7856031;305076969;115365241;78237026;38524689;183019;244867290;162508787;472851;767535;11000463;304734195;
1663004166218;38533265;69535366;78215715;38440143;2072486;201819456;141734520;600312;1509906;5087640;261368468;95620301;78122338;38393901;622619;267170478;200113490;571529;825455;8175982;261120668;
1663004166234;38640200;63611978;71715372;34874847;4614060;257506764;99796720;1002640;3636168;998417;148223930;52690798;67813308;32982957;5058885;214079028;76145213;1059268;3879565;334320;137913462;
1663004166250;38506947;98849645;78118048;38433906;2419246;213006192;123517412;780656;2055159;6652397;284843865;108550010;77965827;38358684;462875;255373956;168951270;610986;1102769;9535272;284434550;
1663004166266;38570819;86534172;77672666;38491803;789169;220590456;175296583;462671;937238;6805396;284228664;95230044;77566842;38439702;393665;245183778;198963779;501696;693264;8435580;283909098;
1663004166282;38649196;57879686;70521126;34314273;6535056;212397528;73562790;1382190;4508824;111749;149064463;63784626;72027038;35044128;4845691;251270988;94030073;1326221;4011604;1468768;149424860;
1663004166298;38495179;102545176;77835038;38409273;1253430;229209360;163222514;670549;1353125;7940055;298395147;114868794;77704729;38345832;730564;237458580;154586162;516899;998445;10417688;298023423;
1663004166314;38598019;80386571;77634281;38298267;1742681;222629406;163170934;728681;1505134;6061695;263943802;85238293;77590434;38276658;978352;243033318;183022863;588688;942004;7388579;263912564;
1663004166330;38618832;42529509;56838397;27664371;4984205;190374378;57837302;1302941;4223587;263292;111305072;53260638;57443340;27957132;4971061;222264240;81002308;1268454;4115638;1252598;112554335;
1663004166346;38583101;108629802;78366133;38535021;863197;227695758;165626568;579893;1026110;8193183;307319918;113178894;78282256;38493378;276718;242381862;162689580;474147;794194;10706143;306967954;
1663004166362;38553078;90453818;77529369;38404044;923907;212100756;157323989;508299;1000513;5200184;272283575;91808940;77441816;38360196;510915;252886182;199268009;512608;717041;8265624;272080766;
1663004166378;38739712;42108886;58204739;28357497;5599948;205928460;58059101;1289729;4378828;190969;102411504;43789569;55996325;27287694;4763204;203594244;65995663;1165905;3892885;764598;99527610;
1663004166394;38451129;115005054;78128916;38400390;425077;245486358;159376035;501628;864961;10817502;299194147;103447339;77992199;38333673;1282408;222971730;158786667;569932;1082404;7581469;298729673;
1663004166410;38589199;74703025;78239959;38508372;1296603;223285944;158354096;569584;1416609;5894898;258577785;86187932;78118433;38448963;664665;245830242;181661433;577981;922393;7185155;258262331;
1663004166426;38604528;62878525;78778348;38258514;5214135;232117302;90789145;1129292;3815303;713429;171487720;65505183;78616732;38179449;5257585;239834334;98834978;1154111;4047996;1322049;171224189;
1663004166456;72442082;178174889;146485641;72303462;2145218;432494862;293202974;1009916;2355840;14798737;518645168;178328989;146266148;72195921;2386236;445837818;314353054;1186431;2570737;13714145;517861409;
1663004166472;38680522;73149630;77903629;38057040;5137222;234438366;112217652;1172695;3313615;2174178;199331369;70297926;77713525;37965186;3940400;231702864;111669794;1316816;3499254;2654987;198896695;
1663004166488;38438741;99294405;78069435;38333610;1896932;237487050;137642771;547564;1417167;9140731;276482484;104173693;77967989;38283903;1390700;230691282;147553702;772827;1696205;7228981;276108341;
1663004166504;38479825;85501029;77420803;38351817;487657;223935018;172510422;451249;661265;6726310;273800999;85639153;77340501;38312442;493555;240380736;186706608;459856;690785;7469354;273533489;
1663004166520;38638737;55657303;66521492;32366628;5564955;208727364;79028606;1377901;4401887;812072;151798421;60463621;68756786;33454323;4603191;226425804;95784390;1177867;3518880;2010582;154866796;
1663004166536;38529030;106543412;77965143;38486511;597867;227182182;152631976;390010;777923;9777981;304171668;113000209;77902371;38456334;454774;240538242;172731592;607813;1042352;8856298;303756338;
1663004166552;38578632;85109363;77851392;38288628;1641339;243293112;179417330;792203;1552827;6925009;260729428;77791411;77807657;38265507;1128228;223694526;163754046;559570;969044;6303682;260656643;
1663004166568;38557036;42901022;55625649;27031536;4589140;187424544;61700741;1247355;4060112;511359;110822234;50913489;57955044;28160937;4588107;214941948;78030049;1230606;3991185;1224615;115055592;
1663004166584;38547948;105912866;78146163;38510514;1089573;227168928;168116086;620524;1191461;8024686;304673560;114641017;78023184;38450727;250328;241409520;159648725;482580;823333;10932572;304228128;
1663004166600;38609136;81867621;77852651;38328507;1817713;239496648;173773039;776186;1547170;6707350;257715341;78169549;77804610;38304567;990019;227488104;166854427;569501;997713;6535588;257686218;
1663004166616;38624538;47108727;57612684;27966897;3815287;214111224;73992781;738498;2822547;964684;108687177;46465199;63196086;30674574;4828865;235185144;67764762;845111;3306127;497226;114541270;
1663004166632;38531515;88266684;78678397;38423574;2752388;236035992;148690625;855452;2403823;5004785;266121006;114446690;78564973;38368575;1966830;235928862;116953044;1015457;2335684;8427593;266017024;
1663004166648;38565255;85597726;77661303;38503458;919494;219527904;171027245;592569;1247296;6087631;282041271;95242686;77535673;38440962;267901;246099138;198059649;526057;696411;8512433;281706830;
1663004166664;38759541;58466044;77089800;37861173;5192065;228341136;82434754;1290008;4263646;737680;184388328;70460846;69198862;34032789;2466631;238103598;132322536;820281;2123405;4620738;177207663;
1663004166680;38510441;103921843;78091440;38407068;3590878;213625764;113549392;1129317;2388541;5524051;277405706;104768657;77959858;38343060;849567;254468100;158501836;680880;1269908;8865717;276983029;
1663004166696;38511644;80765638;77619789;38462130;430968;211701576;169892501;379769;619794;6698528;283721377;98025814;77527535;38416581;202305;253743090;206324403;352848;459183;8862888;283422433;
1663004166712;38598714;52497724;65450857;32000346;5545954;206850612;78567742;1425241;4419865;1044126;146823456;58817339;64312143;31437252;4622944;224145528;97732798;1259566;3693425;2346056;145795745;
1663004166742;72474315;175001529;147002512;72349767;1129886;430626372;303641640;828793;1468146;15592090;536081076;187909721;146813274;72257031;1123709;450961044;327916113;1031556;1798741;15044064;535360134;
1663004166758;38559948;52141914;62895026;30655170;5537727;205118910;77054966;1435825;4487724;974174;136884774;53044095;61949432;30190545;4458573;210949278;85605563;1266962;3751012;1821061;135461188;
1663004166774;38578645;106180767;78095195;38527713;792212;231524112;167746460;595793;1105695;8414513;303882355;113444248;78008609;38485377;262214;236907690;159315073;438861;770340;10511771;303550339;
1663004166790;38576702;71966529;77801472;38309859;2121229;208487544;145010692;714329;1691503;5154379;257799831;89866070;77733438;38275461;923829;258024156;191397756;639413;1030419;7643549;257737868;
1663004166806;38608830;37724596;44841894;22036014;3264586;162616578;58691225;690185;2416425;928064;93337215;42360315;51725465;25451685;3576320;203623800;64204529;693652;2616244;801450;98970292;
1663004166822;38531732;86215595;78450697;38458224;2684413;208037280;139152178;885597;2330390;4168307;283641455;121830483;78310537;38390310;312355;262227732;155687480;631545;1029876;12100126;283341757;
1663004166838;38566503;91566417;77787017;38526642;109412;237691974;196179453;407379;487964;8268874;288595321;92336660;77678937;38473281;527842;228820866;187821046;458919;813733;7776986;288198240;
1663004166854;38625371;63320367;74930215;36427797;4511910;226041144;83526929;1085964;3719005;3071;164413720;65686867;75524376;36714510;5423498;245999790;96598237;1110685;4050797;1044154;164992445;
1663004166870;38514154;108494606;71181331;34638345;3821868;221752176;80422438;1429204;3257103;6516929;216318617;70611225;74032838;36021006;3754110;213373428;107883043;1265294;3368705;2473535;222122043;
1663004166886;38545404;95011077;77632181;38515113;103275;231742578;195781793;300590;362489;8463585;292779641;90519944;77541505;38469753;112570;233883162;197729905;292068;360220;8231635;292450488;
1663004166902;38603733;70499815;77320666;37792377;4695452;237709716;124675035;1271794;3615466;3290404;212282763;68082657;73653627;36014328;2599550;226012218;131511391;942061;2196725;4416540;207134152;
1663004166920;38605025;112708322;78854381;38947608;890061;236402250;159989631;597243;1122693;9275165;303350178;106373241;78792220;38917809;233384;236514114;167366080;430166;813620;9461132;302964658;
1663004166949;72708418;101549415;146625303;71265663;5074145;333270576;190427863;1527859;4006826;5791989;345484639;119998603;143028258;69521508;2564194;526281384;241299183;1248837;2569942;8984827;345680011;
1663004166965;38565999;118179740;78113227;38530296;460125;237005052;157089285;458606;788611;11648548;305643578;103202743;77997300;38473659;590727;231419262;172283222;609733;1104869;7306722;305255804;
1663004166981;38560800;65112747;77477601;38271429;1890939;184307034;128423393;663551;1502049;4511628;259035730;96142503;77412621;38239425;825500;280290474;211738807;704636;1074599;8659068;258902695;
